Project Number,Name,Sector,Province,Amount
49361,MONOOTSWAI P SCHOOL,SPORT & RECREATION,FREE STATE,100000
48713,MOTJIBOSANE PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,100000
46646,NORTHERN FREE STATE JUKSKEI UNION,SPORT & RECREATION,FREE STATE,400000
48895,NTEBOHENG PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,180000
47558,NTEDISENG INTERMEDIATE SCHOOL,SPORT & RECREATION,FREE STATE,132206
24023,OLD BENONIANS ASSOCIATION,SPORT & RECREATION,FREE STATE,225000
49102,PAUL ROUX INTERMEDIATE SCHOOL,SPORT & RECREATION,FREE STATE,100000
46437,QWABI PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,534850
23830,REATILE INTERMEDIATE SCHOOL,SPORT & RECREATION,FREE STATE,350000
47553,REFIHLILE INTERMEDIATE SCHOOL,SPORT & RECREATION,FREE STATE,180000
48508,REIMOLOTSWE PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,100000
48084,RETIEF HIGH SCHOOL,SPORT & RECREATION,FREE STATE,180000
39869,SAFA LEJWELEPUTSWA,SPORT & RECREATION,FREE STATE,709500
39866,SAFA THABO MOFUTSANYANA,SPORT & RECREATION,FREE STATE,747613
60485,SASAMALA SECONDARY SCHOOL,SPORT & RECREATION,FREE STATE,150000
48555,SASOLBURG SCHOOL,SPORT & RECREATION,FREE STATE,100000
38050,SELOGILWE INTERMEDIATE SCHOOL,SPORT & RECREATION,FREE STATE,350000
49139,SENEKAL PRIMERE SKOOL,SPORT & RECREATION,FREE STATE,100000
49149,SETSING PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,100000
38053,SINDEKILE INTERMEDIATE SCHOOL,SPORT & RECREATION,FREE STATE,315000
23562,SOUTH AFRICAN NATIONAL BOXING ORGANISATION,SPORT & RECREATION,FREE STATE,1813460
46769,SOUTH AFRICAN SCHOOLS FOOTBALL ASSOCIATION FREE STATE,SPORT & RECREATION,FREE STATE,550130
38715,SOUTH AFRICAN SPORTS ASSOCIATION FOR THE PHYSICALLY DISABLED,SPORT & RECREATION,FREE STATE,1750000
46779,SOUTH AFRICAN SPORTS ASSOCIATION FOR THE PHYSICALLY DISABLED,SPORT & RECREATION,FREE STATE,424459
39410,ST HELENA PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,60000
49212,ST MICHAELS SCHOOL,SPORT & RECREATION,FREE STATE,180000
49352,THARI YA TSHEPE INTERMEDIATE SCHOOL,SPORT & RECREATION,FREE STATE,100000
48579,THUBISI PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,100000
48640,TLAKULA SECONDARY SCHOOL,SPORT & RECREATION,FREE STATE,80800
47988,TLHABAKI INTERMEDIATE SCHOOL,SPORT & RECREATION,FREE STATE,180000
48062,TLOKWENG PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,180000
49034,TOM NEWBY SCHOOL,SPORT & RECREATION,FREE STATE,100000
49257,TRUIDA KESTELL SCHOOL,SPORT & RECREATION,FREE STATE,182970
48081,TSHIBOLLO SCHOOL FUND,SPORT & RECREATION,FREE STATE,100000
46501,TSWELOPELE LOCAL MUNICIPALITY,SPORT & RECREATION,FREE STATE,2167987
48721,TUTUBOLOHA PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,100000
48535,VEREENIGING TECHNICAL HIGH SCHOOL,SPORT & RECREATION,FREE STATE,104600
49240,VEZUKHONO SECONDARY SCHOOL,SPORT & RECREATION,FREE STATE,180000
39455,VREDEFORT PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,300000
39682,WILGERIVIER COMBINED SCHOOL,SPORT & RECREATION,FREE STATE,300000
49136,WILLOWMOORE HIGH SCHOOL,SPORT & RECREATION,FREE STATE,100000
48060,WITSIESHOEK PRIMARY SCHOOL,SPORT & RECREATION,FREE STATE,180000
46792,AERO CLUB OF SOUTH AFRICA,SPORT & RECREATION,GAUTENG,419298
49252,AGNES CHIDI PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
48769,AHMED TIMOL SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
49111,ALBERTON HIGH SCHOOL,SPORT & RECREATION,GAUTENG,100000
32291,ARCHERY SOUTH AFRICA,SPORT & RECREATION,GAUTENG,615550
38135,ATHLETICS GAUTENG NORTH,SPORT & RECREATION,GAUTENG,700000
38571,ATHLETICS SOUTH AFRICA,SPORT & RECREATION,GAUTENG,2469268
49210,ATHLONE GIRLS HIGH SCHOOL,SPORT & RECREATION,GAUTENG,180000
46167,BADMINTON SOUTH AFRICA,SPORT & RECREATION,GAUTENG,1150665
46167,BADMINTON SOUTH AFRICA,SPORT & RECREATION,GAUTENG,1150665
49235,BELVEDERE SCHOOL,SPORT & RECREATION,GAUTENG,180000
40330,BLUE BULLS RUGBY UNION,SPORT & RECREATION,GAUTENG,992668
46788,BLUE BULLS RUGBY UNION,SPORT & RECREATION,GAUTENG,800000
49229,BOHLABATSATSI PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
49214,BRACKENHURST PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,186390
49453,BRONKHORSTSPRUIT TENNIS CLUB,SPORT & RECREATION,GAUTENG,200000
49132,BRYANSTON PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
60302,BULADITSHABA P SCHOOL COMMITTEE,SPORT & RECREATION,GAUTENG,100000
32401,CANOEING SOUTH AFRICA,SPORT & RECREATION,GAUTENG,4032130
49155,CAREL DE WET THS,SPORT & RECREATION,GAUTENG,100745
40347,CENTRAL GAUTENG AQUATICS,SPORT & RECREATION,GAUTENG,1037994
46559,CENTRAL GAUTENG SQUASH,SPORT & RECREATION,GAUTENG,568506
49140,CULLINAN COMBINED SCHOOL,SPORT & RECREATION,GAUTENG,180000
49118,DERDEPOORT PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,109440
49166,DOMINICAN CONVENT SCHOOL,SPORT & RECREATION,GAUTENG,83670
38293,EASTERN CRICKET UNION,SPORT & RECREATION,GAUTENG,750000
46483,EKURHULENI EAST COLLEGE FET,SPORT & RECREATION,GAUTENG,800000
38154,EKURHULENI WEST COLLEGE FOR FURTHER EDUCATION AND TRAINING,SPORT & RECREATION,GAUTENG,1000000
47906,ENTSHONALANGA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
48717,ERASMUS MONARENG SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,103900
49101,EVATON PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
49243,F F REBEIRO PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
48073,FADIMEHA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,99995
40171,FRANCES VORWERG SCHOOL,SPORT & RECREATION,GAUTENG,300000
38214,GAUTENG CRICKET BOARD,SPORT & RECREATION,GAUTENG,1222333
47321,GAUTENG NORTH TABLE TENNIS BOARD,SPORT & RECREATION,GAUTENG,400000
46580,GAUTENG NORTH TENPIN BOWLING,SPORT & RECREATION,GAUTENG,800000
49328,HOERSKOOL CARLETONVILLE,SPORT & RECREATION,GAUTENG,100000
49145,HOERSKOOL GARSFONTEIN,SPORT & RECREATION,GAUTENG,100000
49121,HOERSKOOL JOHAN JURGENS,SPORT & RECREATION,GAUTENG,100000
49211,HURLYVALE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
46130,INTERNATIONAL INSTITUTE FOR SPORT SCIENCE AND FITNESS TRAINING,SPORT & RECREATION,GAUTENG,359610
46130,INTERNATIONAL INSTITUTE FOR SPORT SCIENCE AND FITNESS TRAINING,SPORT & RECREATION,GAUTENG,312141
48630,ISAACSON PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
60349,ITOKISETSE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
47079,JAKARANDA KINDER EN GESINSORG MAATSKAPPY,SPORT & RECREATION,GAUTENG,50000
48150,JAMES NKOSI PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
60300,JET NTEO SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
46805,JUDO SOUTH AFRICA,SPORT & RECREATION,GAUTENG,750000
49193,KATLEHO - IMPUMELELO SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
48794,KENSINGTON SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,183100
48218,KGOKARE SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,180665
40387,KING EDWARD VII SCHOOL,SPORT & RECREATION,GAUTENG,350000
40391,KODUMELA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,300000
60318,KOKOSI GEMEENSKAPSKOOL,SPORT & RECREATION,GAUTENG,100000
49179,LAERSKOOL DE BEER,SPORT & RECREATION,GAUTENG,180000
47457,LAERSKOOL DORINGKLOOF,SPORT & RECREATION,GAUTENG,180000
49006,LAERSKOOL ELARDUSPARK,SPORT & RECREATION,GAUTENG,194880
48187,LAERSKOOL EMFULENIPARK,SPORT & RECREATION,GAUTENG,65000
39958,LAERSKOOL HANDHAWER,SPORT & RECREATION,GAUTENG,300000
49087,LAERSKOOL MENLOPARK,SPORT & RECREATION,GAUTENG,180000
49175,LAERSKOOL MOOIFONTEIN,SPORT & RECREATION,GAUTENG,180000
40010,LAERSKOOL ORION,SPORT & RECREATION,GAUTENG,300000
49287,LAERSKOOL RACHEL DE BEER,SPORT & RECREATION,GAUTENG,180491
49348,LAERSKOOL VALHALLA,SPORT & RECREATION,GAUTENG,100000
48076,LEEMA-MOKOTULI PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,189475
60298,LERATONG PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
47676,LINDISA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
49151,LUMIERE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,95921
46278,MAFORI-MPHAHLELE COMPREHENSIVE SCHOOL,SPORT & RECREATION,GAUTENG,366267
46330,MAKGETHE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,193100
39970,MASISEBENZE COMPREHENSIVE SCHOOL,SPORT & RECREATION,GAUTENG,300000
48346,MC KHARABAI SCHOOL FOR THE DEAF,SPORT & RECREATION,GAUTENG,94400
47479,MEETSENG PRIMARY SCHOOL SOSHANGUVE,SPORT & RECREATION,GAUTENG,400000
47354,MIDDESTAD EVANGELISASIE EN SENDING OPHEFFINGSORGANISASIE,SPORT & RECREATION,GAUTENG,48000
48391,MMATSO PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
48612,MOHLAKANO SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,116156
47668,MOLOANTOA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,107900
48317,MONTSOSI PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
49245,MORETELE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
48763,MORITING PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,60634
39926,MOSES MAREN MISSION TECHNICAL SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,350000
60297,MOTLOTLO LOWER PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
47405,NGAKA MASEKO HIGH SCHOOL,SPORT & RECREATION,GAUTENG,176000
46334,NORTHCLIFF HIGH SCHOOL,SPORT & RECREATION,GAUTENG,397524
38115,NORTHERNS BLUES HOCKEY ASSOCIATION,SPORT & RECREATION,GAUTENG,1266000
38239,NORTHERNS CRICKET UNION,SPORT & RECREATION,GAUTENG,645000
46724,NORTHERNS CRICKET UNION,SPORT & RECREATION,GAUTENG,1125000
48889,NTSELE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
47188,OLD PARKTONIAN ASSOCIATION FOOTBALL CLUB,SPORT & RECREATION,GAUTENG,171983
40364,ORCHARDS PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
48705,ORHOVELANI EDUCATION CENTRE,SPORT & RECREATION,GAUTENG,180000
49070,PARKVIEW SENIOR SCHOOL,SPORT & RECREATION,GAUTENG,180000
60310,PHEHELLO LOWER PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
49296,PHELADI NAKENE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
49266,PHILADELPHIA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180190
48556,PHUMLANI PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,107900
47255,PRETORIA CHILD AND FAMILY CARE SOCIETY,SPORT & RECREATION,GAUTENG,50000
60296,QWELANG PRMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
47413,RAMAHLALE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
49095,RANDHART LAERSKOOL,SPORT & RECREATION,GAUTENG,100000
48618,RANTAILANE SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
60321,REAKGONA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
46768,ROLLER SPORT SA - N GAUTENG ROLLER SKATING ASSOCIATION,SPORT & RECREATION,GAUTENG,600000
32303,ROWING  SOUTH AFRICA,SPORT & RECREATION,GAUTENG,2720830
60295,S G MAFAESA HIGH SCHOOL,SPORT & RECREATION,GAUTENG,100000
49120,SACRED HEART COLLEGE,SPORT & RECREATION,GAUTENG,100000
32263,SASCOC,SPORT & RECREATION,GAUTENG,33096175
46723,SASCOC,SPORT & RECREATION,GAUTENG,30000000
68473,SASCOC,SPORT & RECREATION,GAUTENG,13500000
48583,SAULRIDGE SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,342950
60312,SEBOKENG TECHNICAL HIGH SCHOOL,SPORT & RECREATION,GAUTENG,100000
48613,SEETSA SA KGWEDI PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,71400
47501,SETJHABA-SOHLE SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
49284,SIERRA NEVADA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,201755
49246,SIMUNYE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
48950,SINQOBILE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,110000
46693,SOUTH AFRICAN EQUESTRIAN COUNCIL,SPORT & RECREATION,GAUTENG,750000
32420,SOUTH AFRICAN HANDBALL FEDERATION,SPORT & RECREATION,GAUTENG,829290
38114,SOUTH AFRICAN HOCKEY ASSOCIATION,SPORT & RECREATION,GAUTENG,2677500
46687,SOUTH AFRICAN HOCKEY ASSOCIATION,SPORT & RECREATION,GAUTENG,2888800
46698,SOUTH AFRICAN KORFBALL FEDERATION,SPORT & RECREATION,GAUTENG,739466
46720,SOUTH AFRICAN ORIENTEERING FEDERATION,SPORT & RECREATION,GAUTENG,390300
32313,SOUTH AFRICAN TAEKWONDO FEDERATION,SPORT & RECREATION,GAUTENG,1076121
38111,SOUTH AFRICAN TENNIS ASSOCIATION,SPORT & RECREATION,GAUTENG,2000000
38111,SOUTH AFRICAN TENNIS ASSOCIATION,SPORT & RECREATION,GAUTENG,2000000
46270,SOUTH AFRICAN TENNIS ASSOCIATION,SPORT & RECREATION,GAUTENG,500000
46270,SOUTH AFRICAN TENNIS ASSOCIATION,SPORT & RECREATION,GAUTENG,500000
39902,SOUTH WEST GAUTENG COLLEGE,SPORT & RECREATION,GAUTENG,1000000
47292,SOUTHERN SUBURBS SQUASH CLUB,SPORT & RECREATION,GAUTENG,200000
46684,SPECIAL OLYMPICS SOUTH AFRICA,SPORT & RECREATION,GAUTENG,500000
46291,SPORT DEVELOPMENT PLAN - ALTUS SPORT,SPORT & RECREATION,GAUTENG,510750
32611,SPORTS TRUST,SPORT & RECREATION,GAUTENG,2112067
62505,SPORTS TRUST,SPORT & RECREATION,GAUTENG,8500000
65759,SPORTS TRUST,SPORT & RECREATION,GAUTENG,49000000
46731,SQUASH SOUTH AFRICA,SPORT & RECREATION,GAUTENG,1782320
49277,ST MARY'S DIOCESAN SCHOOL FOR GIRLS,SPORT & RECREATION,GAUTENG,180000
39951,SUIDERBERGSKOOL,SPORT & RECREATION,GAUTENG,190700
46713,SWIMMING  SOUTH  AFRICA,SPORT & RECREATION,GAUTENG,750000
46255,THEMBU PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,778000
48257,TOEKOMSRUS PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,180000
39993,TOM NEWBY SCHOOL,SPORT & RECREATION,GAUTENG,240000
32417,TRIATHLON SOUTH AFRICA,SPORT & RECREATION,GAUTENG,1306268
48256,TSHIPI-NOTO INTERMEDIATE SCHOOL,SPORT & RECREATION,GAUTENG,180000
49303,TSHWANE UNIVERSITY OF TECHNOLOGY,SPORT & RECREATION,GAUTENG,600000
49161,TSOELOPELE PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,107900
60313,TSOLO SECONDARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
39986,UKHANYISO PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,300000
46732,WHEELCHAIR BASKETBALL SOUTH AFRICA,SPORT & RECREATION,GAUTENG,400000
46289,WHEELCHAIR TENNIS SOUTH AFRICA,SPORT & RECREATION,GAUTENG,1200000
49221,ZIMELENI SCHOOL,SPORT & RECREATION,GAUTENG,180000
60314,ZITHA PRIMARY SCHOOL,SPORT & RECREATION,GAUTENG,100000
46293,BELFROST PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,389297
49055,CHELSEA PREPARATORY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
46512,CITY OF UMHLATHUZE,SPORT & RECREATION,KWAZULU-NATAL,800000
48239,DAYISWAYO PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
48221,DUBULEKA PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,152000
48224,DUNYWA PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,99996
46599,DURBAN TENNIS ASSOCIATION,SPORT & RECREATION,KWAZULU-NATAL,480000
48892,E J M MAHLABE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,100000
48400,EMAFUSINI SENIOR PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
48261,EMAHLEKWANE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
47633,EMTATENI PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,498650
47636,ENDUMENI PUBLIC SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,400000
39861,ESAYIDI FET COLLEGE,SPORT & RECREATION,KWAZULU-NATAL,620000
49081,FAHLAZA PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
48536,FLAMBEL PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,103771
48549,FULTON SCHOOL FOR THE DEAF,SPORT & RECREATION,KWAZULU-NATAL,100900
49073,GLENMORE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
49167,GLENWOOD HIGH SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
49000,HOERSKOOL VOORTREKKER,SPORT & RECREATION,KWAZULU-NATAL,100000
49511,HOWICK HIGH SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,100000
48590,ITHAKA PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,110030
48248,ITHALA SECONDARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,95050
49143,JOHN WESLEY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
49191,JUKSKEI SA,SPORT & RECREATION,KWAZULU-NATAL,728365
48242,KUBUYAKWEZWE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,98550
39438,KUSWAG SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,300000
48207,KWANDABEZINHLE LP SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,99996
46652,KWAZULU -NATAL AQUATICS,SPORT & RECREATION,KWAZULU-NATAL,560000
39654,KZN INLAND HOCKEY ASSOCIATION,SPORT & RECREATION,KWAZULU-NATAL,99100
49089,LADYSMITH HIGH SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,42250
48354,LANGALETHU SENIOR PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
47647,LIVANGELI PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,480409
48324,MABULULWANE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,193000
49291,MACEBA SECONDARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
48439,MAGABENG SECONDARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,103000
47891,MANZAMNYAMA JUNIOR PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,157420
39524,MARBURG PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,342500
47376,MASHESHISA PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
47893,MATHIYA PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,99900
48839,MBIZOYAMASWAZI PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,100000
49088,MDONSWA HIGH SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
48829,MELUSI PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
48241,MFENEBUDE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
46460,MIDLANDS COMMUNITY COLLEGE,SPORT & RECREATION,KWAZULU-NATAL,657438
48723,MKHONJANE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
49013,MORNINGSIDE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,179465
47634,MSINGA HIGH SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,547380
48244,MZOMUSHA COMBINED PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,115150
47896,NGONO SECONDARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,101000
48908,NGOZA SECONDARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
48245,NKUNGUMATHE YOUTH DEVELOPMENT FORUM,SPORT & RECREATION,KWAZULU-NATAL,89100
47301,NKURI HEALTH DEVELOPMENT ORGANISATION,SPORT & RECREATION,KWAZULU-NATAL,50000
48233,NOMASHAKA PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
49043,NORTHDENE PREPARATORY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,221116
23834,NQOBIZAZI SECONDARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,250000
49343,PENZANCE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
48246,PHAKWE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,111120
48222,PHALANE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,206200
49041,RIDGE PARK COLLEGE,SPORT & RECREATION,KWAZULU-NATAL,180000
47397,SA LIFESAVING,SPORT & RECREATION,KWAZULU-NATAL,201210
49476,SA RIDING FOR THE DISABLED - DURBAN,SPORT & RECREATION,KWAZULU-NATAL,142000
46643,SAFA AMAJUBA,SPORT & RECREATION,KWAZULU-NATAL,400000
48249,SAMPOFU COMBINED PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,101550
48749,SHANGELA PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,100000
49115,SHERWOOD PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,100000
48243,SIHAMBAKAHLE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,190550
47888,SISHISHILI PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,172220
48269,SISONKE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
49260,ST BENEDICT SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,180000
49123,ST DAVID'S DIOCESAN SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,13173
49209,WERDA SKOOL,SPORT & RECREATION,KWAZULU-NATAL,186390
49128,WESTVILLE BOYS' HIGH SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,100000
47024,WINKLESPRUIT SURF LIFESAVING CLUB,SPORT & RECREATION,KWAZULU-NATAL,194318
48729,ZIMSELE PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,239209
47639,ZIZI PRIMARY SCHOOL,SPORT & RECREATION,KWAZULU-NATAL,345000
47140,ARSENAL FOOTBALL CLUB,SPORT & RECREATION,LIMPOPO,191300
49366,BABANGU DAY CARE CENTRE,SPORT & RECREATION,LIMPOPO,50000
48764,BABANGU PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48730,BAKONE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
49186,BALENI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,98850
48605,BANARENG GEMEENSKAPSKOOL,SPORT & RECREATION,LIMPOPO,116440
48715,BANTWANE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,36460
37490,BOGWASHA PRIMARY,SPORT & RECREATION,LIMPOPO,338759
48846,BOIKETLO PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48402,BOKE HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
49253,BONEGA MADIKUBUNG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
47815,BORELETSANE PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48418,CHAVANI SENIOR PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
38173,CRACOUW COMMUNITY SCHOOL,SPORT & RECREATION,LIMPOPO,200000
47801,DAGBREEK PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,105100
47890,DIKGOPENG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
46280,DIKOBE-MOLABA SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,389017
48898,DIKOTOPE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,109765
46427,DIPAKAPAKENG PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,776250
48109,DITHAMAGA SENIOR SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,133500
48422,DUMPHRIES SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48016,EDUCARE PRIMARY SCHOOL -  SOUNDPROP 200,SPORT & RECREATION,LIMPOPO,100000
48099,FAWCETT MATHEBE SENIOR PHASE SCHOOL,SPORT & RECREATION,LIMPOPO,75220
46429,FLAG BOSHIELO PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,631224
49329,FRANK MASHILE SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48103,GUMANI TECHNICAL HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
48255,H C2128S PHILLIPS MEMORIAL SECONDARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48107,HANYANI NKUZANA HIGH SCHOOL,SPORT & RECREATION,LIMPOPO,180000
49195,HATSHAMA PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100500
48322,HLAKHETO PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48698,HLAWULEKANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,180000
49206,HLEKETANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
48731,HLENGANI PRIMARY SCHOOL,SPORT & RECREATION,LIMPOPO,100000
47852,HOLANI HOME BASED CARE,SPORT & RECREATION,LIMPOPO,52000
