Name,Province,Sector,Amount
"Zwelihle Welfare, Cape Town",Western Cape,CHARITIES,100000
Aikido Federation of SA,National Bodies,SPORT AND RECREATION,327000
Athletics SA,National Bodies,SPORT AND RECREATION,1626000
Athletics SA,National Bodies,SPORT AND RECREATION,3400000
Athletics SA,National Bodies,SPORT AND RECREATION,7000000
Badminton SA,National Bodies,SPORT AND RECREATION,615000
Badminton SA,National Bodies,SPORT AND RECREATION,802000
Baseball SA,National Bodies,SPORT AND RECREATION,1626000
Basketball SA,National Bodies,SPORT AND RECREATION,1626000
Basketball SA,National Bodies,SPORT AND RECREATION,3300000
Bowls SA,National Bodies,SPORT AND RECREATION,425000
Bowls SA,National Bodies,SPORT AND RECREATION,1492000
CSIR,National Bodies,SPORT AND RECREATION,1000000
Darts SA,National Bodies,SPORT AND RECREATION,63750
Disability Sports SA,National Bodies,SPORT AND RECREATION,1200000
Jukskei SA,National Bodies,SPORT AND RECREATION,1835000
Karate SA,National Bodies,SPORT AND RECREATION,1500000
Netball SA,National Bodies,SPORT AND RECREATION,526000
NOCSA,National Bodies,SPORT AND RECREATION,2500000
Rowing SA,National Bodies,SPORT AND RECREATION,4400000
SA Biathlon Association,National Bodies,SPORT AND RECREATION,414000
SA Cycling Federation,National Bodies,SPORT AND RECREATION,2200100
SA Dance Sport Federation,National Bodies,SPORT AND RECREATION,526000
SA Figure Skating Association,National Bodies,SPORT AND RECREATION,1474000
SA Football Association,National Bodies,SPORT AND RECREATION,526000
SA Football Association,National Bodies,SPORT AND RECREATION,2700000
SA Golf Association,National Bodies,SPORT AND RECREATION,1500000
SA Golf Development,National Bodies,SPORT AND RECREATION,526000
SA Golf Development Board,National Bodies,SPORT AND RECREATION,800000
SA Gymnastics Federation,National Bodies,SPORT AND RECREATION,1126000
SA Gymnastics Federation,National Bodies,SPORT AND RECREATION,2890000
SA Handball,National Bodies,SPORT AND RECREATION,526000
SA Hockey Association,National Bodies,SPORT AND RECREATION,526000
SA Model Aircraft Association,National Bodies,SPORT AND RECREATION,250000
SA National Archery Association,National Bodies,SPORT AND RECREATION,1800000
SA National Boxing Organisation,National Bodies,SPORT AND RECREATION,526000
SA National Equestrian Federation,National Bodies,SPORT AND RECREATION,1200000
SA Orienteering Federation,National Bodies,SPORT AND RECREATION,168000
SA Rugby Football Union,National Bodies,SPORT AND RECREATION,1792000
SA Rugby Union,National Bodies,SPORT AND RECREATION,526000
SA Rugby Union,National Bodies,SPORT AND RECREATION,1500000
SA Shooting Sport Federation,National Bodies,SPORT AND RECREATION,206000
SA Sport Aerobics & Fitness Federation,National Bodies,SPORT AND RECREATION,968000
SA Sports Association for Intellectually Impaired,National Bodies,SPORT AND RECREATION,514000
SA Sports Association for Physically Disabled,National Bodies,SPORT AND RECREATION,1500000
SA Sports Commission,National Bodies,SPORT AND RECREATION,10000000
SA Sports Confederation & Olympic Committee,National Bodies,SPORT AND RECREATION,16500000
SA Sports Confederation & Olympic Committee,National Bodies,SPORT AND RECREATION,10000000
SA Table Tennis Board,National Bodies,SPORT AND RECREATION,1626000
SA Table Tennis Board,National Bodies,SPORT AND RECREATION,4300000
SA Tennis Association,National Bodies,SPORT AND RECREATION,200000
SA Tennis Association,National Bodies,SPORT AND RECREATION,526000
SA Tennis Association,National Bodies,SPORT AND RECREATION,3500000
SA Tennis Association,National Bodies,SPORT AND RECREATION,3000000
SA Weightlifting,National Bodies,SPORT AND RECREATION,481432
SA Wrestling Federation,National Bodies,SPORT AND RECREATION,430000
SA Wrestling Federation,National Bodies,SPORT AND RECREATION,430000
SANDF,National Bodies,SPORT AND RECREATION,875050
Softball SA,National Bodies,SPORT AND RECREATION,526000
South African Baseball Federation,National Bodies,SPORT AND RECREATION,4400000
South African Football Association,National Bodies,SPORT AND RECREATION,1800000
South African Gymnastics Federation,National Bodies,SPORT AND RECREATION,1500000
South African Hockey Association,National Bodies,SPORT AND RECREATION,3526000
South African Korfball Federation,National Bodies,SPORT AND RECREATION,991700
South African Rugby Union,National Bodies,SPORT AND RECREATION,2400000
South Cycling Federation,National Bodies,SPORT AND RECREATION,890000
South Rugby Football Union,National Bodies,SPORT AND RECREATION,196000
Squash South Africa,National Bodies,SPORT AND RECREATION,1600000
Squash South Africa,National Bodies,SPORT AND RECREATION,2860000
Surfing SA,National Bodies,SPORT AND RECREATION,2900000
Swimming SA,National Bodies,SPORT AND RECREATION,526000
Swimming SA,National Bodies,SPORT AND RECREATION,7900000
Triathlon SA,National Bodies,SPORT AND RECREATION,660000
United Cricket Board of SA,National Bodies,SPORT AND RECREATION,1626000
United Cricket Board of SA,National Bodies,SPORT AND RECREATION,3520000
Volleyball SA,National Bodies,SPORT AND RECREATION,526000
Volleyball SA,National Bodies,SPORT AND RECREATION,1400000
Volleyball SA,National Bodies,SPORT AND RECREATION,2040000
Alexandra Ladies Cricket Club,Eastern Cape,SPORT AND RECREATION,27120
Aliwal North High School,Eastern Cape,SPORT AND RECREATION,550000
Bergvliet Sports Association,Eastern Cape,SPORT AND RECREATION,287310
Border Athletics,Eastern Cape,SPORT AND RECREATION,330000
Border Cricket Board,Eastern Cape,SPORT AND RECREATION,521000
Border Hockey Ass,Eastern Cape,SPORT AND RECREATION,300000
Border ladies Golf,Eastern Cape,SPORT AND RECREATION,200000
Border Technikon,Eastern Cape,SPORT AND RECREATION,1000000
Border Tennis Ass,Eastern Cape,SPORT AND RECREATION,1887384
Dolphin Underwater Club,Eastern Cape,SPORT AND RECREATION,550000
East London Surf Lifesaving Club,Eastern Cape,SPORT AND RECREATION,266663
Eastern Cape Academy of Sport,Eastern Cape,SPORT AND RECREATION,1500000
Eastern Cape Amateur Boxing Academy,Eastern Cape,SPORT AND RECREATION,1000000
Eastern Cape School Sport Association,Eastern Cape,SPORT AND RECREATION,500000
Eastern Province Amateur Cricket Board,Eastern Cape,SPORT AND RECREATION,1388000
Eastern Province Netball,Eastern Cape,SPORT AND RECREATION,50000
Egqili High School,Eastern Cape,SPORT AND RECREATION,550000
Everton United Club,Eastern Cape,SPORT AND RECREATION,205000
Gamble Street Secondary School,Eastern Cape,SPORT AND RECREATION,50000
Gelvan Hockey Club,Eastern Cape,SPORT AND RECREATION,204336
GJ Louw Primary School,Eastern Cape,SPORT AND RECREATION,50000
Glenville Celtic Association Football Club,Eastern Cape,SPORT AND RECREATION,108891
Kei Cricket Union,Eastern Cape,SPORT AND RECREATION,530000
King Williams Town Golf Club,Eastern Cape,SPORT AND RECREATION,550000
Masikhule Day Care Centre,Eastern Cape,SPORT AND RECREATION,26000
Narsingstraat Public School,Eastern Cape,SPORT AND RECREATION,50000
Nelson Mandela Metropolitan University,Eastern Cape,SPORT AND RECREATION,393000
Nolitha Special School,Eastern Cape,SPORT AND RECREATION,550000
Northern Areas Soccer Board,Eastern Cape,SPORT AND RECREATION,1375200
Queens College Boys High School,Eastern Cape,SPORT AND RECREATION,50000
R.A.B.T.I. Trust,Eastern Cape,SPORT AND RECREATION,805000
SA Football Association - Transkei,Eastern Cape,SPORT AND RECREATION,430000
Sedgefield Bowling Club,Eastern Cape,SPORT AND RECREATION,50000
Tsolo Special School,Eastern Cape,SPORT AND RECREATION,545387
Umzimkhulu Municipality,Eastern Cape,SPORT AND RECREATION,1415880
University of Fort Hare,Eastern Cape,SPORT AND RECREATION,2200000
Victoria Park Sports Club,Eastern Cape,SPORT AND RECREATION,50000
Voorpos Primary School,Eastern Cape,SPORT AND RECREATION,200000
Western Province Golf Union,Eastern Cape,SPORT AND RECREATION,550000
Afrikaanse Hoerskool Kroonstad,Free State,SPORT AND RECREATION,550000
Athletics Free State,Free State,SPORT AND RECREATION,3000000
Aurora Primary School,Free State,SPORT AND RECREATION,550000
Barnard Molokoane Comprehensive School,Free State,SPORT AND RECREATION,550000
Batho Primary School,Free State,SPORT AND RECREATION,50000
Bedelia Primary School,Free State,SPORT AND RECREATION,440400
Bethlehem Tennis Club,Free State,SPORT AND RECREATION,50000
Bloemfontein Cricket Ass,Free State,SPORT AND RECREATION,2900000
Boitumelong Primary School,Free State,SPORT AND RECREATION,246000
Boshof High School,Free State,SPORT AND RECREATION,550000
Caledonpark Primary School,Free State,SPORT AND RECREATION,550000
Dagbreek Primary School,Free State,SPORT AND RECREATION,550000
Dr. Blok Secondary School,Free State,SPORT AND RECREATION,500000
Dunamis Christian School,Free State,SPORT AND RECREATION,230000
Eastern Free State Jukskei Union,Free State,SPORT AND RECREATION,433000
Ficksburg Golf Club,Free State,SPORT AND RECREATION,550000
Free State Academy of Sport,Free State,SPORT AND RECREATION,3000000
Goudveld Hoerskool,Free State,SPORT AND RECREATION,550000
Harrismith Country Club,Free State,SPORT AND RECREATION,50000
Harrismith Country Club,Free State,SPORT AND RECREATION,50000
Heatherdale Secondary School,Free State,SPORT AND RECREATION,415000
Hoerskool Sandveld,Free State,SPORT AND RECREATION,550000
Ikgwantlelle Primary School,Free State,SPORT AND RECREATION,30641
Jacobsdal Primary School,Free State,SPORT AND RECREATION,550000
Kleinbroek Plaasskool,Free State,SPORT AND RECREATION,300000
Koppie Allen Primary School,Free State,SPORT AND RECREATION,224420
Kwakwatsi Senior Secondary School,Free State,SPORT AND RECREATION,550000
Leseding Technical Secondary School,Free State,SPORT AND RECREATION,550000
Louis Botha Technical School,Free State,SPORT AND RECREATION,115023
Maluti FET College,Free State,SPORT AND RECREATION,700000
Matjhabeng Municipality,Free State,SPORT AND RECREATION,1501500
Mfundo-Thuto Secondary School,Free State,SPORT AND RECREATION,550000
Mmulakgoro School,Free State,SPORT AND RECREATION,125000
Mokitlane Primary School,Free State,SPORT AND RECREATION,70000
Nala Municipality,Free State,SPORT AND RECREATION,3217462
Naudeville Primary School,Free State,SPORT AND RECREATION,550000
Navalsig High School,Free State,SPORT AND RECREATION,300300
Ngwathe Municipality,Free State,SPORT AND RECREATION,2887705
Northern Free State Cricket Union,Free State,SPORT AND RECREATION,1010000
Northern Free State Jukskei Union,Free State,SPORT AND RECREATION,425290
Nzame Primary School,Free State,SPORT AND RECREATION,50000
Phitshana Public Primary School,Free State,SPORT AND RECREATION,222000
Rekgonne Primary School,Free State,SPORT AND RECREATION,50000
Reseamohetse Public School,Free State,SPORT AND RECREATION,50000
Riebeeckstad Primary School,Free State,SPORT AND RECREATION,550000
Thabang Secondary School,Free State,SPORT AND RECREATION,201639
Tsebo-Ulwazi Secondary School,Free State,SPORT AND RECREATION,550000
Tswelopele Municipality,Free State,SPORT AND RECREATION,1158713
University of Free State Qwa Qwa Campus,Free State,SPORT AND RECREATION,3000000
Ussasa Free State,Free State,SPORT AND RECREATION,225400
Viljoenskroon Country Club,Free State,SPORT AND RECREATION,50000
Weiveld Agricultural & Hotel School,Free State,SPORT AND RECREATION,330000
Welkom - Gymnasium,Free State,SPORT AND RECREATION,550000
Welkom Volkskool,Free State,SPORT AND RECREATION,280000
African House College,Gauteng,SPORT AND RECREATION,50000
Alberthart Tennis Club,Gauteng,SPORT AND RECREATION,50000
Alberton High School,Gauteng,SPORT AND RECREATION,550000
Alberton Primary School,Gauteng,SPORT AND RECREATION,550000
Atteridgeville Rugby Club,Gauteng,SPORT AND RECREATION,38000
Bafikile Primary School,Gauteng,SPORT AND RECREATION,50000
Bafokeng Primary School,Gauteng,SPORT AND RECREATION,390000
Batloung Intermediate School,Gauteng,SPORT AND RECREATION,417955
Blue Hills Rugby Union,Gauteng,SPORT AND RECREATION,291200
Buhlebemfundo Secondary School,Gauteng,SPORT AND RECREATION,150000
Central Gauteng Athletics,Gauteng,SPORT AND RECREATION,300000
Chipa-Tabane Secondary School,Gauteng,SPORT AND RECREATION,50000
Chokoe Primary School,Gauteng,SPORT AND RECREATION,50000
D.S.J. Primary School,Gauteng,SPORT AND RECREATION,50000
Daveyton Golf Club,Gauteng,SPORT AND RECREATION,50000
Dimakatso Primary School,Gauteng,SPORT AND RECREATION,329000
Diodi Primary School,Gauteng,SPORT AND RECREATION,50000
Disability Sport SA,Gauteng,SPORT AND RECREATION,4000000
Diversity High School,Gauteng,SPORT AND RECREATION,50000
Dr Mary Malahlela Primary School,Gauteng,SPORT AND RECREATION,50000
Eastern Cricket Union,Gauteng,SPORT AND RECREATION,360000
Ekujuleni Primary School,Gauteng,SPORT AND RECREATION,550000
Ekuphumeleleni Senior Primary School,Gauteng,SPORT AND RECREATION,50000
Ekurhuleni Softball & Baseball Development Initiative,Gauteng,SPORT AND RECREATION,50000
Emanzini Primary School,Gauteng,SPORT AND RECREATION,550000
Entokozweni Primary School,Gauteng,SPORT AND RECREATION,547000
Firethorn Primary School,Gauteng,SPORT AND RECREATION,50000
Fundani Junior Primary School,Gauteng,SPORT AND RECREATION,50000
Gauteng Academy of Sport,Gauteng,SPORT AND RECREATION,590000
Gauteng Academy of Sports / SA Games,Gauteng,SPORT AND RECREATION,590000
Gauteng Amateur Boxing Organisation,Gauteng,SPORT AND RECREATION,480000
Gauteng Cricket Board,Gauteng,SPORT AND RECREATION,224365
Gauteng North Jukskei Union,Gauteng,SPORT AND RECREATION,50000
Gauteng North Sport Council,Gauteng,SPORT AND RECREATION,203500
Gauteng Rowing Ass,Gauteng,SPORT AND RECREATION,50000
Ghetto Institute of Soccer Academy,Gauteng,SPORT AND RECREATION,50000
Harmony Primary School,Gauteng,SPORT AND RECREATION,50000
Hoerksool Vorentoe,Gauteng,SPORT AND RECREATION,50000
Hoerskool Drie Riviere,Gauteng,SPORT AND RECREATION,550000
Hoerskool Driehoek,Gauteng,SPORT AND RECREATION,134314
Inkululeko Yesizwe Primary School,Gauteng,SPORT AND RECREATION,44543
Institute for Sport Research University of PTA,Gauteng,SPORT AND RECREATION,1177619
Intlonipho Primary School,Gauteng,SPORT AND RECREATION,235000
Iona Convent School,Gauteng,SPORT AND RECREATION,433000
Iphahlolleng Intermediate School,Gauteng,SPORT AND RECREATION,50000
Itireleng Primary School,Gauteng,SPORT AND RECREATION,300320
Itokisetse Primary School,Gauteng,SPORT AND RECREATION,120000
Itsebeng Primary School,Gauteng,SPORT AND RECREATION,47150
Itumeleng Madiba Primary School,Gauteng,SPORT AND RECREATION,50000
Jeppe High Schools Quondam Club,Gauteng,SPORT AND RECREATION,277476
Jiswa School,Gauteng,SPORT AND RECREATION,8471
Joining Hands,Gauteng,SPORT AND RECREATION,50000
Katleho-Impumelelo Secondary School,Gauteng,SPORT AND RECREATION,50000
Khutlo-Tharo Secondary School,Gauteng,SPORT AND RECREATION,200000
Klipspruit Wes Secondary School,Gauteng,SPORT AND RECREATION,50000
Kliptown Primary School,Gauteng,SPORT AND RECREATION,50000
Laerskool Paratus,Gauteng,SPORT AND RECREATION,550000
Laerskool Silverton,Gauteng,SPORT AND RECREATION,550000
Lakeside Secondary School,Gauteng,SPORT AND RECREATION,550000
Laus-Deo Primary School,Gauteng,SPORT AND RECREATION,50000
Lebone Primary School,Gauteng,SPORT AND RECREATION,50000
Leeukop Golf Club,Gauteng,SPORT AND RECREATION,100000
Lekang Primary School,Gauteng,SPORT AND RECREATION,21350
Lenz Public School,Gauteng,SPORT AND RECREATION,50000
Lesabasaba Primary School,Gauteng,SPORT AND RECREATION,50000
Lesedi Local Municipality,Gauteng,SPORT AND RECREATION,550000
Letsema-Ilima Primary School,Gauteng,SPORT AND RECREATION,368489
Lindisa Primary School,Gauteng,SPORT AND RECREATION,67000
Mabafeng Primary School,Gauteng,SPORT AND RECREATION,50000
Magasela Primary School,Gauteng,SPORT AND RECREATION,356425
Makapane Primary School,Gauteng,SPORT AND RECREATION,550000
Mamelodi Rugby Senior Club,Gauteng,SPORT AND RECREATION,38000
Mandeville Sports & Social Club,Gauteng,SPORT AND RECREATION,50000
Matlapaneng Public School,Gauteng,SPORT AND RECREATION,50000
McBain Charles Primary School,Gauteng,SPORT AND RECREATION,50000
Medicos Special School,Gauteng,SPORT AND RECREATION,550000
Meetseng Primary School,Gauteng,SPORT AND RECREATION,50000
Megatong Primary School,Gauteng,SPORT AND RECREATION,50000
Missouri Laan Secondary School,Gauteng,SPORT AND RECREATION,50000
Mofolo Primary School,Gauteng,SPORT AND RECREATION,25000
Mohladitoe Secondary School,Gauteng,SPORT AND RECREATION,200000
Moqhaka Secondary School,Gauteng,SPORT AND RECREATION,50000
Motorsport SA,Gauteng,SPORT AND RECREATION,1339610
Nkholi Primary School,Gauteng,SPORT AND RECREATION,50000
Nobel Primary School,Gauteng,SPORT AND RECREATION,50000
Nokulunga Primary School,Gauteng,SPORT AND RECREATION,50000
Nomini Primary School,Gauteng,SPORT AND RECREATION,50000
Nonediba Primary School,Gauteng,SPORT AND RECREATION,50000
Norridge Park Private School,Gauteng,SPORT AND RECREATION,50000
Northern Gauteng Badminton Ass,Gauteng,SPORT AND RECREATION,479275
Ntabankulu Primary School,Gauteng,SPORT AND RECREATION,200000
Ntsele Primary School,Gauteng,SPORT AND RECREATION,50000
Nuwe Wending School,Gauteng,SPORT AND RECREATION,237120
Old Benonians Association,Gauteng,SPORT AND RECREATION,550000
Old Edwardian Society,Gauteng,SPORT AND RECREATION,50000
Oospark Primary School,Gauteng,SPORT AND RECREATION,50000
P.J. Simelane Secondary School,Gauteng,SPORT AND RECREATION,50000
P.S. Fourie Primary School,Gauteng,SPORT AND RECREATION,92475
Parkside Primary School,Gauteng,SPORT AND RECREATION,240000
Parktown High School for Girls,Gauteng,SPORT AND RECREATION,550000
Pentarosa Primary School,Gauteng,SPORT AND RECREATION,500000
Phehello Lower Primary School,Gauteng,SPORT AND RECREATION,71500
Phelang School Learners Special Needs,Gauteng,SPORT AND RECREATION,550000
Pitseng Primary School,Gauteng,SPORT AND RECREATION,50000
Prosperitus Secondary School,Gauteng,SPORT AND RECREATION,512000
Pumla School for LSEN,Gauteng,SPORT AND RECREATION,50000
Qhoweng Intermediate School,Gauteng,SPORT AND RECREATION,120396
Qoqizizwe Intermediate School,Gauteng,SPORT AND RECREATION,50000
Reamohetsoe Primary School,Gauteng,SPORT AND RECREATION,550000
Refaletswe Primary School,Gauteng,SPORT AND RECREATION,245486
Reitumetse Primary School,Gauteng,SPORT AND RECREATION,50000
Roodepoort Primary School,Gauteng,SPORT AND RECREATION,50000
Roshnee Sports Association,Gauteng,SPORT AND RECREATION,285350
Rosina Sedibane Sport School,Gauteng,SPORT AND RECREATION,550000
Rowing SA,Gauteng,SPORT AND RECREATION,630000
SANDF,Gauteng,SPORT AND RECREATION,1000000
SASCOC  SA GAMES,Gauteng,SPORT AND RECREATION,7400000
Sebokeng Technical High School,Gauteng,SPORT AND RECREATION,30000
Sedibeng Sa Thuto Primary School,Gauteng,SPORT AND RECREATION,160000
Seipone Primary School,Gauteng,SPORT AND RECREATION,50000
Setlabotsha Primary School,Gauteng,SPORT AND RECREATION,160000
Sierra Nevada Primary School,Gauteng,SPORT AND RECREATION,50000
Silver Oaks Secondary School,Gauteng,SPORT AND RECREATION,50000
Soshanguve Rugby Club,Gauteng,SPORT AND RECREATION,38000
Southview High School,Gauteng,SPORT AND RECREATION,50000
St Barnabas College,Gauteng,SPORT AND RECREATION,478134
St Martin De Porres High School,Gauteng,SPORT AND RECREATION,550000
Super Community Project,Gauteng,SPORT AND RECREATION,50000
Tetelo Secondary School,Gauteng,SPORT AND RECREATION,50000
Thabisong Youth Club,Gauteng,SPORT AND RECREATION,165400
Thathezakho Primary School,Gauteng,SPORT AND RECREATION,50000
Thetha Secondary School,Gauteng,SPORT AND RECREATION,120400
Thulasizwe Primary School,Gauteng,SPORT AND RECREATION,50000
Tlholo Public School,Gauteng,SPORT AND RECREATION,200000
Tlholohelo Junior Primary School,Gauteng,SPORT AND RECREATION,50000
Tshepana Primary School,Gauteng,SPORT AND RECREATION,250000
Tshwane North College Soshanguve Campus,Gauteng,SPORT AND RECREATION,1500000
Ubuhle-Bezwe J.S. School,Gauteng,SPORT AND RECREATION,500000
University of Pretoria Mamelodi Campus,Gauteng,SPORT AND RECREATION,580000
University of the Witwatersrand Exercise & Medical Science,Gauteng,SPORT AND RECREATION,1500000
Vaal University of Technology Vanderbijlpark Campus,Gauteng,SPORT AND RECREATION,3000000
Viking Rowing Club,Gauteng,SPORT AND RECREATION,50000
Vulamazibuko Primary School,Gauteng,SPORT AND RECREATION,50000
Vulindlela Primary School,Gauteng,SPORT AND RECREATION,169250
Westbury Secondary School,Gauteng,SPORT AND RECREATION,550000
Witwatersrand Football Club,Gauteng,SPORT AND RECREATION,502126
Zakriya Park Combined School,Gauteng,SPORT AND RECREATION,550000
Briton Stars Football Club,KwaZulu Natal,SPORT AND RECREATION,41864
Central Natal Surf,KwaZulu Natal,SPORT AND RECREATION,188000
Dawncrest Primary School,KwaZulu Natal,SPORT AND RECREATION,60000
Depot Road Memorial Primary School,KwaZulu Natal,SPORT AND RECREATION,38740
Durban Golf Club,KwaZulu Natal,SPORT AND RECREATION,550000
Ezifundeni High School,KwaZulu Natal,SPORT AND RECREATION,50000
Ferndale Combined School,KwaZulu Natal,SPORT AND RECREATION,50000
Glenridge Primary School,KwaZulu Natal,SPORT AND RECREATION,11554
Golden Gateway School,KwaZulu Natal,SPORT AND RECREATION,21248
Hlanganani Preparatory School,KwaZulu Natal,SPORT AND RECREATION,550000
Hlelingomuso Primary School,KwaZulu Natal,SPORT AND RECREATION,29710
Huttenpark Primary School,KwaZulu Natal,SPORT AND RECREATION,310080
Ikhwezi High School,KwaZulu Natal,SPORT AND RECREATION,400000
Ikusaselihle High School,KwaZulu Natal,SPORT AND RECREATION,50000
Imbubu Primary School,KwaZulu Natal,SPORT AND RECREATION,27310
Inkanyiso Special School,KwaZulu Natal,SPORT AND RECREATION,50000
Kenmont School,KwaZulu Natal,SPORT AND RECREATION,11435
Kennersley Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
Kokstad Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
Kwazamokuhle School,KwaZulu Natal,SPORT AND RECREATION,447583
KwaZulu Natal Badminton,KwaZulu Natal,SPORT AND RECREATION,50000
KwaZulu Natal Canoe Union,KwaZulu Natal,SPORT AND RECREATION,500000
KwaZulu Natal Gymnastics Union,KwaZulu Natal,SPORT AND RECREATION,298484
KwaZulu Natal Ladies Golf Association,KwaZulu Natal,SPORT AND RECREATION,100000
KwaZulu Natal Rowing Association,KwaZulu Natal,SPORT AND RECREATION,50000
KwaZulu Natal Rugby Union,KwaZulu Natal,SPORT AND RECREATION,2700000
Langalakhe High School,KwaZulu Natal,SPORT AND RECREATION,50000
Maphumulo Sports & Recreation Council,KwaZulu Natal,SPORT AND RECREATION,50000
Marine Surf Lifesaving Club,KwaZulu Natal,SPORT AND RECREATION,238100
Midlands Squash Union,KwaZulu Natal,SPORT AND RECREATION,550000
Molweni Sports Academy,KwaZulu Natal,SPORT AND RECREATION,50000
Msinga Local Municipality,KwaZulu Natal,SPORT AND RECREATION,1435830
Muzomuhle Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
Ndwendwe Municipality,KwaZulu Natal,SPORT AND RECREATION,3480376
New West Secondary School,KwaZulu Natal,SPORT AND RECREATION,50000
Ngqokwane High School,KwaZulu Natal,SPORT AND RECREATION,30000
Nhlanhlayethu Secondary School,KwaZulu Natal,SPORT AND RECREATION,50000
Nizam Road Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
Northlen Primary School,KwaZulu Natal,SPORT AND RECREATION,150000
Nsikayethu Comprehensive School,KwaZulu Natal,SPORT AND RECREATION,28000
Ogwini Comprehensive Technical School,KwaZulu Natal,SPORT AND RECREATION,332736
Playing for Peace,KwaZulu Natal,SPORT AND RECREATION,50000
Sibongamandla J.P. School,KwaZulu Natal,SPORT AND RECREATION,27310
Silwanetshe Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
Sinethezekile Combined School,KwaZulu Natal,SPORT AND RECREATION,50000
Six Stars United Football,KwaZulu Natal,SPORT AND RECREATION,50000
Sombongangani Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
South African Football Association Southern KZN,KwaZulu Natal,SPORT AND RECREATION,500000
St Monica Diocesan School,KwaZulu Natal,SPORT AND RECREATION,50000
Stella Sports Club,KwaZulu Natal,SPORT AND RECREATION,114549
Summerfield Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
Suncoast Pirates Surf Lifesaving Club,KwaZulu Natal,SPORT AND RECREATION,180400
Sunflower Women Football Club,KwaZulu Natal,SPORT AND RECREATION,50000
Sweetwaters Higher Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
Tetelegu Primary School,KwaZulu Natal,SPORT AND RECREATION,50000
Ubongumenzi Secondary School,KwaZulu Natal,SPORT AND RECREATION,50000
Umhlanga Rocks Surf Lifesaving Club,KwaZulu Natal,SPORT AND RECREATION,550000
Umkhanyakude District Municipality,KwaZulu Natal,SPORT AND RECREATION,2936400
Uthando Public Primary School,KwaZulu Natal,SPORT AND RECREATION,55000
Vumanisabelo Special School,KwaZulu Natal,SPORT AND RECREATION,35447
Werda Skool,KwaZulu Natal,SPORT AND RECREATION,175375
Willowfountain Intermediate School,KwaZulu Natal,SPORT AND RECREATION,50000
Zamuxolo Primary School,KwaZulu Natal,SPORT AND RECREATION,20000
Zululand Municipality,KwaZulu Natal,SPORT AND RECREATION,1944840
Abiot Kolobe Primary School,Limpopo,SPORT AND RECREATION,50000
Alf Makaleng Primary School,Limpopo,SPORT AND RECREATION,50000
Amos / Kgaphamadi Community Organisation,Limpopo,SPORT AND RECREATION,100000
Bahlagoga Senior Secondary School,Limpopo,SPORT AND RECREATION,46640
Balloon - Mantjana School,Limpopo,SPORT AND RECREATION,130000
Bangalong Primary School,Limpopo,SPORT AND RECREATION,35000
Bathokwa High School,Limpopo,SPORT AND RECREATION,50000
Boetse Secondary School,Limpopo,SPORT AND RECREATION,50000
Bohlapakolobe Primary School,Limpopo,SPORT AND RECREATION,50000
Byldriff Primary School,Limpopo,SPORT AND RECREATION,50000
David Luvhimba Secondary School,Limpopo,SPORT AND RECREATION,50000
Dilayi Primary School,Limpopo,SPORT AND RECREATION,35666
Ditlou Primary School,Limpopo,SPORT AND RECREATION,50000
EDL Rampola Secondary School,Limpopo,SPORT AND RECREATION,138293
EPP Mhinga High School,Limpopo,SPORT AND RECREATION,50000
Ezrom Primary School,Limpopo,SPORT AND RECREATION,50000
Frangipani School for Mentally Disabled,Limpopo,SPORT AND RECREATION,50000
Given Mangolo Primary School,Limpopo,SPORT AND RECREATION,50000
Gobetse Senior Secondary School,Limpopo,SPORT AND RECREATION,20000
Good Hope Primary School,Limpopo,SPORT AND RECREATION,50000
Herlear Primary School,Limpopo,SPORT AND RECREATION,550000
Human Resource & Social Information Centre,Limpopo,SPORT AND RECREATION,71700
J.K. Tabane Secondary School,Limpopo,SPORT AND RECREATION,50000
Jacob Langa Lower Primary School,Limpopo,SPORT AND RECREATION,38000
Kgabedi Secondary School,Limpopo,SPORT AND RECREATION,50000
Kgakgala Primary School,Limpopo,SPORT AND RECREATION,50000
Kgarahara High School,Limpopo,SPORT AND RECREATION,77000
Kgaubotlhale Secondary School,Limpopo,SPORT AND RECREATION,50000
Kgobuki Primary School,Limpopo,SPORT AND RECREATION,15000
Kgoka Primary School,Limpopo,SPORT AND RECREATION,50000
Kgolodi Secondary School,Limpopo,SPORT AND RECREATION,50000
Kgotsoro Primary School,Limpopo,SPORT AND RECREATION,6137
Kgwekgwe High School,Limpopo,SPORT AND RECREATION,50000
Khudu Secondary School,Limpopo,SPORT AND RECREATION,50000
Laerskool Alma,Limpopo,SPORT AND RECREATION,550000
Lekukela Primary School,Limpopo,SPORT AND RECREATION,50000
Lephalala Primary School,Limpopo,SPORT AND RECREATION,50000
Limpopo Academy of Sport,Limpopo,SPORT AND RECREATION,2000000
Mahlane High School,Limpopo,SPORT AND RECREATION,50000
Majeje High School,Limpopo,SPORT AND RECREATION,50000
