Project Number,Name,Province,Sector,Amount
49749,Baptist Children's Centre,NORTH WEST,CHARITIES,260868
50999,Boitshoko Support Group,NORTH WEST,CHARITIES,185000
45130,Brits-Hartbeespoort Hospice,NORTH WEST,CHARITIES,582318
41617,Christelik- Maatskaplike Raad Rustenburg,NORTH WEST,CHARITIES,558590
41096,"Daphne Lee Centre Central West Tvl Assoc for the Physically
Disabled",NORTH WEST,CHARITIES,283799
43067,Fochville Social Services,NORTH WEST,CHARITIES,91520
50113,Good Shepherd Mission,NORTH WEST,CHARITIES,483000
49785,Grace Help Centre,NORTH WEST,CHARITIES,739500
50031,Ha Phororo / Empophomeni Youth Retreat,NORTH WEST,CHARITIES,200000
42162,Happy Day Crèche,NORTH WEST,CHARITIES,199562
44783,Happy Hearts - Service Centre For The Aged,NORTH WEST,CHARITIES,135701
49902,Hartbeespoort Animal Welfare Society,NORTH WEST,CHARITIES,509484
44188,Hospice Rustenburg,NORTH WEST,CHARITIES,200585
49671,Huis Delarey Tuiste Vir Bejaardes,NORTH WEST,CHARITIES,44145
49671,Huis Delarey Tuiste Vir Bejaardes,NORTH WEST,CHARITIES,120000
36728,Ipelegeng Day Care Centre,NORTH WEST,CHARITIES,709586
43087,Wolmaransstad Home For The Aged,NORTH WEST,CHARITIES,282409
43074,Japie Kritzinger Home For The Aged,NORTH WEST,CHARITIES,300413
44294,Johane Mokolobetsi Middle School,NORTH WEST,CHARITIES,634227
50551,Keletsong Community Training And Resource Centre,NORTH WEST,CHARITIES,842700
49726,Kinder En Gesinsorg Vereniging Stilfontein,NORTH WEST,CHARITIES,572300
43068,Koster Home For The Aged / Koster Tuisie Vir Bejaardes,NORTH WEST,CHARITIES,120000
44782,Laerskool Pansdrif Primary,NORTH WEST,CHARITIES,536770
44782,Laerskool Pansdrif Primary,NORTH WEST,CHARITIES,536770
35548,Lebogang Day Care Centre,NORTH WEST,CHARITIES,147750
52335,Legae Enrichment Centre,NORTH WEST,CHARITIES,59900
43253,Lereng Le Sa Itsose Crèche And Pre-School,NORTH WEST,CHARITIES,65000
44124,Leutlwetse ECD Centre And Haven,NORTH WEST,CHARITIES,258000
44185,Lifeline North West - Rustenburg Centre,NORTH WEST,CHARITIES,239280
44184,Lifeline North West-Mafikeng Centre,NORTH WEST,CHARITIES,208780
49873,Lokgabeng Disabled Centre,NORTH WEST,CHARITIES,347788
52285,Madikwe Rural Development Programme,NORTH WEST,CHARITIES,61500
44988,Mafikeng SPCA,NORTH WEST,CHARITIES,275900
44252,Mankuroane Technical And Commercial High School,NORTH WEST,CHARITIES,2284062
44767,Moefi Senior Secondary School,NORTH WEST,CHARITIES,91000
45481,Mphele Ngwana Day Care,NORTH WEST,CHARITIES,151100
43003,NG Welfare Christiana / NG Welsyn Christiana,NORTH WEST,CHARITIES,226950
43079,NG Welfare Klerksdorp / NG Welsyn Klerksdorp,NORTH WEST,CHARITIES,263278
50661,NG Welfare Lichtenburg / NG Welsyn Lichtenburg,NORTH WEST,CHARITIES,200000
43071,NG Welfare Schweizer-Reneke/ NG Welsyn Schweizer-Reneke,NORTH WEST,CHARITIES,70000
44085,North West Mental Health,NORTH WEST,CHARITIES,530000
45063,Ontwikkelings Instituut Vir Dowes En Blindes,NORTH WEST,CHARITIES,246000
41533,Orebabaletse Home Based Care,NORTH WEST,CHARITIES,218500
35531,Pholo Modi Wa Sechaba,NORTH WEST,CHARITIES,206300
50186,Place Of Hope Home Based Care Project,NORTH WEST,CHARITIES,176200
43544,Rakgatla High School,NORTH WEST,CHARITIES,451730
41260,Re Ka Kgona Project,NORTH WEST,CHARITIES,675500
50128,Retlaadira Home Based Care,NORTH WEST,CHARITIES,100200
50787,Rustenburg Rusoord Maatskappy,NORTH WEST,CHARITIES,435702
44605,S A V F Ventersdorp Ouetehuis,NORTH WEST,CHARITIES,360466
43526,Sanpark Alkohol En Dwelms Sentrum,NORTH WEST,CHARITIES,1743432
42312,SAVF Blye Toekoms Woonstelle,NORTH WEST,CHARITIES,319900
45550,SAVF Edith Smith Behuising,NORTH WEST,CHARITIES,796225
43103,SAVF Klerksdorp,NORTH WEST,CHARITIES,847500
52973,SAVF Kosmos Behuising,NORTH WEST,CHARITIES,138728
42729,SAVF Lichtenburg,NORTH WEST,CHARITIES,502876
49753,SAVF Lichtenburg,NORTH WEST,CHARITIES,135595
43525,SAVF Rustenburg,NORTH WEST,CHARITIES,160398
43093,Sehibidu Primary School,NORTH WEST,CHARITIES,550000
43084,Silwerjare Home For The Aged/Silwerjare Tehuis Vir Bejaardes,NORTH WEST,CHARITIES,334792
50453,St Catherina Hospice,NORTH WEST,CHARITIES,475602
43476,St Catherine Primary School,NORTH WEST,CHARITIES,370000
45206,Step By Step Pre-School,NORTH WEST,CHARITIES,537190
40843,The Enablement Centre For The Disabled,NORTH WEST,CHARITIES,232750
40781,Thuso Social Service Foundation,NORTH WEST,CHARITIES,319400
50121,Tlhomamang Family Care Centre,NORTH WEST,CHARITIES,117884
44172,Traditional HIV / Aids Home Based Care,NORTH WEST,CHARITIES,698188
44892,Tshepang Victim Support Centre,NORTH WEST,CHARITIES,859266
43883,Tshepong Fountain HIV/Aids Support Group,NORTH WEST,CHARITIES,280000
50992,Tshireletso Support Group,NORTH WEST,CHARITIES,156283
42076,Tshwaraganang Le UNICEF,NORTH WEST,CHARITIES,399200
49866,Tsibogang Christian Action Group,NORTH WEST,CHARITIES,610000
44793,Wolmarans Adra Hospice Centre,NORTH WEST,CHARITIES,1029406
50674,Wolmaransstad Home For The Aged,NORTH WEST,CHARITIES,297500
47445,Abontle Primary School,NORTH WEST,SPORT & RECREATION,500000
46227,Atamelang Primary School,NORTH WEST,SPORT & RECREATION,353500
46844,Athletics Central North West,NORTH WEST,SPORT & RECREATION,1143780
32662,Athletics North West North,NORTH WEST,SPORT & RECREATION,1836000
47515,Badumedi Middle School,NORTH WEST,SPORT & RECREATION,400000
47754,Bakolobeng High School,NORTH WEST,SPORT & RECREATION,180000
40075,Bakubung Primary School,NORTH WEST,SPORT & RECREATION,300000
40110,Batlhako Middle School,NORTH WEST,SPORT & RECREATION,350000
40173,Bethanie Primary School,NORTH WEST,SPORT & RECREATION,300000
48985,Daumas Middle School,NORTH WEST,SPORT & RECREATION,175054
40134,Dinkwe Primary School,NORTH WEST,SPORT & RECREATION,350000
40097,Dipetlelwane Primary School,NORTH WEST,SPORT & RECREATION,350000
39870,Gaopotlake High School,NORTH WEST,SPORT & RECREATION,262300
49407,Gobusamang Primary School,NORTH WEST,SPORT & RECREATION,180000
47971,Goitseone Primary School,NORTH WEST,SPORT & RECREATION,179807
49007,Hoer Tegniese Skool Rustenburg,NORTH WEST,SPORT & RECREATION,180000
39881,Hoerskool Brits,NORTH WEST,SPORT & RECREATION,300000
46240,Hoerskool Klerksdorp,NORTH WEST,SPORT & RECREATION,360712
48521,Hoerskool Stella,NORTH WEST,SPORT & RECREATION,199915
47491,Hoerskool Stilfontein,NORTH WEST,SPORT & RECREATION,176130
47519,Hoerskool Wesvalia,NORTH WEST,SPORT & RECREATION,95629
47399,Jethro Pelle High School,NORTH WEST,SPORT & RECREATION,180000
39944,Keagile Intermediate School,NORTH WEST,SPORT & RECREATION,300000
47980,Kelebogile Primary School,NORTH WEST,SPORT & RECREATION,181089
47948,Keolebogile Primary School,NORTH WEST,SPORT & RECREATION,181089
40113,Kgosithebe Combined School,NORTH WEST,SPORT & RECREATION,200000
47498,Khunotswane Primary School,NORTH WEST,SPORT & RECREATION,528000
47498,Khunotswane Primary School,NORTH WEST,SPORT & RECREATION,528000
46831,Klerksdorp Golf Club,NORTH WEST,SPORT & RECREATION,540000
40105,Kosh Cricket Club,NORTH WEST,SPORT & RECREATION,450000
46816,Kuruman Country Club,NORTH WEST,SPORT & RECREATION,478800
47750,Kwena Thakadu Primary School,NORTH WEST,SPORT & RECREATION,180000
47510,Laerskool Goudkop,NORTH WEST,SPORT & RECREATION,180000
24994,Leopards Rugby Union,NORTH WEST,SPORT & RECREATION,159657
32974,Leopards Rugby Union,NORTH WEST,SPORT & RECREATION,410000
47995,Lerothodi High School,NORTH WEST,SPORT & RECREATION,62000
46214,Lesele Secondary School,NORTH WEST,SPORT & RECREATION,386141
40139,Lethabong Primary School,NORTH WEST,SPORT & RECREATION,300000
24979,Lichtenburg Sporting Club,NORTH WEST,SPORT & RECREATION,600000
46366,Lokgabeng Primary School,NORTH WEST,SPORT & RECREATION,177085
47713,M.K. Moeti Primary School,NORTH WEST,SPORT & RECREATION,174420
37898,Machakela-Motau Middle School,NORTH WEST,SPORT & RECREATION,300000
39895,Mafikeng Local  Municipality,NORTH WEST,SPORT & RECREATION,693000
40074,Maiketso Primary School,NORTH WEST,SPORT & RECREATION,119300
39934,Meridian  College Schools - Pretoria,NORTH WEST,SPORT & RECREATION,86973
47502,Meriting Middle School,NORTH WEST,SPORT & RECREATION,520930
47502,Meriting Middle School,NORTH WEST,SPORT & RECREATION,520930
47788,Mhapha Primary School,NORTH WEST,SPORT & RECREATION,352155
47748,Micha Kgasi High School,NORTH WEST,SPORT & RECREATION,560000
40118,Mmamogwai Secondary School,NORTH WEST,SPORT & RECREATION,300000
37778,Modubyane Primary School,NORTH WEST,SPORT & RECREATION,270000
47736,Moiletsoane Primary School,NORTH WEST,SPORT & RECREATION,528000
48818,Moroe Middle School,NORTH WEST,SPORT & RECREATION,199015
47472,Motlhamare Primary School,NORTH WEST,SPORT & RECREATION,500000
48851,Myra Primary School,NORTH WEST,SPORT & RECREATION,198000
47521,New Vision Secondary School,NORTH WEST,SPORT & RECREATION,61695
47451,Nkagisang Intermediate School,NORTH WEST,SPORT & RECREATION,180000
37859,North West Academy Of Sport,NORTH WEST,SPORT & RECREATION,2250000
32663,North West Cricket Association,NORTH WEST,SPORT & RECREATION,934686
6314,North West Rugby Union,NORTH WEST,SPORT & RECREATION,981286
37882,North West Sports Association For Physically Disabled,NORTH WEST,SPORT & RECREATION,560300
49285,North West University,NORTH WEST,SPORT & RECREATION,1334111
49332,North West University,NORTH WEST,SPORT & RECREATION,15000000
47573,Osaletseng Primary School,NORTH WEST,SPORT & RECREATION,528000
47573,Osaletseng Primary School,NORTH WEST,SPORT & RECREATION,528000
46361,P.A Theron Primary School,NORTH WEST,SPORT & RECREATION,983072
46361,P.A Theron Primary School,NORTH WEST,SPORT & RECREATION,733322
47744,Phatsima High School,NORTH WEST,SPORT & RECREATION,180000
13811,Potchefstroom  City Council,NORTH WEST,SPORT & RECREATION,676400
24892,Potchefstroom Central Primary School,NORTH WEST,SPORT & RECREATION,350000
13817,Potchefstroom City  Council,NORTH WEST,SPORT & RECREATION,279000
37885,Potchefstroom Gimnasium,NORTH WEST,SPORT & RECREATION,300000
46741,Provincial Recreation Council,NORTH WEST,SPORT & RECREATION,67600
47627,Pudumong High School,NORTH WEST,SPORT & RECREATION,500000
46213,Reatile Middle School,NORTH WEST,SPORT & RECREATION,300669
46213,Reatile Middle School,NORTH WEST,SPORT & RECREATION,400000
47996,Rebone Middle School,NORTH WEST,SPORT & RECREATION,180000
40099,Rekopantswe High School,NORTH WEST,SPORT & RECREATION,350000
47296,Royal Bafokeng Enterprise Development,NORTH WEST,SPORT & RECREATION,2000000
46737,SAFA Bojanala Region,NORTH WEST,SPORT & RECREATION,750000
49228,SAFA Dr Kenneth Kaunda Region,NORTH WEST,SPORT & RECREATION,806900
46860,SAFA Siyanda,NORTH WEST,SPORT & RECREATION,786002
48662,Sannieshof High School,NORTH WEST,SPORT & RECREATION,174884
47294,Schweizer Reneke Tennis Club,NORTH WEST,SPORT & RECREATION,183792
47623,Seamoge Middle School,NORTH WEST,SPORT & RECREATION,348000
47623,Seamoge Middle School,NORTH WEST,SPORT & RECREATION,460000
46670,South African Sport Anglers And Casting Confederation,NORTH WEST,SPORT & RECREATION,1000000
46670,South African Sport Anglers And Casting Confederation,NORTH WEST,SPORT & RECREATION,868500
48645,St Paul's Middle School,NORTH WEST,SPORT & RECREATION,180000
48335,Thakung Middle School,NORTH WEST,SPORT & RECREATION,183000
37891,Thapama Secondary School,NORTH WEST,SPORT & RECREATION,300000
47626,Thari Primary School,NORTH WEST,SPORT & RECREATION,515000
46314,The High School For Girls Potchefstroom,NORTH WEST,SPORT & RECREATION,340860
46314,The High School For Girls Potchefstroom,NORTH WEST,SPORT & RECREATION,457710
37902,Tiisetso Primary School,NORTH WEST,SPORT & RECREATION,289000
47631,Tolamo Primary School,NORTH WEST,SPORT & RECREATION,348000
47330,Triest Training Centre,NORTH WEST,SPORT & RECREATION,57000
47466,Tshanake Primary School,NORTH WEST,SPORT & RECREATION,521200
46253,Tshepang Primary,NORTH WEST,SPORT & RECREATION,630000
49378,Vryburg Tennis Club,NORTH WEST,SPORT & RECREATION,200000
40036,Vuselela FET College,NORTH WEST,SPORT & RECREATION,1308000
40068,Yusuf Dadoo Memorial Primary School,NORTH WEST,SPORT & RECREATION,250000
40088,Zinniaville Secondary School,NORTH WEST,SPORT & RECREATION,300000
43161,Afrioceans Conservation Alliance,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2500000
29938,Art And Ubuntu Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",335050
29938,Art And Ubuntu Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",534624
29938,Art And Ubuntu Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",986258
29809,Arts And Culture Empowering Centre,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",73000
37906,Artscape,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",242600
43321,Artscape,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1700000
43114,Biblionef South Africa,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",605000
41959,Bishopscourt Village Residents' Association,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",149408
44031,Boland College,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2286177
41887,Bureau Of The Woordeboek Van Die Afrikaanse Taal,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",600000
44048,Cape Craft & Design Institute,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2000000
28306,Cape Philharmonic Orchestra,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",3008541
36204,Cape Town Central City,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",5146536
41261,Cape Town Opera Company,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",11414500
43167,Cape West Coast Biosphere Reserve,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1670000
43784,Christel House South Africa,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",516800
41905,College Of Magic,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",125832
42123,Community Media Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",854448
19204,Community Video Education Trust (CVET),WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",466000
42451,Dance For All,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",658690
44037,Die Breytenbach Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1172799
44046,Dyer Island Conservation Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",450000
41889,Edu Compass Community Development Services,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2549292
35471,FASfacts,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1724230
35346,Fine Music Radio,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1200000
30014,From The Hip: Khulumakahle,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",360000
30014,From The Hip: Khulumakahle,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1080000
37798,Gemeenskap Vroue Aksie,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",886544
54892,Gondwana Alive,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",279960
44045,Help2read,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",665610
42604,Hugo Lambrechts Musiektrust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",560000
34651,Human Rights Media Centre,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",238700
42523,Ikapa Dance Theatre Productions,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1680000
38146,Institute For The Blind: Industries,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",311778
46182,Jazzart Dance Theatre,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",5149416
46182,Jazzart Dance Theatre,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",4345047
27500,Jungle Theatre Company,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",168480
37905,Kaapse Klopse Karnival Association,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",200000
44022,Kaapse Klopse Karnival Association,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1484000
14531,Khwatu Ttu San Cultural and Education Centre,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",398560
35278,Klein Karoo Nasionale Kunstefees,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2502063
38298,Kommetjie Environmental Awareness Group,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",121143
29915,La Rosa Spanish Dance Theatre,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",371739
42998,La Rosa Spanish Dance Theatre,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1749944
29909,Labour Research Service,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",3454550
21907,Lwandle Migrant Labour Museum,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",523000
43849,Masithandane,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",394986
35035,Mopo Cultural Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",962560
37769,One City Events Company T/A Cape Town Festival,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1398071
30017,Out In Africa Gay And Lesbian Film Festival,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",324827
30017,Out In Africa Gay And Lesbian Film Festival,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",216553
43239,Overstrand Conservation Foundation,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1636000
43156,"Pionierskool Vir Gesiggestremdes, Worcester",WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",782471
13917,Public Eye,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",138800
43166,Restoration of Historical Schools,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2000000
35005,Rural Development Network,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",912940
34638,Ruth Prowse School Of Art,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",198510
35377,SANCCOB,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1200000
14552,Simon's Town Museum/ Phoenix Committee,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",45460
21370,Siyasanga Cape Town Theatre Company,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",875000
44004,Social Transformation & Empowerment Projects (Steps),WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2320000
43173,Soundhouse Music Technology Education,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",720000
35233,South African Circle of Dance Academy,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",209307
43848,South African Scout Association,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2720466
42995,Southern African Faith Communities Environment Institute,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",447458
41845,Tertiary School In Business Administration (TSIBA Education),WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1188135
42841,The Cape Leopard Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",364320
44533,The Cape Town Minstrel Carnival Association,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1503600
44533,The Cape Town Minstrel Carnival Association,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",996400
42131,The Chaeli Campaign,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1589500
44044,The Deaf Community Of Cape Town,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2705000
30012,The Educo Trust Of Africa,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",40054
44047,The Educo Trust Of Africa,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",839442
44035,The Enlighten Education Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",715528
43088,The Grail Centre Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",574461
37903,The Greatmore Studios Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",272231
42608,The Greatmore Studios Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",2011000
28521,The Harlequin Foundation,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",917210
28521,The Harlequin Foundation,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1920450
43409,The Hout Bay Music Project,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1113266
44556,The Human Rights Media Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1745760
43021,The Jikeleza Dance Project,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1738450
28308,The Magnet Theatre Educational Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",915653
44027,The Open Africa Institute,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1309300
16954,The University Of Stellenbosch,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",150000
41210,Totally Free,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",891608
42962,"Union International De La Marionette, South Africa",WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",657600
42968,"Union International De La Marionette, South Africa",WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1450152
11803,University Of Cape Town & Iziko,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1510930
43165,Village Care Centre,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
54943,Western Cape Choral Development Project,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",471760
22575,World Wide Fund For Nature,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",1319000
40969,Zama Dance School Trust,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",426163
42692,Zweletemba Arts And Culture Committee,WESTERN CAPE,"ARTS, CULTURE & NATIONAL HERITAGE",690600
33783,Activists Networking Against The Exploitation Of Children,WESTERN CAPE,CHARITIES,274351
52182,ACVV Bredasdorp,WESTERN CAPE,CHARITIES,64800
44959,ACVV Caledon,WESTERN CAPE,CHARITIES,742010
44572,ACVV Ceres,WESTERN CAPE,CHARITIES,789505
43377,ACVV Elandsbaai,WESTERN CAPE,CHARITIES,267500
45490,ACVV George,WESTERN CAPE,CHARITIES,1035960
53645,ACVV Hoofbestuur,WESTERN CAPE,CHARITIES,150000
44426,ACVV Huis Disa,WESTERN CAPE,CHARITIES,759209
41689,ACVV Lambertsbaai,WESTERN CAPE,CHARITIES,115078
43524,ACVV Mitchells Plain,WESTERN CAPE,CHARITIES,422434
45334,ACVV Montagu,WESTERN CAPE,CHARITIES,309360
49952,ACVV Moorreesburg,WESTERN CAPE,CHARITIES,431000
45442,ACVV Mosselbaai,WESTERN CAPE,CHARITIES,1046732
52358,ACVV Oudtshoorn,WESTERN CAPE,CHARITIES,181530
50313,ACVV Paarl,WESTERN CAPE,CHARITIES,133000
49915,ACVV Paarl Vallei,WESTERN CAPE,CHARITIES,867000
49864,ACVV Prins Albert,WESTERN CAPE,CHARITIES,492072
42432,ACVV Riebeek Kasteel,WESTERN CAPE,CHARITIES,854850
52861,ACVV Tak Kaapstad,WESTERN CAPE,CHARITIES,204000
52920,ACVV Touwsrivier,WESTERN CAPE,CHARITIES,503369
43960,Africa Unite,WESTERN CAPE,CHARITIES,245475
45625,Age In Action,WESTERN CAPE,CHARITIES,6933372
44862,Animal Rescue Organisation,WESTERN CAPE,CHARITIES,812600
52044,Arisen Women Foundation,WESTERN CAPE,CHARITIES,200000
43800,Athlone Family In Focus Programme,WESTERN CAPE,CHARITIES,453500
50119,Bambanani For Social Development,WESTERN CAPE,CHARITIES,355000
52056,Be Part Yoluntu Centre,WESTERN CAPE,CHARITIES,75290
43665,Beaufort West Association For The Physically Disabled,WESTERN CAPE,CHARITIES,355120
40646,Beth Rapha Ministry,WESTERN CAPE,CHARITIES,270000
41725,Beth Uriel,WESTERN CAPE,CHARITIES,151204
44370,Bethesda Hout Bay,WESTERN CAPE,CHARITIES,177941
52161,Bram Care Centre,WESTERN CAPE,CHARITIES,242900
49899,Breede Valley Association  For Persons With Disabilities,WESTERN CAPE,CHARITIES,598000
44678,Camphill Farm Community,WESTERN CAPE,CHARITIES,705999
50828,Camphill School,WESTERN CAPE,CHARITIES,200000
42724,Camphill Village,WESTERN CAPE,CHARITIES,1633547
53044,Cape Flats Development Association,WESTERN CAPE,CHARITIES,596440
44766,Cape Of Good Hope SPCA,WESTERN CAPE,CHARITIES,489526
40977,Cape Peninsula Organisation For The Aged,WESTERN CAPE,CHARITIES,3100000
45357,Cape Town Association For The Physically Disabled,WESTERN CAPE,CHARITIES,48610
43667,Cape Town City Mission,WESTERN CAPE,CHARITIES,1242159
43393,Cape Town Multi Service Centre,WESTERN CAPE,CHARITIES,1049634
41919,Cape Youth Care,WESTERN CAPE,CHARITIES,264125
43648,Centre For Creative Education - Iziko Labantu Beafrika,WESTERN CAPE,CHARITIES,218000
40694,Chilanga Riding School For The Disabled,WESTERN CAPE,CHARITIES,247500
43573,Child Welfare Sa: Grabouw,WESTERN CAPE,CHARITIES,1069029
45495,Child Welfare Sa: Heidelberg,WESTERN CAPE,CHARITIES,214308
44971,Child Welfare South Africa - Kranshoek,WESTERN CAPE,CHARITIES,317606
52258,"Child Welfare South Africa, Paarl",WESTERN CAPE,CHARITIES,218880
41025,Child Welfare South Africa: Caledon/ Genadendal,WESTERN CAPE,CHARITIES,139248
42065,Child Welfare South Africa: Hermanus,WESTERN CAPE,CHARITIES,581380
42327,Child Welfare South Africa: Mossel Bay,WESTERN CAPE,CHARITIES,770422
44964,Citizens' Advice Bureau,WESTERN CAPE,CHARITIES,562480
49792,Citizens' Advice Bureau,WESTERN CAPE,CHARITIES,271500
43124,Claremont Methodist Church Social Impact Ministry Sikhula Sonke,WESTERN CAPE,CHARITIES,106013
50429,Community Based Child And Youth Protection Program,WESTERN CAPE,CHARITIES,239744
53545,Community Bible Academy,WESTERN CAPE,CHARITIES,77446
52718,Cornerstone Sonstraaltjie Kleuterskool,WESTERN CAPE,CHARITIES,48550
43179,Coronation Memorial Versorgingsoord Vir Bejaades,WESTERN CAPE,CHARITIES,339148
50300,Cs Medical And Relief Services,WESTERN CAPE,CHARITIES,650928
49426,De Grendel - ACVV - Dienstak,WESTERN CAPE,CHARITIES,213696
