Project Number,Sector,Province,Name,Amount
74352,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTHERN CAPE,Namjive,1301733.2
23499,CHARITIES,NORTHERN CAPE,ACVV Olifantshoek,200000.0
71032,CHARITIES,NORTHERN CAPE,Kheis Youth and Community Development,381400.0
65849,CHARITIES,NORTHERN CAPE,Custoda Trust,442000.0
69562,CHARITIES,NORTHERN CAPE,Noord Kaap Vigs Forum,300900.0
70869,CHARITIES,NORTHERN CAPE,Beheerraad Huis Sophia,26930.0
67652,CHARITIES,NORTHERN CAPE,Mpelega Pre-Primary School,157215.0
67572,CHARITIES,NORTHERN CAPE,Community Care for the Aged,66000.0
66655,CHARITIES,NORTHERN CAPE,Heseqwa Caring Network,172750.0
72404,CHARITIES,NORTHERN CAPE,SPCA Kimberley,547000.0
70859,CHARITIES,NORTHERN CAPE,Boichoko Early Learning Centre,332750.0
69641,CHARITIES,NORTHERN CAPE,Longlands Home Community Base Care,81162.0
52954,CHARITIES,NORTHERN CAPE,ACVV Victoria West,221049.0
70891,CHARITIES,NORTHERN CAPE,ACVV Kimberley,429825.0
70263,CHARITIES,NORTHERN CAPE,Childline Northern Cape,466610.0
72285,CHARITIES,NORTHERN CAPE,FAMSA Kimberley,758246.0
71378,CHARITIES,NORTHERN CAPE,Association for Persons with Disabilities: Benede Oranje,263280.0
67691,CHARITIES,NORTHERN CAPE,N G Welsyn Kimberley,1776624.0
70894,CHARITIES,NORTHERN CAPE,Bomme Ke Nako,294408.0
67114,CHARITIES,NORTHERN CAPE,Huis Andalusia,138000.0
68017,CHARITIES,NORTHERN CAPE,Thabisho,1517541.0
52163,CHARITIES,NORTHERN CAPE,Die Afrikaanse Christelike Vrouevereniging van Daniel Skuil,166737.0
71172,CHARITIES,NORTHERN CAPE,ACVV Douglas,60000.0
66675,CHARITIES,NORTHERN CAPE,Ulonwabo Drop-In Centre,200000.0
71377,CHARITIES,NORTHERN CAPE,Haasbekkie Kleuterskool,680000.0
58330,CHARITIES,NORTHERN CAPE,Veilige Voetjies Kleuterskool,144000.0
51612,CHARITIES,NORTHERN CAPE,Sonskyn Bejaarde Klub & Dienssentrum,150075.0
52437,CHARITIES,NORTHERN CAPE,Pabalelo Primary School,150000.0
53891,CHARITIES,NORTHERN CAPE,ACVV Kenhardt,112552.0
55266,CHARITIES,NORTHERN CAPE,Galashewe Association for Care of the Aged,179320.0
65666,CHARITIES,NORTHERN CAPE,Kathu Early Chilhood Development Centre,131402.0
66655,CHARITIES,NORTHERN CAPE,Heseqwa Caring Network,172750.0
67607,CHARITIES,NORTHERN CAPE,Remmogo Home Based Care for Older Persons,424651.0
67652,CHARITIES,NORTHERN CAPE,Mpelega Pre-Primary School,157214.0
69080,CHARITIES,NORTHERN CAPE,Tamar Shelter Society,1566478.0
69367,CHARITIES,NORTHERN CAPE,ACVV Clanwilliam,563900.0
69580,CHARITIES,NORTHERN CAPE,Jakkerland Speelkring,225455.0
69639,CHARITIES,NORTHERN CAPE,ACVV Upington,444917.0
69641,CHARITIES,NORTHERN CAPE,Longlands Home Community Base Care,81162.0
69704,CHARITIES,NORTHERN CAPE,Rainbow Day Care Centre,126130.0
69927,CHARITIES,NORTHERN CAPE,ACVV Richmond,200000.0
69979,CHARITIES,NORTHERN CAPE,Renosterberg Gemeenskaps Projek,169900.0
70129,CHARITIES,NORTHERN CAPE,Association for Persons with Disabilities: Northern Cape,943810.0
70263,CHARITIES,NORTHERN CAPE,Childline Northern Cape,466610.0
70767,CHARITIES,NORTHERN CAPE,Agang Aids Service Organisation,220000.0
70823,CHARITIES,NORTHERN CAPE,Tirisano Disability Centre,113460.0
71025,CHARITIES,NORTHERN CAPE,Thabang Information Centre,242150.0
71124,CHARITIES,NORTHERN CAPE,SPCA-Upington,400000.0
71374,CHARITIES,NORTHERN CAPE,Sonskyn Bejaarde Klub & Dienssentrum,380000.0
72503,CHARITIES,NORTHERN CAPE,NG Welsyn Noord-Kaap,829146.0
13591,SPORTS,NORTHERN CAPE,Hantam Primary School,380000.0
25218,SPORTS,NORTHERN CAPE,Engelbrecht N.G.K Primary School,50000.0
63822,SPORTS,NORTHERN CAPE,Agang Youth Centre,33873.0
65461,SPORTS,NORTHERN CAPE,Namaqualand Cricket Union,500000.0
64283,SPORTS,NORTHERN CAPE,Kimberley Golf Club,200000.0
63298,SPORTS,NORTHERN CAPE,Buffelsrivier Primere Skool,100000.0
64259,SPORTS,NORTHERN CAPE,Mecwetsaneng Primary School,100000.0
63041,SPORTS,NORTHERN CAPE,JJ Lambert Primere Skool,100000.0
46452,SPORTS,NORTHERN CAPE,Northern Cape Rural FET College,519284.0
63554,SPORTS,NORTHERN CAPE,Motswedi-Thuto Primary School,100000.0
64231,SPORTS,NORTHERN CAPE,Diamantveld High School,100000.0
64152,SPORTS,NORTHERN CAPE,Laerskool Hartswater,103002.37
64793,SPORTS,NORTHERN CAPE,Gasebonwe Jantjie Middle School,100000.0
63300,SPORTS,NORTHERN CAPE,Matjieskloof R.K Primary School,100000.0
64252,SPORTS,NORTHERN CAPE,Gakgatsana Primary School,102267.94
64809,SPORTS,NORTHERN CAPE,Martin Oosthuizen High School,99260.0
25468,SPORTS,NORTHERN CAPE,Topline Primary School,350000.0
64078,SPORTS,NORTHERN CAPE,Logobate Community School,100000.0
64194,SPORTS,NORTHERN CAPE,Tselancho Intermidiate School,100000.0
64132,SPORTS,NORTHERN CAPE,Bogare Primary School,100000.0
64033,SPORTS,NORTHERN CAPE,Bosele Intermediate School,80900.0
64242,SPORTS,NORTHERN CAPE,Ncwelengwe Primary School,100000.0
62972,SPORTS,NORTHERN CAPE,Dr Izak van Niekerk Primary School,102821.15
39151,SPORTS,NORTHERN CAPE,De Aar High School,300000.0
64188,SPORTS,NORTHERN CAPE,Gaotingwe Middle School,100000.0
39173,SPORTS,NORTHERN CAPE,Zingisa No1. Primary School,410400.0
64291,SPORTS,NORTHERN CAPE,Andalusia Primary School,100000.0
64765,SPORTS,NORTHERN CAPE,Badihile Primary School,100020.0
64716,SPORTS,NORTHERN CAPE,Lareng Primary School,100020.0
47464,SPORTS,NORTHERN CAPE,Stellaland Primary School,195000.0
64150,SPORTS,NORTHERN CAPE,Voorspoed Skoolfonds,100000.0
63007,SPORTS,NORTHERN CAPE,Kamieskroon Primary School,122234.25
64245,SPORTS,NORTHERN CAPE,Tsaelengwe Intermediate School,100000.0
64177,SPORTS,NORTHERN CAPE,Simololang Primary School,100000.0
63747,SPORTS,NORTHERN CAPE,Sutherland Hoerskool,22334.0
62981,SPORTS,NORTHERN CAPE,St Cyprians Primary School,85595.5
61882,SPORTS,NORTHERN CAPE,Kiedebees Primary School,99216.2
64361,SPORTS,NORTHERN CAPE,Kakamas High School,83994.0
39166,SPORTS,NORTHERN CAPE,Hoerskool Delportshoop,200000.0
46473,SPORTS,NORTHERN CAPE,Northern Cape Technical College,391040.0
47552,SPORTS,NORTHERN CAPE,Voorspoed Skoolfonds,180000.0
48767,SPORTS,NORTHERN CAPE,Batswaletse Primary School,180000.0
48776,SPORTS,NORTHERN CAPE,Tetlanyo High School,180000.0
49084,SPORTS,NORTHERN CAPE,Dikgatlhong High School,99999.7
61554,SPORTS,NORTHERN CAPE,Morelig Intermediate School,97431.0
61746,SPORTS,NORTHERN CAPE,Setumo Sephethe Primary School,99999.5
62966,SPORTS,NORTHERN CAPE,Nourivier Methodiste Laerskool,100000.0
63039,SPORTS,NORTHERN CAPE,Heroes Football Club,326153.0
63248,SPORTS,NORTHERN CAPE,Hoerskool Carlton-Van Heerden,100000.0
63460,SPORTS,NORTHERN CAPE,Griqua Diamonds,1000000.0
64036,SPORTS,NORTHERN CAPE,Ditshipeng Intermediate School,100000.0
64048,SPORTS,NORTHERN CAPE,Tshimologo Secondary School,100000.0
64059,SPORTS,NORTHERN CAPE,Olebogeng Secondary School,88890.0
64084,SPORTS,NORTHERN CAPE,Itlotleng Commercial High School,74700.0
64096,SPORTS,NORTHERN CAPE,Gamagara High School,100000.0
64199,SPORTS,NORTHERN CAPE,Pulelo Primary School,100000.0
64206,SPORTS,NORTHERN CAPE,Monoketsi Middle School,100000.0
64234,SPORTS,NORTHERN CAPE,Newton Primary School,100000.0
64285,SPORTS,NORTHERN CAPE,Park Tennis Club,200000.0
64341,SPORTS,NORTHERN CAPE,Hoerskool Hartswater,100000.0
64728,SPORTS,NORTHERN CAPE,Moraladi Primary School,100000.0
64781,SPORTS,NORTHERN CAPE,Koning Primary School,100000.0
65390,SPORTS,NORTHERN CAPE,Paulshoek Methodist Laerskool,144804.04
75309,SPORTS,NORTHERN CAPE,Specialist Agents for Youth,7735000.0
37977,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Greater Rustenburg Community Foundation,1581040.0
73948,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Multi Vision Youth Development Project,2684692.12
74044,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Mmabana Cultural Foundation,1.1907239E7
73249,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Obakeng Disability Organisation,1471460.45
72904,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Sello's Computer Institute,762591.2
54954,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Future Visions,278239.0
74080,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Leseding Community Development Project,1120743.0
54888,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Lemogang Setshaba Home Based Care,667856.07
73669,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Kopano Theatre Club,1333265.4
73680,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Multi Vision Youth Development Project,569988.0
73684,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,St theresa Day Care Centre,989604.66
74222,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Rural Educational  Development Corporation,622681.8
74433,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Maubane Community Cultural Village  & Community Arts Centre,524700.0
74457,"ARTS, CULTURE AND NATIONAL HERITAGE",NORTH WEST,Maubane Community Cultural Village  & Community Arts Centre,330000.0
70950,CHARITIES,NORTH WEST,Wolmaranstad Adra Hospice,460200.0
65355,CHARITIES,NORTH WEST,Mothutlong Network Against Domestic Violence,526705.0
68579,CHARITIES,NORTH WEST,Reagoboka Drop In Centre,121156.0
65810,CHARITIES,NORTH WEST,Diphetogo Early Learning Centre,160449.0
71244,CHARITIES,NORTH WEST,Solofelang Creche,109221.0
66196,CHARITIES,NORTH WEST,Bokamosong Pre-School,89000.0
71455,CHARITIES,NORTH WEST,Tapologo HIV and AIDS Programme,177250.0
71050,CHARITIES,NORTH WEST,Rorisang Men & Youth Development Services,319985.0
71411,CHARITIES,NORTH WEST,Potchefstroom Child & Family Welfare Society,419497.0
71194,CHARITIES,NORTH WEST,Lifeline Klerksdorp and District,335500.0
68597,CHARITIES,NORTH WEST,Bakeng Operation Blanket,468000.0
66813,CHARITIES,NORTH WEST,SAVF Huis Anna Viljoen,81110.0
67801,CHARITIES,NORTH WEST,Brits Rusoord,144505.0
70683,CHARITIES,NORTH WEST,Orebabaletse Home Based Care,183000.0
67411,CHARITIES,NORTH WEST,NG Welfare Koster,70650.0
68817,CHARITIES,NORTH WEST,Leutlwetse E.C.D Centre,419150.0
67822,CHARITIES,NORTH WEST,NG Welsyn Noordwes,270000.0
68427,CHARITIES,NORTH WEST,Rutanang Aids Projects,273500.0
68469,CHARITIES,NORTH WEST,Childline North West,705520.0
67941,CHARITIES,NORTH WEST,Semakaleng Day Care Centre,95100.0
45481,CHARITIES,NORTH WEST,Mphele Ngwana Day Care,151100.0
68533,CHARITIES,NORTH WEST,SAVF Rustenburg,218324.0
63856,CHARITIES,NORTH WEST,Louis Swanepoel Home,250000.0
65457,CHARITIES,NORTH WEST,Kelebogole Day Care Centre,131847.0
68421,CHARITIES,NORTH WEST,SAVF Hartbeespoort Okkupasie Woonstelle,26250.0
70109,CHARITIES,NORTH WEST,Mpepi Creche,62001.0
66198,CHARITIES,NORTH WEST,Kutullo Disability Care Centre,350000.0
64942,CHARITIES,NORTH WEST,Mmadira D.C.C,524146.0
50453,CHARITIES,NORTH WEST,St. Catherina Hospice,475602.0
63132,CHARITIES,NORTH WEST,Lesedi Modderkuil Edu-Care,115400.0
68909,CHARITIES,NORTH WEST,Tswelelo Day Care Centre,95228.0
43066,CHARITIES,NORTH WEST,NG Welfare Koster,100797.0
69668,CHARITIES,NORTH WEST,Tlhaping Early Learning Centre,277107.0
71398,CHARITIES,NORTH WEST,North West Mental Health,1389815.0
66995,CHARITIES,NORTH WEST,Obakeng Disability Organisation,417000.0
66683,CHARITIES,NORTH WEST,Vessels of Mercy,75664.0
57228,CHARITIES,NORTH WEST,Glenwoods Primary,200000.0
43065,CHARITIES,NORTH WEST,Klerksdorp Home for the Aged,287211.0
66819,CHARITIES,NORTH WEST,Progress Association of South Africa,146900.0
70222,CHARITIES,NORTH WEST,Mmoledi Care Centre,198449.0
68409,CHARITIES,NORTH WEST,Bessie Mpelegele Ngwana Care Centre,329660.0
66424,CHARITIES,NORTH WEST,SAVF Rethabile Klerksdorp Childrens Home,691000.0
70999,CHARITIES,NORTH WEST,SPCA Stilfontein,290381.0
69013,CHARITIES,NORTH WEST,Leseding Care Givers,403300.0
67105,CHARITIES,NORTH WEST,SAVF Zeerust,51340.0
69154,CHARITIES,NORTH WEST,Ntshalleng Le Bana Care Centre,40750.0
67868,CHARITIES,NORTH WEST,Place of Hope Home Based Care Project,370800.0
66794,CHARITIES,NORTH WEST,Lifeline North West Rustenburg Centre,927400.0
68018,CHARITIES,NORTH WEST,SAVF Rodeonhof Tehuis Vir Bejaardes,278000.0
68449,CHARITIES,NORTH WEST,Rekgonne Bapo Special School,316623.0
69316,CHARITIES,NORTH WEST,Kopano AIDS Support Group,231100.0
69280,CHARITIES,NORTH WEST,Retshwenyegile Home Based Care,121000.0
68955,CHARITIES,NORTH WEST,Tshepang Day Care Centre,147719.0
72495,CHARITIES,NORTH WEST,Kitso-Ke-Lesedi Social Development Programme,210350.0
64941,CHARITIES,NORTH WEST,Prosperity Nursery & Pre-school,580996.0
71031,CHARITIES,NORTH WEST,Families South Africa Mafikeng,406420.0
69003,CHARITIES,NORTH WEST,Tsogo/Resurrection Projects,122000.0
44084,CHARITIES,NORTH WEST,Tshwaraganang Day Care Cnt,151500.0
44969,CHARITIES,NORTH WEST,SPCA Rustenburg,837881.0
50452,CHARITIES,NORTH WEST,Kathu Early Childhood Development Centre,81750.0
50891,CHARITIES,NORTH WEST,Mogodu Children's Home,166432.0
53969,CHARITIES,NORTH WEST,Mmakau ABET Centre,229450.0
54063,CHARITIES,NORTH WEST,Dipodi Primary School,175000.0
55595,CHARITIES,NORTH WEST,Mmatope Primary School,400000.0
57228,CHARITIES,NORTH WEST,Glenwoods Primary,200000.0
59311,CHARITIES,NORTH WEST,Bagodiseng Early Childhood Development,157545.0
59758,CHARITIES,NORTH WEST,Reatlegile Home Based Care,450450.0
64316,CHARITIES,NORTH WEST,Thusanang Old Age Club,722000.0
64506,CHARITIES,NORTH WEST,Maranatha Community Creche,379100.0
64905,CHARITIES,NORTH WEST,Sunshine Self-Help Association for PWD,413734.0
65676,CHARITIES,NORTH WEST,Sunrise Creche,398372.0
65926,CHARITIES,NORTH WEST,Ipelegeng Day Care Centre,65598.0
66087,CHARITIES,NORTH WEST,St theresa Day Care Centre,243124.0
66091,CHARITIES,NORTH WEST,Little Angels Day Care Centre,169597.0
66198,CHARITIES,NORTH WEST,Kutullo Disability Care Centre,126500.0
66960,CHARITIES,NORTH WEST,Kutlwano Ke Matla Home Based Care,337979.0
67924,CHARITIES,NORTH WEST,Sizabantu Support Group,65250.0
68230,CHARITIES,NORTH WEST,Goodhope Educare Recretional Centre,179564.0
68269,CHARITIES,NORTH WEST,Madikwe Rural Development Programme,464800.0
68276,CHARITIES,NORTH WEST,Khensani Combined Pre School,318114.0
68409,CHARITIES,NORTH WEST,Bessie Mpelegele Ngwana Care Centre,329660.0
68579,CHARITIES,NORTH WEST,Reagoboka Drop In Centre,121155.0
68609,CHARITIES,NORTH WEST,NCSA Children’s Care Centre,246100.0
68815,CHARITIES,NORTH WEST,Tiisetso Day Care Centre,167300.0
68970,CHARITIES,NORTH WEST,Mpepu-Nnaka ELC,224641.0
69354,CHARITIES,NORTH WEST,SAVF Coligny,136800.0
69414,CHARITIES,NORTH WEST,Ikageng Home Based Care,207350.0
70133,CHARITIES,NORTH WEST,Pholo Modi Wa Sechaba,712150.0
70396,CHARITIES,NORTH WEST,Thusanang Diable Centre,300900.0
70665,CHARITIES,NORTH WEST,The Caring Group,245000.0
70859,CHARITIES,NORTH WEST,Boichoko Early Learning Centre,332750.0
70862,CHARITIES,NORTH WEST,Heidi Pre-School Learning Centre,402491.0
71031,CHARITIES,NORTH WEST,Families South Africa Mafikeng,406420.0
71050,CHARITIES,NORTH WEST,Rorisang Men & Youth Development Services,319985.0
72489,CHARITIES,NORTH WEST,Batlamedi Health and Welfare Organisation,87250.0
60243,MISCELLANEOUS PURPOSES,NORTH WEST,Sello's Computer Institute,527179.0
75395,MISCELLANEOUS PURPOSES,NORTH WEST,Lifeline Mafikeng,1140480.0
75410,MISCELLANEOUS PURPOSES,NORTH WEST,North West Provincial Recreation Council,4130928.0
75435,MISCELLANEOUS PURPOSES,NORTH WEST,Laerskool Rustenburg,308760.0
75486,MISCELLANEOUS PURPOSES,NORTH WEST,Peeletso Sechabeng Development,3000000.0
77034,MISCELLANEOUS PURPOSES,NORTH WEST,Laerskool  Wildehondepan,587198.0
18604,SPORTS,NORTH WEST,Molapisi Primary School,250000.0
47472,SPORTS,NORTH WEST,Motlhamare Primary School,405700.0
61745,SPORTS,NORTH WEST,Mathibestad Primary School,75630.36
60514,SPORTS,NORTH WEST,Dirang Lower Primary School,98605.0
61568,SPORTS,NORTH WEST,Bosugakobo Primary School,100000.0
47317,SPORTS,NORTH WEST,Maboloka HIV/AIDS Awareness Organisation,50032.8
60805,SPORTS,NORTH WEST,Itumeleng Primary School,100000.0
64241,SPORTS,NORTH WEST,Keagile HP School,99734.0
47515,SPORTS,NORTH WEST,Badumedi Middle School,396000.0
60466,SPORTS,NORTH WEST,Hata-Butle Primary School,100000.0
61977,SPORTS,NORTH WEST,Ramoshie Primary School,100000.0
64226,SPORTS,NORTH WEST,Pudulogo Primary Public School,99733.0
63608,SPORTS,NORTH WEST,Lillian Lehetla Special School,100000.0
64762,SPORTS,NORTH WEST,Reaithuta Primary School,99995.54
40091,SPORTS,NORTH WEST,Letsapa Primary School,350000.0
61924,SPORTS,NORTH WEST,Thebeyatihajua Middle School,100000.0
61562,SPORTS,NORTH WEST,Meiringspark Primary,100000.0
47225,SPORTS,NORTH WEST,Koordinerende Skole Komitee,50000.0
60658,SPORTS,NORTH WEST,Refentse Prime School,97860.1
64703,SPORTS,NORTH WEST,Kgolane Primary School,100000.0
47978,SPORTS,NORTH WEST,Manno Primary School,100000.0
64031,SPORTS,NORTH WEST,Mokgosi Primary School,100000.0
64294,SPORTS,NORTH WEST,Thuto Neo Primary School,100000.0
40109,SPORTS,NORTH WEST,Nonceba Primary School,350000.0
60664,SPORTS,NORTH WEST,Tshenolo Primary School,99999.5
61723,SPORTS,NORTH WEST,E S LE Grange Skool,100000.0
64555,SPORTS,NORTH WEST,High School for Girls Potchefstroom,100000.0
64656,SPORTS,NORTH WEST,Mogoditshane Primary School,100000.0
40052,SPORTS,NORTH WEST,Mooirivier Lower School,426187.0
64689,SPORTS,NORTH WEST,Setilo Intermediate School,99172.0
64076,SPORTS,NORTH WEST,Dikhudu Primary School,100000.0
64085,SPORTS,NORTH WEST,Janjo High School,100000.0
40050,SPORTS,NORTH WEST,Hoerskool Schweizer Reneke,200000.0
64034,SPORTS,NORTH WEST,Lefoko Primary School,100000.0
60910,SPORTS,NORTH WEST,Laerskool Rustenburg,105941.99
46337,SPORTS,NORTH WEST,Ganoke Primary School,134390.0
40217,SPORTS,NORTH WEST,Lerothodi High School,400000.0
48342,SPORTS,NORTH WEST,Moremogolo Primary School,100000.0
63484,SPORTS,NORTH WEST,Sekate Mahura Secondary School,100000.0
65096,SPORTS,NORTH WEST,Motlhamare Primary School,100000.0
60518,SPORTS,NORTH WEST,Klipgat Secondary School,98605.0
64344,SPORTS,NORTH WEST,Mogopela Primary School,99490.0
64079,SPORTS,NORTH WEST,Manoane Primary School,100000.0
64725,SPORTS,NORTH WEST,Maatla Secondary School,100000.0
60803,SPORTS,NORTH WEST,Relebogile Primary School,100000.0
64039,SPORTS,NORTH WEST,Laerskool Mareetsane,100000.0
63160,SPORTS,NORTH WEST,Stella High School,76950.0
63474,SPORTS,NORTH WEST,Dryharts Primary School,100000.0
63175,SPORTS,NORTH WEST,Raditshidi Primary School,100000.0
62584,SPORTS,NORTH WEST,Tiang Public School,100000.0
64157,SPORTS,NORTH WEST,Thuto-Tsebo Secondary School,97114.0
62340,SPORTS,NORTH WEST,Reahola Primary School,60000.0
64091,SPORTS,NORTH WEST,Gareosenye Primary School,100000.0
61570,SPORTS,NORTH WEST,Laerskool President,100000.0
63709,SPORTS,NORTH WEST,Thibogang Lower Primary School,100000.0
64697,SPORTS,NORTH WEST,Motlhajoe Primary School Council,100000.0
64239,SPORTS,NORTH WEST,Keotshepile Primary School,100000.0
64098,SPORTS,NORTH WEST,Tiger Kloof Educational Institution,103680.0
64724,SPORTS,NORTH WEST,Letsatsing High School,100000.0
60568,SPORTS,NORTH WEST,Lesetlheng Primary School,128400.0
64721,SPORTS,NORTH WEST,Rekopane Primary School,100000.0
64428,SPORTS,NORTH WEST,Athletics Central North West,1000000.0
64731,SPORTS,NORTH WEST,Senkgwe Primary School,100000.0
64264,SPORTS,NORTH WEST,Moshana Community School,59700.0
39945,SPORTS,NORTH WEST,Louwna Primary School,447000.0
60835,SPORTS,NORTH WEST,Areaganeng Primary School,99999.5
63515,SPORTS,NORTH WEST,Moatlhodi Lower Primary School,100000.0
62463,SPORTS,NORTH WEST,Hoerskool Stilfontein,100000.0
47701,SPORTS,NORTH WEST,Naledi Primary School,180000.0
60611,SPORTS,NORTH WEST,Mphuphuthe Primary School,100000.0
61382,SPORTS,NORTH WEST,Dimapo Primary School,98158.0
64086,SPORTS,NORTH WEST,Marubising Secondary School,100000.0
64094,SPORTS,NORTH WEST,Phatlhoso Secondary School,100000.0
48458,SPORTS,NORTH WEST,Maretlwana Primary School,103806.79
64000,SPORTS,NORTH WEST,Modubyane Primary School,100000.0
65415,SPORTS,NORTH WEST,North West Academy of Sport,4263044.0
46284,SPORTS,NORTH WEST,ST. Conrad's College Brothers of Charity,108000.0
46333,SPORTS,NORTH WEST,Ebetsamang Primary School,179570.0
46725,SPORTS,NORTH WEST,North West Cricket Association,400000.0
46870,SPORTS,NORTH WEST,Asjassies Pre-Primereskool,50000.0
47804,SPORTS,NORTH WEST,Kopella Primary School,100000.0
47958,SPORTS,NORTH WEST,Batsogile Middle School,180000.0
47975,SPORTS,NORTH WEST,Madibogopan Primary School,181300.0
48481,SPORTS,NORTH WEST,Aron Letsapa Primary School,100000.0
49026,SPORTS,NORTH WEST,Mateane Primary School,100000.0
49077,SPORTS,NORTH WEST,Spa Park Primary School,100000.0
49318,SPORTS,NORTH WEST,High School Vryburg,101810.0
60662,SPORTS,NORTH WEST,Tlapa-La-Thuto Primary School,100000.0
60827,SPORTS,NORTH WEST,Phakisang Primary School,100000.0
60945,SPORTS,NORTH WEST,Meriting Middle School,99999.5
60947,SPORTS,NORTH WEST,BK Guma Primary School,100000.0
60998,SPORTS,NORTH WEST,Koster Intermedia School,100000.0
61008,SPORTS,NORTH WEST,Koster Skool,100000.0
61009,SPORTS,NORTH WEST,Osaletseng Primary School,99999.0
61013,SPORTS,NORTH WEST,Seamoge Middle School,100000.0
61565,SPORTS,NORTH WEST,Rekopantswe Secondary School,100000.0
61615,SPORTS,NORTH WEST,Triest Training Centre,50000.0
62145,SPORTS,NORTH WEST,Klerksdorp Technical High School,96613.0
62262,SPORTS,NORTH WEST,Athletics North West,1000000.0
62869,SPORTS,NORTH WEST,Boresetse Primary School,100000.0
63073,SPORTS,NORTH WEST,Kenhardt Primary School,100000.0
63531,SPORTS,NORTH WEST,Zakheleni Intermediate School,100000.0
63678,SPORTS,NORTH WEST,Nkhabang Primary School,100000.0
64210,SPORTS,NORTH WEST,Carlisonia Primary School,100000.0
64212,SPORTS,NORTH WEST,Pelokgale Primary School,100000.0
64261,SPORTS,NORTH WEST,Motsaalore Secondary School,99998.01
64321,SPORTS,NORTH WEST,North West Gymnastics,1000000.0
64647,SPORTS,NORTH WEST,Gontse Monnapula Primary School,99998.56
64649,SPORTS,NORTH WEST,Kgamanyane High School,103060.0
64676,SPORTS,NORTH WEST,Reikanne High School,99333.82
64683,SPORTS,NORTH WEST,Matetenene High School,101896.0
64723,SPORTS,NORTH WEST,Dipodi Primary School,100020.0
64730,SPORTS,NORTH WEST,Seichokelo Primary School,100020.0
64732,SPORTS,NORTH WEST,Kelebogile Primary School,100000.0
64734,SPORTS,NORTH WEST,Ratlou Local Municipality,500000.0
65472,SPORTS,NORTH WEST,SAFA Central,1466380.0
76490,SPORTS,NORTH WEST,Mashwela Primary School,300000.0
76492,SPORTS,NORTH WEST,Mesega Primary School,300000.0
73656,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Cape Town Minstrel Carnival Association,7500000.0
55966,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Street Stories Films,180000.0
73018,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Rainbow Arts Organisation,5000000.0
56186,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,South African Education and Environment,254072.0
56190,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Charity of Choice,552000.0
56117,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Elgin Learning Foundation,900000.0
73029,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Castle Military Museum Foundation,800000.0
73535,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Cape Town Minstrel Carnival Association,1.0928303E7
75060,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Assitej South Africa,1097640.0
15631,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Ceres Togryers Museum,800000.0
42155,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Environmental Monitoring Group,1000000.0
42604,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Hugo Lambrechts Music Trust,140000.0
43161,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Afrioceans Conservative Alliance,1595500.0
35421,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Peace Parks Foundation,1349659.0
36204,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Cape Town Central City Partnership,3039385.0
42045,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,"Dariovision, Hermanus Astronomy Centre",900896.0
42468,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,South African Book Development Council,1000000.0
55203,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Greatmore Studios,569930.32
55259,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Goedgedacht Trust,263990.0
55813,"ARTS, CULTURE AND NATIONAL HERITAGE",WESTERN CAPE,Help2Read,741980.0
