Name,Sector,Amount
Pholoho Special School,Charities,2111235
Pholoho Special School,Charities,2111236
Phutha-Ditshaba Home Based Care,Charities,57400
"Phyllis Robertson Housing, Care &
Rehabilitation",Charities,1657156
"Phyllis Robertson Housing, Care &
Rehabilitation",Charities,1270846
"Piet Potgieter Multi Purpose Frail Care
Centre",Charities,715037
"Piet Potgieter Multi Purpose Frail Care
Centre",Charities,408507
Pietermaritzburg Benevolent Society,Charities,372000
"Pietermaritzburg Gay & Lesbian
Network",Charities,117969
"Pietermaritzburg Gay & Lesbian
Network",Charities,117969
Pietermaritzburg Mental Health Society,Charities,1564971
"Pinetown Highway Child & Family
Welfare",Charities,2608300
Pitsi A Mashilo Primary School,Charities,1469297
Place of Restoration,Charities,550000
Plettenberg Bay CFW,Charities,710467
"Plettenberg Bay HIV/Aids Forum
(Plettaid Foundation)",Charities,1022816
"Plettenberg Bay HIV/Aids Forum
(Plettaid Foundation)",Charities,503141
"PMB Agency for Christian Social
Awareness",Charities,677000
"PMBurg & District Cerebral Palsy
Association",Charities,1079000
"PMBurg & District Council Care Aged
(PADCA)",Charities,1287254
"PMBurg & District Council Care Aged
(PADCA)",Charities,4387751
"Polokego Shelter for Abused Women &
Children",Charities,985000
Port Alfred Upliftment & Development,Charities,732323
Port Alfred Upliftment & Development,Charities,630592
Port Alfred Upliftment & Development,Charities,732322
Port Elizabeth Charity Organisation,Charities,165000
Port Elizabeth Childline & Family Centre,Charities,1746560
Port Elizabeth Mental Health,Charities,1002112
"Port Shepstone Child & Family Care
Society",Charities,1178570
"Port Shepstone Child & Family Care
Society",Charities,940500
"Potchefstroom Service Centre for the
Aged",Charities,527126
"Potgietersrus Service Centre for the
Aged",Charities,118176
Pregnancy Crisis (Resource) Centre,Charities,409633
Pregnancy Crisis (Resource) Centre,Charities,315073
"Presidents Award for Youth
Empowerment",Charities,220000
"Presidents Award for Youth
Empowerment",Charities,300500
Prestige Community Creche,Charities,36800
"Pretoria Council for the Care of the
Aged",Charities,1753776
"Pretoria Council for the Care of the
Aged",Charities,2374379
Princess Christian Home,Charities,143395
Princess Christian Home,Charities,772007
Prinshofskool,Charities,456219
Prison Care & Support Network,Charities,151379
Project Empower,Charities,701600
"Project for Conflict Resolution &
Development",Charities,495000
Project Gateway,Charities,1100000
Project Gateway,Charities,938000
Project Literacy Trust Fund,Charities,8622000
Psychiatric After Care Havens,Charities,683618
Pumelela Training Centre,Charities,2000000
Qedusizi Day Care,Charities,300000
Quadriplegic Association of SA,Charities,451000
Quadriplegic Association Western Cape,Charities,424166
Quasar Trust,Charities,549451
"Queen Alexandra Retirement Village/
Home",Charities,837798
Queenstown Benevolent Child Welfare,Charities,545990
Rachel Swart Fund,Charities,700000
Radineo Primary School,Charities,264339
Rainbow Circle,Charities,106000
Ramotshinyadi HIV/AIDS Youth Guide,Charities,3289236
Rand Aid Association,Charities,8432097
"RAPCAN (Resources Aimed at
Prevention of Child Abuse & Neglect)",Charities,1174487
Rape Crisis Cape Town Trust,Charities,2255641
Rape Crisis Centre,Charities,1682106
Rape Crisis Centre,Charities,817200
"Raphael Support & Skills Development
Organisation",Charities,359000
Ratanang Day Care Centre,Charities,287188
"Ratanang Group for Children with
Multiple Disabilities",Charities,298300
READ Educational Trust,Charities,2074661
"Reakgona Centre Mentally Disabled
Adults",Charities,902149
Reddersrus Sentrum vir Bejaardes,Charities,312780
Reddersrus Sentrum vir Bejaardes,Charities,50000
Reddersrus Sentrum vir Bejaardes,Charities,724283
Reginald Orsmond Counselling Services,Charities,1465450
Reginald Orsmond Counselling Services,Charities,512000
"REHAB - Association for Rehabilitation
of Persons with Disabilities",Charities,575260
Rehoboth Trust,Charities,685804
Religious HIV/AIDS Drop in Centre,Charities,231000
"Restoration of Human Abilities
Association",Charities,468700
Rethabile Day Care Centre,Charities,211372
Rethusitswe Day Care Centre,Charities,261535
Retina SA - North Gauteng,Charities,169000
Retina SA Gauteng Branch,Charities,150976
Retina SA Gauteng Branch,Charities,299198
Retina South Africa,Charities,688000
Rhandzacece Child Dev Centre,Charities,109011
Richards Bay Family Care,Charities,4090626
Richtersveld Advice Office,Charities,214166
Rihone Home Based Care,Charities,132050
Rihone Home Based Care,Charities,132050
Ring Ting Nursery School & Baby Care,Charities,814900
"Riversdale Child & Family Welfare
Society",Charities,429151
Rivoni Society for the Blind,Charities,1043053
Roger Stephen Protected Workshop,Charities,275000
"Roodepoort Child & Family Welfare
Society",Charities,450000
"Roodepoort Child & Family Welfare
Society",Charities,873000
Rosebuds Service Centre,Charities,172754
Rosemoor Cottages & Service Centre,Charities,279075
Rural Development Support Programme,Charities,793350
Rural Development Support Programme,Charities,723410
Rural Education Access Programme,Charities,740000
"Rural Education, Awareness &
Community Health (REACH)",Charities,623016
Rural Institute for Education & Training,Charities,1769541
Rusoord Centurion,Charities,640080
Rusoord Tehuis vir Oues van Dae Paarl,Charities,4125949
Rustenburg Child & Family Welfare,Charities,999420
Rustenburg Child & Family Welfare,Charities,827776
SA Blind Workers Organisation,Charities,460780
SA Federation for Mental Health,Charities,2693737
SA Federation for Mental Health,Charities,803272
SA Mobility for the Blind Trust,Charities,626060
"SA National Association of Blind &
Partially Sighted Persons",Charities,650000
"SA National Council Child & Family
Welfare",Charities,19067967
"SA National Council Child & Family
Welfare",Charities,12430190
SA National Council for the Blind,Charities,6166000
SA National Council for the Blind,Charities,2931900
SA Veterinary Association,Charities,674400
Saamspan Service Centre,Charities,81000
"Saartjie Baartman Centre for Women &
Children",Charities,1852600
Sacred Heart Childrens Home,Charities,3164180
Sacred Heart Children's Home,Charities,1235615
"Sacred Heart Mission Clinic (Daughters
of our Lady)",Charities,94157
Safe & Sound Learning Association,Charities,281823
Safe & Sound Learning Association,Charities,281823
Safe & Sound Learning Association,Charities,575583
Saint Josephs Children's Home,Charities,242682
Salem Baby Care Centre,Charities,613570
Salesian Province Project Office,Charities,808500
"Sally Aucamp Home for the Physically
Disabled",Charities,239900
Samaritan Care Centre,Charities,381235
"Samila (Gender Counselling & Support
Service)",Charities,572836
San Salvador Home,Charities,899572
"SANCA Central Rand Alcohol & Drug
Centre",Charities,3181250
SANCA Durban Alcohol & Drug Centres,Charities,2527781
SANCA Eastern Gauteng,Charities,918456
SANCA George,Charities,400529
SANCA Greater Heidelberg,Charities,1000000
SANCA Horizon Alcohol & Drug Centre,Charities,2491212
SANCA JHB Society,Charities,1656516
SANCA National Directorate,Charities,1007250
SANCA PE,Charities,857250
SANCA Pietermaritzburg,Charities,969000
SANCA Pietermaritzburg,Charities,476942
SANCA Pretoria,Charities,1511454
SANCA Thusong,Charities,569035
SANCA Thusong,Charities,833232
SANCA West Rand Clinic,Charities,1580963
SANCA Western Cape,Charities,3860193
SANEL (Durban & Coastal),Charities,1500000
"SANEL Free State & North West
Province",Charities,2464987
Sanpark Centre,Charities,1071990
SANTA EC Community Services,Charities,-20000
SANTA Port Elizabeth,Charities,700000
SANTA Potgietersrus,Charities,162300
Santie Zietsman Dagversorging (SAVF),Charities,887116
Sasekani Community Home Base Care,Charities,77400
"Sasolburg Child & Family Welfare
Society",Charities,388849
"Sasolburg Child & Family Welfare
Society",Charities,755290
Save the Children Fund,Charities,500000
Save the Children Fund Durban,Charities,263260
Save the Children Fund Johannesburg,Charities,985060
Save the Children Fund Johannesburg,Charities,1047178
SAVF Armstrong Berning Kinderhuis,Charities,218840
SAVF Atamelang Shelter,Charities,260259
SAVF Atamelang Shelter,Charities,127117
SAVF Belfast Childrens Home,Charities,353000
SAVF Belfast Childrens Home,Charities,640960
SAVF Bethal,Charities,752974
SAVF Carletonville Service Centre,Charities,684237
SAVF Carolina Ons Eie Ouetehuis,Charities,933636
SAVF Claremont (Aksiekomitee),Charities,1096180
SAVF Coligny,Charities,98339
SAVF Delareyville (Sannieshof),Charities,265436
SAVF Delareyville (Sannieshof),Charities,365557
SAVF Della Villa,Charities,242896
SAVF Ellisras,Charities,281200
SAVF Ellisras,Charities,256810
SAVF Ellisras,Charities,154000
SAVF Family Care Klerksdorp,Charities,808554
SAVF Family Care Potchefstroom,Charities,914545
SAVF Greater Germiston Bejaardes,Charities,190366
SAVF Greater Germiston Bejaardes,Charities,482805
SAVF Head Office,Charities,500970
SAVF Heidelberg,Charities,422700
"SAVF Herfsakker Tehuis vir Bejaardes
(Nelspruit)",Charities,3990447
SAVF Hoeveldrif,Charities,514761
SAVF Huis Anna Viljoen,Charities,1573799
SAVF Huis Dien Bothma,Charities,822600
SAVF Immergroen Home for Frail Aged,Charities,854491
SAVF Immergroen Home for Frail Aged,Charities,854491
SAVF Immergroen Home for Frail Aged,Charities,991976
"SAVF Johanna Raath Elsburg - Jabes
Project",Charities,895707
"SAVF Johanna Raath Elsburg - Jabes
Project",Charities,454529
SAVF Jubileum Tehuis,Charities,4679343
SAVF Kammaland Nursery School,Charities,145461
SAVF Kinross Herberg,Charities,100785
SAVF Kleutervriend Dagsorg,Charities,435519
SAVF Kowa Pienaar Home,Charities,1486033
SAVF Lappop Versorgingsoord,Charities,272009
SAVF Lichtenburg,Charities,121434
SAVF Lichthuis,Charities,993037
SAVF Lichthuis,Charities,1943855
"SAVF Lochvaal (SAVF Vanderbijlpark
Shelter)",Charities,625476
"SAVF Lochvaal (SAVF Vanderbijlpark
Shelter)",Charities,190653
SAVF Lou van Wyk Tehuis,Charities,302503
SAVF Lou van Wyk Tehuis,Charities,448480
SAVF Louis Trichardt,Charities,63450
SAVF Louis Trichardt,Charities,97700
SAVF Magnus Pre-School,Charities,224760
SAVF Margaretha Ackerman Tehuis,Charities,1235024
SAVF Maroela Oord,Charities,988504
SAVF Maroela Oord Dienssentrum,Charities,211926
"SAVF Martha Hofmeyr Home for the
Care of Frail People",Charities,560838
SAVF Middelburg,Charities,500760
SAVF Middelburg,Charities,1159131
SAVF Millenium Centre,Charities,2194686
SAVF Millinium Centre,Charities,1629079
SAVF Nelspruit,Charities,628900
SAVF Old Age Home (Middelburg ),Charities,2680523
SAVF Old Age Home (Middelburg ),Charities,1892933
SAVF Ons Hulde Tehuis vir Bejaardes,Charities,2141318
SAVF Ons Hulde Tehuis vir Bejaardes,Charities,1776740
SAVF Piet Retief,Charities,587167
SAVF Potgietersrus,Charities,353947
"SAVF Potgietersrus (Tina Fouche
Kinderland)",Charities,-16588
SAVF Queenswood Kleuterskool,Charities,168802
"SAVF Rethabile Klerksdorp Childrens
Home",Charities,761168
SAVF Rodeonhof Tehuis Vir Bejaardes,Charities,787514
SAVF Ruimte Dienssentrum,Charities,394694
SAVF Ruimte Dienssentrum,Charities,693333
SAVF Rusuurtjie Bejaardegroep,Charities,23500
SAVF Schoongesicht Luncheon Club,Charities,103084
"SAVF Senatus Dienssentrum
(Carletonville Service Centre)",Charities,1133301
SAVF Silversig Tehuis vir Bejaardes,Charities,1017098
SAVF Standerton,Charities,687798
SAVF Susan Strijdom Tehuis,Charities,764629
SAVF Thabazimbi,Charities,2073766
SAVF Vereeniging,Charities,291159
SAVF Vereeniging,Charities,162357
SAVF Wielie Walie Kleuterskool,Charities,-20193
"SAVF Womens Federation Social
Services - SAVF PTA Social Services",Charities,1036152
SAVF Zeerust,Charities,198998
SAVF Zeerust,Charities,194997
SAVF Zeerust Behuising,Charities,42921
Sedibeng Sa Tshepo,Charities,832389
Sedimosang Middle School,Charities,241016
Sego Home Based Care Group,Charities,203100
Sego Home Based Care Group,Charities,203100
Sehibidu Community School,Charities,550000
Selfhelp Manenberg,Charities,735000
Selfhelp Manenberg,Charities,955024
Senekal Sentrum vir Bejaardes,Charities,262400
Senekal Sentrum vir Bejaardes,Charities,779571
Seniorstuis Service Centre,Charities,111989
Senzokuhle Organisation,Charities,265660
Services for the Blind,Charities,1577343
Shakung Primary School Committee,Charities,300000
Shalom Early Learning Centre,Charities,500000
Shalom Early Learning Centre,Charities,300000
Shalom Respite Care Centre,Charities,636700
Shangri-La Self Help Ctr for Quads,Charities,556000
Shekinah Care Centre,Charities,135000
Shiloh Moravian Day Care Centre,Charities,131116
Shimanyana Creche,Charities,311300
Shimanyana Creche,Charities,311300
Shotong Primary School,Charities,79116
"Sibusisiwe Clermont Child & Family
Welfare Society",Charities,438462
Sibusisiwe High School,Charities,311448
Sicelimpilo Project - Aids Foundation,Charities,96000
Sicelimpilo Project - Aids Foundation,Charities,96000
Sihlangene Primary School,Charities,1210110
Sihlangene Project,Charities,103850
Sijongephambili Creche,Charities,38726
Silawa Early Learning Centre,Charities,1078650
Silver Threads Service Centre,Charities,487773
Sinethemba,Charities,999061
Sinethemba Day Care Centre,Charities,391200
Sinomhawu Aids Project,Charities,358000
"Siphimfundo Pre-School & Day Care
Centre",Charities,263100
Sisters Incorporated,Charities,900000
"Sisters of St Paul Aids & Vulnerable
Children",Charities,450000
"Siyabhabha Trust Dev & Welfare
Agency",Charities,3227510
Siyafunda Adult Basic Education Centre,Charities,375567
Siyafunda Adult Basic Education Centre,Charities,375567
Siyakhana Support Group,Charities,235600
Siyakhana Support Group,Charities,235600
Siyanakekela Community Development,Charities,522946
Siyanakekela Home Based Care Group,Charities,435507
Siyanda Secondary School,Charities,1000000
Siyanda Secondary School,Charities,1000000
Siyaphilisa Home Based Care,Charities,118890
Siyathuthuka Nursery School,Charities,1001199
Siyazama Service Centre,Charities,303640
Sizakancane Day Care Centre,Charities,110893
Sizakhele Primary School,Charities,157500
Sizakhele Primary School,Charities,157500
Sizamile Training Centre,Charities,327062
Sizamile Training Centre,Charities,166561
Sizanani SA,Charities,265535
Sizolwethu Home Based Care,Charities,199300
"SKDB NG Kerk OFS
(Ontwikkelingsdienste)",Charities,316928
Society for the Blind Free State,Charities,192829
Soil for Life,Charities,461620
Soil for Life,Charities,168960
Soil for Life,Charities,569640
Solheim Tuiste vir Bejaardes,Charities,264488
Solheim Tuiste vir Bejaardes,Charities,264488
Somerset East Child Welfare Society,Charities,692572
SOS Childrens Villages,Charities,13255401
SOS SA,Charities,30312000
South African Childrens Home,Charities,652115
"South African Council for English
Education",Charities,65189
South African Diabetes Association,Charities,636750
South African Legion,Charities,1023392
"South African Men's Action Group -
SAMAG",Charities,484057
"South African Men's Action Group -
SAMAG",Charities,484057
South African Older Person's Forum,Charities,259951
South African Red Cross Air Mercy,Charities,8030861
South African Sea Cadets,Charities,141922
South Africans Against Drunk Driving,Charities,304165
South Africans Against Drunk Driving,Charities,214500
South Coast Hospice Association,Charities,1427549
"Southern African Inherited Disorders
Association GP",Charities,200000
Southern Free State Mental Health,Charities,706241
Soweto Cheshire Home,Charities,2620003
Soweto Cheshire Home,Charities,680035
"Soweto HIV/AIDS Counsellors
Association",Charities,367195
Soweto Retired Professionals Society,Charities,395617
Sparrow Ministries,Charities,11858306
SPCA Bethal,Charities,325000
SPCA Bethal,Charities,90439
SPCA Bloemfontein,Charities,820000
SPCA East London,Charities,532940
SPCA Franschhoek,Charities,125000
SPCA Garden Route,Charities,793665
SPCA Heidelberg,Charities,125000
SPCA Johannesburg,Charities,914393
SPCA Kimberley,Charities,588412
SPCA Kimberley,Charities,487960
SPCA King Williams Town,Charities,1469468
SPCA Kloof & Highway,Charities,569441
SPCA Kloof & Highway,Charities,1412388
SPCA Kroonstad Lotto Account,Charities,292620
SPCA Letaba,Charities,224445
SPCA Louis Trichardt,Charities,302468
SPCA Mafikeng,Charities,325827
SPCA Mooi River & District,Charities,417000
SPCA Mooi River & District,Charities,354806
SPCA Nigel,Charities,200000
SPCA Percy Fyfe,Charities,916440
SPCA Pietermaritzburg,Charities,732568
SPCA Randburg,Charities,450000
SPCA Randburg,Charities,263000
SPCA Roodepoort,Charities,1085553
SPCA Sani Underberg,Charities,852315
SPCA Stilfontein,Charities,573370
SPCA Swellendam,Charities,555039
SPCA Uitenhage & District,Charities,271626
SPCA Umngeni (SPCA Howick),Charities,1122297
SPCA Umtata,Charities,604848
SPCA Virginia,Charities,137609
SPCA Welkom,Charities,222536
SPCA Wellington,Charities,348324
SPCA Winelands,Charities,242000
"Springs Child Welfare (Springs & Kwa
Thema)",Charities,1100742
St Anthonys Education Centre,Charities,3500000
St Anthony's Home - Newcastle,Charities,1374000
St Bernards Hospice (Border Hospice),Charities,862332
St Catherine Primary School,Charities,370000
St Clements Home Based Care,Charities,-277224
St Francis Childrens Home,Charities,984953
St Giles Association,Charities,2364000
St John the Baptist Catholic Clinic,Charities,1001850
St John the Baptist Catholic Clinic,Charities,1825572
St Lukes Hospice,Charities,575276
St Mary's Childrens Home,Charities,1654590
St Mary's Childrens Home,Charities,1041290
"St Mary's Day Care Centre (for Abused
Children)",Charities,117200
St Marys DSG Outreach,Charities,905103
St Michaels Childrens Home,Charities,985024
St Theresa's Home,Charities,4907000
St Thomas Home for Children,Charities,1591019
St Vincent De Paul,Charities,4702430
St Vincents Childrens Home,Charities,2025663
"St. Anne's Home for Aged Women
(Catholic Womens League)",Charities,823500
St. Antonines Home for the Aged,Charities,639195
St. Antonines Home for the Aged,Charities,639194
St. Antonines Home for the Aged,Charities,941000
St. Benedicts Home (Gugulethu),Charities,362439
St. Francis Hospice,Charities,750000
St. Helena Sandveld Hospice,Charities,308067
St. Helena Sandveld Hospice,Charities,103600
St. Josephs Care & Support Trust,Charities,3644000
St. Mary's Catholic Mission Hospital,Charities,747315
St. Monica Childrens Home,Charities,1682386
St. Monica's Centre,Charities,633508
"Stanger & District Child & Family
Welfare Society",Charities,35000
"Stanger & District Child & Family
Welfare Society",Charities,935990
Star Uplifting Centre,Charities,563686
Steinkopf Advice Centre,Charities,166551
"Stella Pre-Primary School and Care
Centre",Charities,200000
Stellenbosch Hospice,Charities,998000
"Stellenbosch Work Centre for Adults
with Disabilities",Charities,200000
Step Ahead Pre-School,Charities,128250
Step Ahead Pre-School,Charities,128250
"Stilfontein Child & Family Welfare
Society",Charities,1358398
Stirling Lodge Housing Utility Company,Charities,122743
Stroke Aid Society,Charities,643546
Stutterheim Education Trust,Charities,223150
Suid Vrystaat Geestesgesondheid,Charities,310456
Summerstrand Cheshire Home,Charities,609080
Sun City Nursery School,Charities,296150
Sunfield Home Fortuna,Charities,7680056
Sunfield Homes - Logwood Ranch,Charities,2686992
Sunfield Homes - Logwood Ranch,Charities,2300992
Sunfield Homes - Logwood Village,Charities,131248
Sunflower Fund,Charities,993000
Sunflower Fund,Charities,124000
Sunflower Fund,Charities,124000
"Sunrise Community Development Co-
operation",Charities,818900
Sunrise Special Care Centre,Charities,50000
Sunshine Centre Association,Charities,1268748
Sunshine Centre Association,Charities,1947600
Swaranang Drop In Centre,Charities,151821
Swarishanang Creche,Charities,612075
Swarishanang Creche,Charities,380250
"Swellendam Advice & Development
Centre",Charities,376850
Taaibosch Home Based Care,Charities,120000
TAFTA (The Association for the Aged),Charities,-1997
Takalani-Nana Home Care Centre,Charities,756848
Tarkastad Home,Charities,280000
Tateni Home Care Nursing Service,Charities,1305000
TB Alliance Dots Support Association,Charities,998852
Tecford Centre,Charities,232750
"Temba Community Development
Services",Charities,616500
"Temba Community Development
Services",Charities,1285000
Tembaletu Trust,Charities,930400
"Tembisa Self Help Association
(Disabled)",Charities,1142083
Tender Loving Care Home Services,Charities,366999
Thabang Childrens Home Trust,Charities,137850
Thabang Mogari Creche,Charities,125000
"Thabo Mbeki Devpt Trst for Disabled
People",Charities,2410400
Thabong Pre-Primary School,Charities,314566
Thabong Pre-Primary School,Charities,1246000
Thakaneng Project,Charities,450000
Thakaneng Project,Charities,224581
Thandanani Centre,Charities,1000000
Thandanani Children's Foundation,Charities,403723
Thandanani Children's Foundation,Charities,403723
Thandanani Mhluzi Home Based Care,Charities,445500
Thandanani Service Centre,Charities,181128
Themba Club,Charities,1170408
Themba Workcentre by Disabled,Charities,204682
Thembelihle Home,Charities,400000
Thembelihle Home,Charities,181273
Thembifundo Day Care Centre,Charities,90269
Thembifundo Day Care Centre,Charities,648266
Thengwe Integrated Care,Charities,126800
Theo Twala Primary School,Charities,375535
Thibela Bolwetse Project,Charities,186200
"Thohoyandou Victim Empowerment
Programme",Charities,2048000
Tholulwazi Uzivikele Projects,Charities,867227
Thoma Home Based Care,Charities,209365
"Thukakgaladi Integrated Development
Project",Charities,126800
Thusanang Advice Centre,Charities,150000
Thusanang Advice Centre,Charities,150000
Thusanang Creche,Charities,220613
"Thusanang Disabled People of the Free
State",Charities,151950
"Thusanang Disabled People of the Free
State",Charities,151950
"Thusanang Home Based & Palliative
Care",Charities,309224
Thusanang Home Based Care,Charities,506455
Thusanang Mercy Care Group,Charities,900000
Thusanang Mercy Care Group,Charities,460000
"Thuso Social Services Found - Helping
Hands",Charities,344000
Thuthukani Community Literacy Project,Charities,387750
Thuthukani Special School,Charities,469500
Tiang Maatla Home Based Care,Charities,899281
Tiang Maatla Home Based Care,Charities,573431
Tiang Maatla Home Based Care,Charities,899282
Timios Homes,Charities,300000
Tirisano Home Based Care,Charities,340900
Tirisano Training Organisation,Charities,74620
Tirisano Victim Empowerment Centre,Charities,189264
"Tlangelani Community Development
Agency",Charities,1023676
Tlounare Community Creche,Charities,41709
Tlounare Community Creche,Charities,41708
Tokoloho Disabled Care Centre,Charities,114512
Tongaat Child & Family Welfare Society,Charities,960419
Tongaat Child & Family Welfare Society,Charities,1048223
Touch (Neo Birth),Charities,298250
Touch (Neo Birth),Charities,298250
Train Up a Child Educare Centre,Charities,908881
TRALSO,Charities,507750
Triest Training Centre,Charities,751774
Triest Training Centre,Charities,1847151
Trompsburg Sentrum vir Bejaardes,Charities,533370
Tshanduko Home Based Care,Charities,130599
Tshepang Caregivers Project,Charities,228335
Tshepang Caregivers Project,Charities,228335
Tshepang Educare Trust,Charities,412039
Tshepo Educare Centre,Charities,41300
Tshepong Centre for the Disabled,Charities,255968
Tshepong Centre for the Disabled,Charities,943941
Tshepong Fountain,Charities,240953
Tshepong Fountain,Charities,150250
"Tshipi-Noto Primary (Intermediate)
School",Charities,3125500
Tshireletso Against Women Abuse,Charities,140800
Tsholofelo Home Based Care Group,Charities,127383
Tshupe Hospice,Charities,125628
Tshwaraganang Le Unicef,Charities,399200
Tshwaranang Support Group,Charities,153297
Tshwaranang Support Group,Charities,215995
Tsibogang Christian Action Group,Charities,782000
Tsibogang Early Learning Centre,Charities,590591
Tswelopele Adult Centre,Charities,253191
Tswelopele Frail Care Centre,Charities,1029885
Tswelopele Frail Care Centre,Charities,1029885
Tswelopele Frail Care Centre,Charities,843545
Tswelopelo Early Learning Centre,Charities,255935
Tuiste vir Bejaardes,Charities,-154829
"Tumelo Home for the Mentally
Handicapped",Charities,240000
Turfhall Cheshire Home,Charities,391615
Turn Table Trust SA,Charities,996802
"Tygerberg Assoc for the Physically
Disabled",Charities,329436
Tygerberg Association for Street People,Charities,217895
Ubombo Drop-in Centre,Charities,146419
Uitenhage Child & Family Welfare,Charities,459398
Uitkoms Home for Girls,Charities,852076
Umbono Service Centre for the Aged,Charities,366620
Umkhathizwe Primary School,Charities,150500
Umlazi Christian Care Society,Charities,508104
Umlazi Christian Care Society,Charities,1388924
Umlazi Christian Care Society,Charities,508105
Umtapo Centre,Charities,2031640
Umtata Child Abuse Resource Centre,Charities,1026665
Umtata Street Child Programme,Charities,828000
Umthathi Training Project,Charities,489297
Umthathi Training Project,Charities,190981
Umvoti Aids Centre,Charities,921000
"Umzinto & District Child & Family
Welfare Society",Charities,241843
Umzinto Association for the Aged,Charities,31715
Umzinto Child Welfare South Africa,Charities,127296
"Uniondale Integrated Empowerment
Project",Charities,86350
"Uniondale Integrated Empowerment
Project",Charities,419664
United Sisterhood,Charities,90000
Usindiso Ministries,Charities,1226800
Usizo Diakonale Dienste,Charities,786494
Usizo Thuso Community Centre,Charities,458982
Usizo Thuso Community Centre,Charities,790641
Usizo Uluntwini (Methodist Church SA),Charities,500420
Utlwanang Council of Churches,Charities,225000
Uturn (Claremont Homeless Ministry),Charities,4000000
Vaal Aids Home Based Care,Charities,1046290
Vaal Aids Home Based Care,Charities,693200
Vaal Elderly Forum,Charities,239450
"Vaal Triangle Alcohol & Drug Help
Centre",Charities,661400
"Vaal Triangle Alcohol & Drug Help
Centre",Charities,292275
Valley Development Project,Charities,855817
Valley Development Project,Charities,1079330
Valley Trust,Charities,345200
Valued Citizens Initiative,Charities,484040
"Van Rensburg Multi Purpose Frail Care
Centre",Charities,292611
"Van Rensburg Multi Purpose Frail Care
Centre",Charities,878861
Velaphansi High School,Charities,1000000
Vera School for Autistic Learners,Charities,6570454
Vereeniging Old Age Housing,Charities,282960
Vergenoeg vir Seniors - Huis Vergenoeg,Charities,730000
Vermont Centre,Charities,500000
Verulam Child & Family Welfare Society,Charities,321095
Verulam Child & Family Welfare Society,Charities,421383
"Verulam Frail & Day Care Centre for the
Aged",Charities,669000
Vezokuhle Youth Development Project,Charities,837819
Victoria Service Centre for the Aged,Charities,977606
Victorial Memorial Home,Charities,519914
Viljoenskroon Hospice,Charities,1431000
Village Safe Haven,Charities,241150
VisionK,Charities,82523
Vita Nova Centre,Charities,801337
Volksrust Rusoord,Charities,277435
Volksrust Rusoord,Charities,993039
"Vongani Child & Youth Care
Development",Charities,169500
Vryheid Child & Family Welfare Society,Charities,633788
Vrystaat Nasorgsentrum,Charities,1476138
Vrystaat Versorging in Aksie - Frankfort,Charities,582869
Vrystaat Versorging in Aksie - Goudrif,Charities,304389
"Vrystaat Versorging in Aksie (OVV
Brandfort)",Charities,1837154
"Vrystaat Versorging in Aksie (OVV
Brandfort)",Charities,444300
"Vrystaat Versorging in Aksie (OVV
Warden)",Charities,78600
"Vrystaat Versorging in Aksie
Hoofbestuur",Charities,1266338
"Vrystaat Versorging in Aksie
Hoofbestuur",Charities,1128939
Vrystaat Versorging in Aksie Philippolis,Charities,283007
Vuka'Ibambe Pre-School & Creche,Charities,69405
"Vukani Centre for Children with Special
Needs",Charities,634835
Vukani Sizabantu Programme,Charities,400000
Vukani Sizabantu Programme,Charities,324652
"Vukuhambe Association for the Multi
Disabled",Charities,173249
"Vulamehlo CFW (Mandawe & District
Child & Family Welfare Society)",Charities,138272
"Vulamehlo Child & Family Welfare
Society SA",Charities,522099
Vusanani Creche & Pre-School,Charities,7000
Vuselela Ulwazi Lwakho Drop In Centre,Charities,231425
Vuyani Primary School,Charities,1771222
Vuyeriwani Development Organization,Charities,131722
Wallace Anderson Home,Charities,160750
Walmer Soup Kitchen,Charities,511500
Wamakersvallei Opleidingsentrum,Charities,122535
Waterberg Welfare Society,Charities,686500
We are not Alone Caregivers,Charities,2666200
"Welcome Pre School & Day Care
Centre",Charities,45000
Wellington Society for the Aged,Charities,497186
"West Coast Community HIV/Aids
Initiative",Charities,106653
"West Rand Assoc for the Physically
Disabled",Charities,3503435
Western Cape Network on Disability,Charities,447873
Westlake United Church Trust,Charities,1070690
Westlake United Church Trust,Charities,142000
"Wielie Walie Kleuterskool
Kinderbewaarhuis",Charities,431250
Wisani Day Care,Charities,76061
Witbank Hospice,Charities,630600
Witbank Hospice,Charities,1712120
Witbank Society for the Aged,Charities,1060540
Witkoppen Health & Welfare Centre,Charities,1746495
Wola Nani,Charities,1287000
Women & Men Against Child Abuse,Charities,1063508
Women on Farms Project,Charities,1000000
"Women's Civic Benevolent Society -
Gerald Fitzpatrick House",Charities,1357298
"Women's Civic Benevolent Society -
Gerald Fitzpatrick House",Charities,1551836
Womens Legal Centre Trust,Charities,870000
Woodside Sanctuary,Charities,1108308
Woodside Special Care Centre,Charities,1545899
"Worcester Child & Family Welfare
Society",Charities,964600
"Worcester Ekumeniese
Gemeenskapdiens",Charities,361900
"World Affiliated Young Women's
Association SA",Charities,164867
World Changers Academy,Charities,138938
Wynberg Society for the Aged,Charities,341792
Wynberg Society for the Aged,Charities,656240
Yabonga Children's Project,Charities,723836
YONDER,Charities,661924
Youth Development Outreach (National),Charities,919200
Youth for Christ SA,Charities,4891800
Youth Life,Charities,300000
