Date,"Project Number",Name,Amount
2017-10-27T00:00:00Z,97748,"MASIZAME(PLETTENBERG BAY STREET CHILDREN COMMITTEE)",51500.0
2017-11-17T00:00:00Z,97762,"LERATO DAYCARE PRE",58000.0
2018-01-09T00:00:00Z,97780,"ST ANNE'S HOMES, CAPETOWN",110000.0
2017-10-27T00:00:00Z,97827,"SIPHUMELELE CRECHE",103000.0
2017-12-14T00:00:00Z,97850,"MAMA ELLA'S CARE CENTRE",107800.0
2018-01-29T00:00:00Z,97855,"THE COMPASSIONATE FRIENDS OF SOUTH AFRICA",88000.0
2017-12-20T00:00:00Z,97873,"ORATILWE COMMUNITY CENTRE",94600.0
2017-12-05T00:00:00Z,97882,"ACVV MONTAGU/ASHTON",224500.0
2017-04-21T00:00:00Z,97895,SHALOM,80000.0
2017-09-01T00:00:00Z,98058,"INKWENKWEZI DAY CARE CENTRE",100000.0
2017-08-08T00:00:00Z,98075,"BETHESDA FOUNDATION SA",485000.0
2018-02-28T00:00:00Z,98097,PHUTHULOHA,136540.0
2017-09-07T00:00:00Z,98114,"JOHANNESBURG CHILD DAY CARE CENTRE",162600.0
2017-05-25T00:00:00Z,98125,"SUKUMANI YOUTH ADVISORY CENTRE",54268.0
2017-12-05T00:00:00Z,98163,"ALL HALLOWS PRE",139000.0
2017-06-23T00:00:00Z,98166,"MORETHUSI CARE OF THE AGED",135750.0
2017-06-21T00:00:00Z,98169,"TSWELELOPELE ELDERLY CLUB",147250.0
2017-06-21T00:00:00Z,98173,"TSIBOGO HOME BASED CARE",133000.0
2018-01-16T00:00:00Z,98198,KWAZULU,1250302.0
2017-06-05T00:00:00Z,98224,KWAZULU,1000000.0
2017-08-01T00:00:00Z,98239,"KWAZULU NATAL CANOE UNION",1664560.4
2017-12-05T00:00:00Z,98266,"MPHOMBO AIDS AWARENESS ACTION CAMPAIGN",160000.0
2017-05-03T00:00:00Z,98289,"SOUTH AFRICAN GYMNASTICS FEDERATION",2000000.0
2017-05-25T00:00:00Z,98290,"NATIONAL FANCY PIGEON ASSOCIATION",85000.0
2017-04-21T00:00:00Z,98368,"QEDUMONA PRIMARY SCHOOL",280556.0
2017-08-30T00:00:00Z,98372,"WESTERN PROVINCE CYCLING ASSOCIATION",78000.0
2018-02-28T00:00:00Z,98394,LEEU,300000.0
2017-10-13T00:00:00Z,98409,"DIDINTLE EDU",195000.0
2017-07-20T00:00:00Z,98441,"CONRIDGE J.K.A. THUNDER KARATE CLUB & SOCCER",61826.0
2017-04-12T00:00:00Z,98464,"BUILDING A FUTURE",80000.0
2017-06-05T00:00:00Z,98467,"MAKATA SECONDARY SCHOOL",300000.0
2017-05-25T00:00:00Z,98470,"NORTH WEST CRICKET UNION",318000.0
2017-10-02T00:00:00Z,98484,"FAST LEGS ATHLETICS CLUB",200059.0
2017-05-12T00:00:00Z,98501,"TSIKI UNITED FOOTBALL CLUB",236074.0
2017-05-04T00:00:00Z,98544,"SMILLING TIGER BOXING CLUB",94069.0
2017-09-13T00:00:00Z,98554,"RETHABILE PRE SCHOOL",75280.0
2017-12-05T00:00:00Z,98558,"ONTINGWENI PRIMARY SCHOOL",300000.0
2018-03-16T00:00:00Z,98559,"UMGABHI PRIMARY SCHOOL",291733.32
2017-12-05T00:00:00Z,98561,"SUPA DIMAMA SENIORS CITIZENS CENTRE",133000.0
2017-04-12T00:00:00Z,98577,"OKIEP CRICKET CLUB",284138.5
2017-05-03T00:00:00Z,98611,"BETHULO PRIMARY SCHOOL",300000.0
2018-03-05T00:00:00Z,98616,"WOMAN FIND YOUR WINGS",93069.0
2017-06-05T00:00:00Z,98629,"REFIHLETSE COMBINED SCHOOL",300000.0
2017-06-05T00:00:00Z,98652,"SOUTH AFRICAN POLICE SERVICE CRICKET",25000.0
2017-12-15T00:00:00Z,98713,"CHILD WELFARE SOUTH AFRICA: KLEINMOND",166246.0
2018-01-25T00:00:00Z,98745,"THONONDA DROP",140000.0
2017-12-05T00:00:00Z,98754,"JUNO CRECHE AND PRE",142400.0
2017-07-24T00:00:00Z,98755,"BORDER LADIES GOLF",50000.0
2017-12-05T00:00:00Z,98774,"TSWELOPELE PRE",145095.0
2017-11-30T00:00:00Z,98775,"SUNCOAST PIRATES SURF LIFESAVING CLUB",146807.0
2017-11-28T00:00:00Z,98776,"RATANANG DROP",164000.0
2017-05-11T00:00:00Z,98779,"MARGATE SWIMMING CLUB",200086.0
2017-09-28T00:00:00Z,98798,"OLIVE TREE SWIMMING",158183.65
2017-12-21T00:00:00Z,98801,"WOODVIEW AQUATIC CLUB",200319.0
2017-07-07T00:00:00Z,98804,"BAYVIEW SWIMMING CLUB",198402.0
2017-11-30T00:00:00Z,98811,"HOPE WARRIORS CHILDREN'S CHARITY",65000.0
2018-02-28T00:00:00Z,98825,"THANDA BANTU PRE",137000.0
2017-07-07T00:00:00Z,98834,"FENCING WESTERN CAPE",105480.0
2018-01-18T00:00:00Z,98838,"WASHINGTON DROP",50713.0
2017-04-12T00:00:00Z,98848,"DINGLETON COMMUNITY NETWORKING",80000.0
2018-01-18T00:00:00Z,98848,"DINGLETON COMMUNITY NETWORKING",79334.0
2017-10-02T00:00:00Z,98850,"BHEKIMINDENI MULTI",199923.0
2017-08-30T00:00:00Z,98852,"UGU DISTRICT AQUATICS",50000.0
2018-03-16T00:00:00Z,98857,"SIPHIMFUNDO PRE",138000.0
2018-03-05T00:00:00Z,98859,HOME,116300.0
2017-05-05T00:00:00Z,98865,"SOUTH AFRICAN DEAF SPORTS FEDERATION",795000.0
2017-08-01T00:00:00Z,98868,"JAKARANDA KLEUTERSKOOL",87976.0
2017-12-15T00:00:00Z,98892,"BADIRAMMOGO PRE",127382.0
2017-04-26T00:00:00Z,98902,"LUCAS MORIPE YOUTH DEVELOPMENT",50700.0
2017-05-05T00:00:00Z,98908,"SENTRAAL GAUTENG VARSWATER OEWERHENGEL VEREENIGING",50000.0
2017-09-28T00:00:00Z,98932,"BLUE OCEAN AQUATICS",199952.0
2018-03-07T00:00:00Z,98933,"LONDON DOLPHINS SWIMMING CLUB",183377.05
2018-01-11T00:00:00Z,98937,"DAWNHEIGHTS CRICKET CLUB",199850.0
2017-05-05T00:00:00Z,98946,"THE ATTERIDGEVILLE",50535.0
2017-06-05T00:00:00Z,98956,"BOLAND ATHLETICS",2519000.0
2018-03-07T00:00:00Z,98965,"KENELIWE LERATO EARLY LEARNING CENTER",106818.0
2018-02-15T00:00:00Z,99012,"LENASIA CRICKET CLUB",50000.0
2017-04-21T00:00:00Z,99016,"B.O DEVELOPMENT CENTRE",50000.0
2017-04-26T00:00:00Z,99019,MOTORSPORT,540000.0
2017-06-05T00:00:00Z,99022,"SOUTH AFRICAN TRANSPLANT SPORTS ASSOCIATION",100000.0
2017-04-12T00:00:00Z,99048,"REYAIPELA NON GOVERNMENTAL ORGANISATION",90000.0
2018-02-09T00:00:00Z,99048,"REYAIPELA NON GOVERNMENTAL ORGANISATION",40896.0
2017-05-05T00:00:00Z,99061,"GHETTO GRANNY'S SPORT ASSOCIATION",49943.85
2017-10-18T00:00:00Z,99072,"KAING PRE",200000.0
2017-05-12T00:00:00Z,99076,"PROMISE LAND DAY CARE CENTRE",108250.0
2017-07-24T00:00:00Z,99085,"HUPPELLAND DAY CARE CENTRE",161600.0
2017-04-12T00:00:00Z,99099,"VAN WYKSVLEI SOUP KITCHEN",94856.0
2017-12-14T00:00:00Z,99099,"VAN WYKSVLEI SOUP KITCHEN",90000.0
2017-07-24T00:00:00Z,99104,"SWARTKOPS VALLEY UNITED BROTHERS FC",149942.0
2017-07-20T00:00:00Z,99107,"MARY DALE SOPKOMBUIS",106000.0
2017-09-01T00:00:00Z,99125,"EAGLES NETBALL CLUB",142270.0
2017-10-19T00:00:00Z,99137,"REFENGKGOTSO PRE SCHOOL",80000.0
2017-11-17T00:00:00Z,99146,"REAGODISA DAY CARE CENTRE",152000.0
2017-08-21T00:00:00Z,99149,"ACVV POSTMASBURG",87500.0
2018-03-16T00:00:00Z,99150,"VOSBURG SOUP KITCHEN",100000.0
2017-12-14T00:00:00Z,99167,"MORORISENG PRE",80000.0
2018-01-29T00:00:00Z,99177,"TIRISANO PRE",88000.0
2017-04-12T00:00:00Z,99181,"VIOOLTJIE DAY CARE CENTRE",55000.0
2017-10-27T00:00:00Z,99184,"HOPEWELL DAY CARE CENTRE SIYAZENZELA",92388.0
2017-10-05T00:00:00Z,99187,"KGOTHALANG HOME BASED CARE",2929066.0
2017-04-19T00:00:00Z,99190,"MAGOBE PRE SCHOOL",67000.0
2017-12-14T00:00:00Z,99191,"REAMOGETSE EARLY LEARNING CENTRE",50000.0
2017-05-12T00:00:00Z,99193,"KOPANO MATLA E.L.C",69800.0
2018-01-18T00:00:00Z,99193,"KOPANO MATLA E.L.C",60000.0
2017-08-01T00:00:00Z,99204,"OLYMPIA STARS FOOTBALL DEVELOPMENT PROJECTS",49300.0
2017-11-17T00:00:00Z,99207,"LOAGO DROP IN CENTRE",100000.0
2017-04-12T00:00:00Z,99208,"GEMEENSKAP ONDERSTEUNINGS GROEP",165121.0
2018-01-18T00:00:00Z,99208,"GEMEENSKAP ONDERSTEUNINGS GROEP",100000.0
2017-10-13T00:00:00Z,99209,"AGE OF HOPE CENTRE FOR VULNERABLE CHILDREN AND THE AGED",61965.0
2017-05-03T00:00:00Z,99213,"AANDBLOM BEJAARDE KLUB CARNAVON",70400.0
2017-12-14T00:00:00Z,99213,"AANDBLOM BEJAARDE KLUB CARNAVON",70000.0
2017-04-12T00:00:00Z,99215,"HOPE AND FAITH DROP IN CENTRE",123000.0
2017-04-12T00:00:00Z,99219,"BOIKANYO PRE",128556.0
2018-01-18T00:00:00Z,99219,"BOIKANYO PRE",100000.0
2017-05-03T00:00:00Z,99222,"WOMEN IN PRAYER",96000.0
2018-01-18T00:00:00Z,99222,"WOMEN IN PRAYER",60000.0
2017-09-13T00:00:00Z,99224,"SOUTH AFRICAN FIRST INDIGENOUS AND HUMAN RIGHTS ORGANISATION",40000.0
2018-02-28T00:00:00Z,99230,"THEMBELIHLE NURSERY AND PRE",122800.0
2017-04-12T00:00:00Z,99239,"STRYDENBERG FUTURE LEADERS ORGANISATION",121900.0
2017-08-08T00:00:00Z,99246,"KATLEHONG CRICKET CLUB",74894.0
2017-04-07T00:00:00Z,99280,"DIE TOEVLUGS OORD",70000.0
2018-01-18T00:00:00Z,99301,"ELSJE CRECHE CUM KLEUTERSKOOL",91000.0
2017-08-21T00:00:00Z,99307,"ROWING SOUTH AFRICA (ROWSA)",768000.0
2017-05-03T00:00:00Z,99341,"FEDERATION OF DANCE SPORT SOUTH AFRICA GAUTENG ADMINISTRATION BRANCH",143000.0
2017-11-30T00:00:00Z,99346,"MMAPINISWANA CRECHE AND PRE",80000.0
2017-04-26T00:00:00Z,99363,"KYOKUSHIN KARATE CLUB",100000.0
2018-01-18T00:00:00Z,99364,"THUSANO CARE GIVERS",40000.0
2017-11-17T00:00:00Z,99366,"FENCING FEDERATION OF SOUTH AFRICA",500000.0
2017-05-25T00:00:00Z,99370,"TSHWANE CHESS REGION",50600.0
2017-04-12T00:00:00Z,99392,"SONNEBLOMMETJIES KLEUTERSKOOL",70000.0
2017-04-12T00:00:00Z,99408,"TSHEPO YA SECHABA",106449.0
2017-12-12T00:00:00Z,99408,"TSHEPO YA SECHABA",100000.0
2017-11-30T00:00:00Z,99431,"MMANAGA CRECHE AND PRE",120300.0
2017-11-30T00:00:00Z,99443,"NOMFANELO RACHEL SAFEHOUSE",97268.0
2017-12-12T00:00:00Z,99447,"MABORARA CHILD CARE CENTRE",184719.0
2017-11-30T00:00:00Z,99485,"RANTI CRECHE AND PRE",143300.0
2017-05-12T00:00:00Z,99495,"PHUTADICHABA CHBC",127150.0
2018-03-16T00:00:00Z,99495,"PHUTADICHABA CHBC",100000.0
2017-11-28T00:00:00Z,99507,"OPRET COMMUNITY HEALTH CARE CENTRE",60500.0
2018-01-25T00:00:00Z,99551,RE,108800.0
2017-12-21T00:00:00Z,99604,"PHAGAMANG PRE AND CRECHE",80000.0
2018-02-15T00:00:00Z,99621,"NITSAKELENI CARE CENTRE",126800.0
2018-02-09T00:00:00Z,99635,"BYLDRIFT COMMUNITY HOMEBASED CARE",131000.0
2017-07-20T00:00:00Z,99646,"MOBILE HIV COUNSELLING & TESTING",66975.0
2017-12-21T00:00:00Z,99649,"DITHABANENG DROP",122100.0
2017-12-21T00:00:00Z,99667,"TLANGELANI COMMUNITY PROJECTS DEVELOPMENT",121000.0
2017-11-17T00:00:00Z,99673,"IKETLENG PROJECT",50000.0
2017-05-05T00:00:00Z,99674,"CHRISTINA KIDDIE CHILD AND YOUTH CARE CENTRE",100000.0
2018-03-16T00:00:00Z,99679,"ENKOSI CRECHE",100000.0
2017-04-19T00:00:00Z,99689,"DEVINE GLORY DROP IN CENTRE",149100.0
2017-12-12T00:00:00Z,99689,"DEVINE GLORY DROP IN CENTRE",100000.0
2017-05-12T00:00:00Z,99701,"MAGGIE SAMBOER HOSPICE",102500.0
2018-03-16T00:00:00Z,99701,"MAGGIE SAMBOER HOSPICE",100000.0
2017-11-30T00:00:00Z,99706,"LESEDI EDUCARE(BB)",98598.0
2017-12-05T00:00:00Z,99725,"SAGGITARYS CENTRE FOR DISABLED AND ORPHANS PEOPLE",160400.0
2018-02-09T00:00:00Z,99747,"PERTH DROP IN CENTRE",79752.0
2017-05-12T00:00:00Z,99748,"CAMPBELL DROP IN CENTRE",134200.0
2017-04-12T00:00:00Z,99763,"SELF WORTH CENTRE",199900.0
2017-11-30T00:00:00Z,99782,"ELLIOT/MADEIRA CHARITY CLUB",23000.0
2017-12-05T00:00:00Z,99863,"SOUTH AFRICAN NATIONAL TUBERCULOSIS ASSOCIATION (SANTA) LIMPOPO",100000.0
2017-05-03T00:00:00Z,99864,"NABABEEP RUGBY KLUB",299970.0
2017-05-03T00:00:00Z,99908,"STRIKERS FOOTBALL CLUB",100925.1
2017-12-21T00:00:00Z,99922,"BASITOAMEETSE PRE",70000.0
2017-12-21T00:00:00Z,99960,"RIXILE MAGONA COMMUNITY HOME BASED CARE O",124500.0
2017-04-26T00:00:00Z,99976,"MAKAHLULE MULTI",86000.0
2017-05-12T00:00:00Z,100005,"MAKHAHLULE GOLDEN OLDIES",87500.0
2017-05-23T00:00:00Z,100009,"SWALLOWS AMATEUR SPORTS CLUB",197020.5
2017-12-20T00:00:00Z,100021,"BAPHUTHADITSHABA DROP",123000.0
2017-08-23T00:00:00Z,100039,"TOKOLOGO PRE",63100.0
2017-12-21T00:00:00Z,100058,"REKGOTLELELENG DROP",166000.0
2017-08-15T00:00:00Z,100138,"BRIGHT FUTURE COMMUNITY DEVELOPMENT",97000.0
2017-05-12T00:00:00Z,100191,"LEOKAMA DITSHABA CRECHE & PRE SCHOOL",64200.0
2017-11-30T00:00:00Z,100196,"PEOPLE AGAINST THE SPREAD OF AIDS & SALVATION(PASA)",38305.0
2018-03-16T00:00:00Z,100215,"DINARE DAY CARE CENTRE",100000.0
2017-12-20T00:00:00Z,100219,"HOME TALJE STIMULATION CENTRE FOR INTELLECTUALLY AND PHYSICALLY IMPAIRED CHILDREN WELFARE SOCIETY",128607.0
2017-09-01T00:00:00Z,100229,"CENTRAL ACEMATES FOOTBALL CLUB",50460.0
2017-07-24T00:00:00Z,100251,"BUFFALO CITY METRO OPEN BOXING",100000.0
2017-12-12T00:00:00Z,100271,"MARALALENG DROP IN CENTRE",99500.0
2018-01-18T00:00:00Z,100283,"LEHLABILE PRE SCHOOL AND CRECHE",78000.0
2017-12-21T00:00:00Z,100298,"THABAMPSHE YOUTH DEVELOPMENT AND RESOURC",105000.0
2018-01-16T00:00:00Z,100388,"DURBAN LADIES FOOTBALL CLUB",200000.0
2017-07-20T00:00:00Z,100395,"THUSANANG TRAUMA CENTRE",60000.0
2018-02-09T00:00:00Z,100395,"THUSANANG TRAUMA CENTRE",33000.0
2017-05-11T00:00:00Z,100413,"SIYAKHA ISIZWE",142745.0
2017-08-21T00:00:00Z,100422,"MOTHOA MALEKA APHANE COMMUNITY CRECHE",60000.0
2017-05-12T00:00:00Z,100424,"EKUPHUMLENI RESTORATION HOME",109380.0
2017-05-12T00:00:00Z,100444,"MASENYA DROP",99650.0
2017-07-20T00:00:00Z,100449,"NG WELFARE POTCHEFSTROOM/ NG WELSYN POTCHEFSTROOM",266160.0
2018-02-23T00:00:00Z,100452,"JUDY'S PARADISE HOME FOR CP CHILDRENS",131000.0
2017-07-20T00:00:00Z,100469,"MOTHEO WA TUMELO",100000.0
2017-11-15T00:00:00Z,100525,"INTOKOZO CRECHE AND PRE",100000.0
2018-01-23T00:00:00Z,100541,"SHALOM RESPITE CARE CENTRE",162000.0
2018-01-25T00:00:00Z,100554,"CHILD WELFARE SOUTH AFRICA:VRYBURG",70000.0
2017-09-28T00:00:00Z,100580,"GLADIATOR FIGHT ACADEMY",150384.0
2018-01-23T00:00:00Z,100636,"PHOKOANE HOME BASED CARE",120700.0
2017-08-25T00:00:00Z,100645,"COLLEGIANS CLUB",200000.0
2018-01-16T00:00:00Z,100668,"MARIBANA DROP",80000.0
2017-12-05T00:00:00Z,100705,"SIWA DEVELOPMENT CENTRE",55050.0
2018-02-09T00:00:00Z,100713,"HUNADIA PHAAHLA CRECHE",131400.0
2017-06-05T00:00:00Z,100714,"RICHARDS BAY RUGBY CLUB",100600.0
2018-02-09T00:00:00Z,100725,MADIBA,100000.0
2017-08-25T00:00:00Z,100735,"SPORTS COACHES' OUTREACH SOUTH AFRICA",50000.0
2018-02-28T00:00:00Z,100751,"KINGFISHER CANOE CLUB",76880.0
2018-01-25T00:00:00Z,100763,"SAAMSPAN DIENSSENTRUM",101383.0
2017-09-01T00:00:00Z,100778,"MOREMOGOLO CRISIS CENTRE",100000.0
2017-05-05T00:00:00Z,100797,"ZEEKOEVLEI SAILING CENTRE",149207.0
2017-07-20T00:00:00Z,100803,"VESSELS OF MERCY",97000.0
2017-08-15T00:00:00Z,100809,"SEKORORO ELEVEN FC",70597.0
2017-05-17T00:00:00Z,100813,"POLOKWANE UNITED FOOTBALL ACADEMY(CLUB)",48500.0
2017-08-17T00:00:00Z,100824,"PHIZANTEKRAAL RUGBY FOOTBALL CLUB",76680.0
2017-11-30T00:00:00Z,100848,"KOPANO KE MAATLA COMMUNITY CARE GIVER",109000.0
2017-10-02T00:00:00Z,100855,"UTHUNGULU CRICKET UNION",53110.0
2017-08-30T00:00:00Z,100856,"KOKSTAD RUGBY FOOTBALL CLUB",50000.0
2017-08-30T00:00:00Z,100858,"PMB Y GYMNASTICS CLUB",50000.0
2017-06-05T00:00:00Z,100867,"NORTH WEST DARTS ASSOCIATION",200000.0
2017-05-17T00:00:00Z,100883,"KAMPLITS VOLLEYBALL CLUB",49660.0
2017-05-03T00:00:00Z,100920,"TSIDI AGED CLUB",50000.0
2017-05-05T00:00:00Z,100925,"SOUTH AFRICAN FRESHWATER BANK ANGLING FEDERATION",150000.0
2017-08-25T00:00:00Z,100934,"MOLETJIE ATHLETICS CLUB",77000.0
2017-11-17T00:00:00Z,100962,"MOKGOPHANA PRE",80000.0
2017-08-01T00:00:00Z,100963,"MNINGINISI DEVELOPMENT AND BRAVE LADIES F.C.",50000.0
2017-11-30T00:00:00Z,100967,"PFUNEKANI NHLANEKI VICTIM EMPOWERMENT CENTRE",80000.0
2017-11-30T00:00:00Z,101060,"MOKORORWANE CRECHE AND PRE",93700.0
2017-11-30T00:00:00Z,101065,"MASHASHANE VICTIM SUPPORT CENTRE",286250.0
2017-12-12T00:00:00Z,101089,"KHOMANANI PRE",102000.0
2017-11-30T00:00:00Z,101091,"MTSETWENI PRE",91000.0
2018-01-16T00:00:00Z,101099,"MUSEKWAFHATANI DAY CARE CENTRE",142752.0
2017-12-20T00:00:00Z,101121,"GOLDEN STARS FOOTBALL CLUB",50000.0
2017-04-26T00:00:00Z,101130,"HARLEQUINS RUGBY CLUB CONSTITUTION",100080.1
2017-12-12T00:00:00Z,101148,"CHILD WELFARE S.A :MOSSEL BAY",299654.0
2017-12-12T00:00:00Z,101149,PATCH,703069.0
2017-07-24T00:00:00Z,101155,"SISONKE SPORTS DEVELOPMENT CLUB",100340.0
2017-12-20T00:00:00Z,101174,"UNITED BROTHERS CRICKET CLUB",75000.0
2017-12-20T00:00:00Z,101175,"KWADWESI ALLSTARS FOOTBALL CLUB",150000.0
2018-01-29T00:00:00Z,101221,"UKUNAKEKELA ADULT AND CHILDREN HOME BASED CENTRE",138610.0
2017-12-05T00:00:00Z,101272,"BROTHERS OF PEACE FOOTBALL CLUB",50000.0
2017-05-05T00:00:00Z,101274,"EVERGREEN RUGBY FOOTBALL CLUB",200000.0
2017-11-02T00:00:00Z,101292,"NOMPUMELELO UNITED RUGBY FOOTBALL CLUB",50000.0
2017-07-24T00:00:00Z,101305,"UITENHAGE HOCKEY CLUB",50000.0
2017-07-24T00:00:00Z,101308,"UNITED BARBARIANS RUGBY FOOTBALL CLUB",75000.0
2017-08-17T00:00:00Z,101333,"RIVERSIDE FOOTBALL CLUB",50000.0
2017-05-03T00:00:00Z,101337,"COMRADES RUGBY FOOTBALL CLUB",97500.0
2017-12-21T00:00:00Z,101342,"RAINBOW SISTERS FOOTBALL CLUB",75000.0
2017-12-05T00:00:00Z,101350,"IKHEPHU SKI PUPS",74500.0
2017-06-05T00:00:00Z,101366,"EAST CAPE CYCLING",998834.0
2017-09-07T00:00:00Z,101375,"MATATIELE RUGBY CLUB",100634.0
2017-12-05T00:00:00Z,101385,"VIKINGS AQUATIC CLUB",100026.0
2017-08-15T00:00:00Z,101395,"GELVANDALE CRICKET CLUB",50103.0
2018-03-16T00:00:00Z,101403,"WEMBLEY TENNIS CLUB",100660.0
2017-07-20T00:00:00Z,101421,"THE ENABLEMENT CENTRE FOR THE DISABLED",179299.0
2017-08-15T00:00:00Z,101426,"SOUTH AFRICAN COMMUNITY DEVELOPMENT WITH LIFE SKILLS INSTITUTION AND SUPPORT GROUP",68000.0
2017-12-12T00:00:00Z,101457,"REHLAHLILWE HOME COMMUNITY BASED CARE",181429.0
2017-04-21T00:00:00Z,101479,"ALGOA Bay Yatch Club",100000.0
2017-06-08T00:00:00Z,101495,"DIKOPO CRECHE",100000.0
2018-02-28T00:00:00Z,101497,"KATLEHONG EARLY LEARNING RESOURCE UNIT TRUST",140000.0
2017-06-08T00:00:00Z,101499,"TSWELOPELE EDUCARE CENTRE",100000.0
2017-11-30T00:00:00Z,101502,"SEDUMONG FOOTBALL CLUB",79250.68
2017-06-05T00:00:00Z,101508,"MASEMOLA KICKS FOOTBALL CLUB",80679.2
2017-08-30T00:00:00Z,101511,"ROCK MOUNTAIN FOOTBALL CLUB",79250.68
2017-08-21T00:00:00Z,101514,"MITCHELLS PLAIN TENNIS CLUB",50000.0
2017-09-19T00:00:00Z,101515,"KGOTSONG CRECHE",100000.0
2018-03-14T00:00:00Z,101515,"KGOTSONG CRECHE",98000.0
2017-11-30T00:00:00Z,101517,"MPHATLALATSANE NALEDI YA MESO LUNCHEON CLUB",100000.0
2017-06-08T00:00:00Z,101519,"THABANG EDU",100000.0
2017-06-08T00:00:00Z,101521,"TLHOLO CRECHE",100000.0
2017-05-12T00:00:00Z,101523,"REFENGKGOTSO HIV/AIDS CONSORTIUM",100000.0
2017-11-30T00:00:00Z,101523,"REFENGKGOTSO HIV/AIDS CONSORTIUM",79000.0
2017-05-12T00:00:00Z,101525,"MOHAU EDUCARE",100000.0
2017-05-12T00:00:00Z,101526,"REFENG KGOTSO LERATONG CARE CENTRE",100000.0
2017-09-19T00:00:00Z,101527,"LERATO EDUCARE CENTRE",100000.0
2017-04-26T00:00:00Z,101530,"KARABO DAY CARE CETRE",100000.0
2018-03-16T00:00:00Z,101530,"KARABO DAY CARE CENTRE",79000.0
2017-05-12T00:00:00Z,101537,"REFILOE DAY CARE",107500.0
2018-02-09T00:00:00Z,101537,"REFILOE DAY CARE",100000.0
2017-06-08T00:00:00Z,101540,"BOITHABISO LUNCHEON CLUB",100000.0
2017-07-24T00:00:00Z,101550,"ROADSIDE COMMUNITY PROJECT",82500.0
2017-06-08T00:00:00Z,101551,"A.F.M LEBONE DAY CARE CETRE",100000.0
2017-09-01T00:00:00Z,101555,"INGUBO CHILDREN'S HAVEN",90000.0
2017-08-23T00:00:00Z,101567,"TISANE FOOTBALL CLUB",79250.68
2017-08-30T00:00:00Z,101568,"DIARORA FOOTBALL CLUB",79775.08
2017-09-01T00:00:00Z,101638,J,63100.0
2018-02-15T00:00:00Z,101692,CHRISTELIK,128715.0
2017-10-19T00:00:00Z,101710,"DISABLED  CHILDREN'S ACTION GROUP",180000.0
2017-09-01T00:00:00Z,101714,"SOPHAKAMA COMMUNITY BASED DEVELOPMENT,CARE & SUPPORT PROGRAMME",100000.0
2017-12-12T00:00:00Z,101776,ACVV,500000.0
2017-12-20T00:00:00Z,101831,"SANRA SASOLBURG ALKOHOL EN DWELMSENTRUM",139561.0
2017-12-12T00:00:00Z,101848,"ENGO FAMILY CARE VILJOENSKROON",138697.0
2017-09-01T00:00:00Z,101862,"SAKHISIZWE EDUCARE CENTRE",100000.0
2018-01-16T00:00:00Z,101895,"MPHEPHU ORPHANS & VULNERABLE CHILDREN DROP",100000.0
2017-12-21T00:00:00Z,101902,"MEADOWRIDGE BOWLING CLUB",50000.0
2017-12-12T00:00:00Z,101937,"RETHABILE AFTER SCHOOL CARE",80000.0
2017-11-24T00:00:00Z,101943,"DURBANVILLE/BELLVILLE RUGBY CLUB",150066.4
2017-10-27T00:00:00Z,101955,"SILINDILE MULTI",139670.0
2017-08-01T00:00:00Z,101963,"BOLAND TABLE TENNIS UNION",100000.0
2017-08-30T00:00:00Z,101991,"MBEKWENI SUNDOWNS FOOTBALL CLUB",98070.0
2018-01-23T00:00:00Z,102063,"DWARS RIVER CATHOLIC PARISH AIDS RESPONSE PROJECT",70000.0
2017-05-03T00:00:00Z,102114,"VELDDRIF RVK",50161.95
2017-12-21T00:00:00Z,102118,"WESTERN PROVINCE FENCING",110000.0
2017-08-01T00:00:00Z,102136,"BOSELE HOME BASED CARE",300700.0
2017-06-13T00:00:00Z,102148,"KAMVELIHLE CHILDREN'S HOME",300000.0
2017-12-21T00:00:00Z,102171,"THE SOCIETY FOR THE PREVENTION OF CRUELTY TO A",594220.0
2017-12-12T00:00:00Z,102195,EL,275000.0
2018-03-14T00:00:00Z,102216,"NORTHERN FREE STATE JUDO",464500.0
2017-11-24T00:00:00Z,102220,"ETHEMBENI DAY CARE CENTRE",100000.0
2017-08-30T00:00:00Z,102328,"PORTERVILLE CRICKET CLUB",74189.0
2018-02-28T00:00:00Z,102330,VRYSTAAT,139100.0
2017-11-24T00:00:00Z,102334,"WE CARE PROJECT INITIATIVE",53000.0
2017-08-08T00:00:00Z,102352,"MPUMALANGA TENNIS ASSOCIATION",329900.0
2017-12-21T00:00:00Z,102355,"WESTERN PROVINCE JUKSKEI FEDERASIE",42000.0
2017-04-26T00:00:00Z,102357,"SASOL WRESTLING CLUB",175740.0
2017-06-05T00:00:00Z,102358,"THISTLE BASEBALL CLUB",55278.6
2017-10-27T00:00:00Z,102403,"LEARNER'S MOVEMENT OF SOUTH AFRICA",99308.0
2017-12-20T00:00:00Z,102407,"C.O.C THUSONG DAY CARE CENTRE",70000.0
2018-02-23T00:00:00Z,102411,"ST JOSEPH PRE",129275.0
2017-10-27T00:00:00Z,102424,"ITHEMBA LABANTU LUTHERAN COMMUNITY CHURCH",140000.0
2018-02-09T00:00:00Z,102448,"HUIS HORISON, SENTRUM VIR DIE VERSORGING VAN INTELLEKTUEEL GESTRANDE VOLWASSE MENSE (VERENIGING INGEKYF KR",120000.0
