Date,Project,Name,Province,Sector,Amount
2017-08-17,104221,ENZONDWANE PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-10-02,104222,NKOMAZI LADIES F.C,MP,SPORTS,180226.0
2017-11-24,104223,MATOPELO HOPE CENTER,NW,CHARITIES,58000.0
2017-08-25,104224,MZINTI LADIES FOOTBALL CLUB,MP,SPORTS,326100.0
2018-01-29,104225,EL-SHAMMAH HOME FOR ABANDONED BABIES,GP,CHARITIES,110817.0
2017-11-15,104231,HOPE MULTI -PURPOSE DROP IN CENTRE,FS,CHARITIES,180000.0
2017-06-15,104233,NGOMA PEOPLE THREATRE,LP,ARTS,616000.0
2017-08-21,104235,MATSAFENI PRIMARY SCHOOL,MP,SPORTS,283035.0
2017-08-21,104236,LUVOLWETFU PRIMARY SCHOOL,MP,SPORTS,300000.0
2017-05-25,104238,Agape Family Life Center,NC,CHARITIES,142500.0
2017-10-27,104243,TAU KOLOBE OLD AGE CENTRE,LP,CHARITIES,92240.0
2017-12-20,104246,PORT ELIZABETH LADIES BENEVOLENT SOCIETY,EC,CHARITIES,294588.0
2017-08-23,104247,GUGULETHU ULIBHONGOLWETHU SPORT DEVELOPMENT ORGANISATION,WC,SPORTS,51000.0
2017-09-19,104248,MALANDA PRIMARY,KZN,SPORTS,298353.65
2017-10-02,104250,KEI ROAD SPRINGBOK,EC,SPORTS,61225.0
2017-08-21,104252,NSABALELE PRIMARY SCHOOL,KZN,SPORTS,285653.65
2017-11-24,104254,PHASULA PRIMARY SCHOOL,KZN,SPORTS,298060.95
2018-01-16,104255,NEWTON DIENSSENTRUM,WC,CHARITIES,70600.0
2017-08-25,104259,DIKGORWANENG PRIMARY SCOOL,NW,SPORTS,299998.0
2017-11-20,104260,LAERSKOOL STAATS PRIMARY,NC,SPORTS,308670.6
2017-08-23,104261,THANDIZWE PRIMARY SCHOOL,KZN,SPORTS,249543.0
2017-11-24,104262,IKHWEZI PRIMARY SCHOOL,KZN,SPORTS,249500.0
2017-12-21,104264,AFRICAN VICO NPC,KZN,ARTS,250000.0
2017-11-20,104265,PHEPHA JUNIOR PRIMARY SCHOOL,KZN,SPORTS,298353.63
2017-11-14,104267,MMABO COMMUNITY CENTRE,NW,CHARITIES,74150.0
2017-10-27,104270,MAPHOSA DROP IN CENTRE,LP,CHARITIES,50000.0
2017-08-23,104272,THE NOVALIS UBUNTU INSTITUTE,WC,CHARITIES,140000.0
2017-11-20,104276,DR JM RADEBE FOUNDATION NPC,KZN,ARTS,264224.0
2017-08-30,104277,KGAMPI PRIMARY SCHOOL,LP,SPORTS,300000.0
2017-10-02,104285,NQWATI J.S.S,EC,SPORTS,289993.0
2017-10-19,104286,WOZA SONKE ORGANISATION,KZN,CHARITIES,26000.0
2017-09-28,104287,MTWENI SENIOR SEC SCHOOL,EC,SPORTS,300000.0
2017-11-24,104288,JOKWANA J.S.S,EC,SPORTS,300000.0
2017-09-28,104289,UPPER FALAKAHLA J.S.S,EC,SPORTS,300000.0
2017-10-02,104290,BHONGOLETHU PRIMARY SCHOOL,EC,SPORTS,289500.0
2017-09-28,104292,ITOMBO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-23,104293,VULINDLELA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-09-28,104294,KETI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-23,104301,MNGEKA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-09-28,104302,JOJWENI S.P.S,EC,SPORTS,300000.0
2017-10-18,104303,THE MANGAUNG FOUNDATION NPC,FS,ARTS,378883.0
2018-02-09,104303,THE MANGAUNG FOUNDATION NPC,FS,ARTS,94721.0
2017-11-20,104305,FADOCSA LIRU (FADOCSA LEARNING AND INFORMATION RESOURCE UNIT),FS,CHARITIES,46550.0
2017-11-23,104306,MATSHONGWE PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-11-23,104307,MASITHANDANENI YOUTH ORGANISATION,KZN,CHARITIES,62800.0
2017-12-20,104311,VILLA NORA VICTIM EMPOWERMENT CENTRE,LP,CHARITIES,40000.0
2017-10-27,104312,FOLLOW THE SPOOR,WC,ARTS,230000.0
2017-11-23,104313,TAKUSENI SIMULATION CENTRE,LP,CHARITIES,30500.0
2017-06-05,104314,SOURCE POINT,NC,ARTS,314000.0
2018-03-29,104315,RIEBEEK COLLEGE GIRLS' HIGH SCHOOL,EC,SPORTS,300000.0
2018-01-16,104317,LIGHT OF NATION YOUTH PROJECTS,GP,ARTS,160000.0
2017-10-27,104318,NJ MAHLANGU SECONDARY SCHOOL,MP,SPORTS,265000.0
2017-06-05,104319,INDIGO DEVELOPMENT AND CHANGE,NC,ARTS,1133376.0
2017-08-21,104323,MAWUVANA PRIMARY SCHOOL,MP,SPORTS,300000.0
2017-12-20,104324,HOECHST PRIMARY SCHOOL,MP,CHARITIES,300000.0
2017-11-23,104327,ISIBANKWA PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-08-30,104329,SERVICE OF LOVE,MP,CHARITIES,18000.0
2018-01-16,104330,INKATHO COMMUNITY PROJECTS,KZN,CHARITIES,56828.0
2017-06-05,104335,ARCH ENTERTAINMENT,NC,ARTS,1755200.0
2017-10-27,104336,IMPERANIPARK TEHUIS VIR BEJAARDES,FS,CHARITIES,100000.0
2017-08-01,104337,UITSIG CARE MISSION,WC,CHARITIES,57300.0
2017-12-20,104337,UITSIG CARE MISSION,WC,CHARITIES,133700.0
2017-11-23,104341,INKOSINATHI HIV/AIDS PROJECT,KZN,CHARITIES,60000.0
2017-11-23,104342,MAGCEKENI PRIMARY SCHOOL,KZN,SPORTS,240000.0
2017-08-01,104345,BATHO KOPANANG ORGANIZATION,NC,CHARITIES,82500.0
2017-11-20,104346,CHANGING LIFE ORGANISATION,KZN,CHARITIES,30000.0
2017-09-28,104347,SOUTH AFRICAN SPORT ASSOCIATION FOR THE INTELLECTUALLY IMPAIRED,LP,SPORTS,2328360.5
2017-12-21,104348,MAKHALIMA DEVELOPMENT CENTRE,KZN,CHARITIES,70000.0
2017-11-14,104350,PHEDISANG BANA REARABETSWE CENTRE FOR THE DISABLED,FS,CHARITIES,293884.0
2017-08-25,104351,MAKING A LIVING,FS,CHARITIES,207400.0
2018-03-02,104352,UBONGUMENZI SECONDARY SCHOOL,KZN,SPORTS,300000.0
2017-06-07,104357,MULENZHE DEVELOPMENT TRUST,LP,ARTS,2677800.0
2017-10-13,104357,MULENZHE DEVELOPMENT TRUST,LP,ARTS,669450.0
2017-12-21,104361,QUADRIPLEGIC ASSOCIATION -GAUTENG NORTH,GP,CHARITIES,713300.0
2017-10-19,104362,Reliable Action,WC,CHARITIES,50000.0
2017-10-02,104363,ILITHA LABANTU,WC,CHARITIES,509000.0
2017-10-19,104365,REGENCY FOUNDATION NETWORK,WC,CHARITIES,320000.0
2017-11-23,104366,EDEN CYCLING ASSOCIATION,WC,SPORTS,128000.0
2017-08-21,104368,IDLANGEMABALA SECONDARY SCHOOL,MP,SPORTS,300000.0
2017-10-19,104370,LEBONE AIDS CARE PROJECT,GP,CHARITIES,122000.0
2017-08-30,104372,EDMUND RICE CAMPS,WC,CHARITIES,191705.0
2018-03-02,104376,THE ELUXOLWENI CHARITABLE TRUST,EC,CHARITIES,187560.0
2017-12-20,104377,KEISKAMMAHOEK CHILD AND YOUTH CARE CENTRE,EC,CHARITIES,300000.0
2017-08-01,104378,AGE IN ACTION NORTHERN CAPE,NC,CHARITIES,70000.0
2017-11-14,104381,AFRICAN TREE PRODUCTION,GP,ARTS,330000.0
2017-10-19,104383,NATIONAL CHILDRENS THEATRE TRUST,GP,ARTS,666480.0
2018-03-16,104384,MASIBUMBANE SERVICE CENTRE,EC,CHARITIES,60000.0
2017-08-08,104385,THATO COMMUNITY CRISIS CENTRE,EC,ARTS,4800000.0
2017-08-17,104386,PHINDAMZALA ARTS COMPANY,MP,ARTS,1900000.0
2018-02-28,104387,KUMKA EARLY DEVELOPMENT INDEX,GP,CHARITIES,139300.0
2017-10-19,104389,LOUIS SWANEPOEL HOME,NW,CHARITIES,500000.0
2017-10-19,104391,THANDANANI MEALS ON WHEELS COMMUNITY SERVICES,GP,CHARITIES,90000.0
2017-10-02,104392,ORANGE FARM PRIMARY SCHOOL,GP,SPORTS,300000.0
2018-03-12,104393,TP VOICES OF TRIUMPH HELPING HANDS,GP,ARTS,178000.0
2017-11-20,104395,GOD FIRST OUTREACH ORGANISATION,WC,CHARITIES,110000.0
2018-03-16,104397,LUKHANYISWENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-23,104399,MHLATHUZE COMMUNITY DEVELOPMENT,KZN,CHARITIES,50000.0
2017-10-27,104400,NDABANKULU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2018-02-28,104401,QALIMFUNDO PRIMARY SCHOOL,KZN,SPORTS,300000.0
2018-02-28,104402,MANQILO SENIOR PRIMARY SCHOOL,EC,SPORTS,298260.0
2017-10-19,104403,GEM PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-12-21,104404,MENLO-ALKANT TENNIS CLUB,GP,SPORTS,50000.0
2017-09-28,104406,MI PARUK JUNIOR PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-11-30,104407,GOBAMAHLAMVU PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-10-19,104408,NTUTUBOLOLE CRECHE,NW,CHARITIES,100000.0
2017-11-14,104409,HOLDING HANDS FOUNDATION,GP,CHARITIES,50028.0
2017-12-21,104410,CENTRAL UNITED FOOTBALL CLUB,EC,SPORTS,156700.0
2017-04-20,104411,FIRE CHARISMATIC,NC,ARTS,2368000.0
2017-10-02,104412,MBOMBELA YOUNG SWALLOWS FC,MP,SPORTS,170659.0
2017-12-05,104414,ZIMISELE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2018-03-16,104415,EMANGQUZU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-21,104418,ARTISTICAN  STUDIOS,GP,ARTS,152000.0
2017-10-02,104419,WILLOWS FOOTBALL CLUB,EC,SPORTS,207066.0
2018-02-28,104420,THABATHA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-06-15,104421,ANDRIES CHICHA FOOTBALL PROGRAM,MP,SPORTS,168000.0
2017-09-28,104422,DALUXOLO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-08-01,104423,THE ANSWER MUSIC & ARTS TEAM,LP,ARTS,240000.0
2017-10-19,104425,SENECIO SUPPORT FOR PEOPLE WITH DISABILITIES,WC,CHARITIES,431835.0
2018-03-16,104426,SITUNZI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-19,104427,STAR OF INDIA FOOTBALL CLUB,EC,SPORTS,146000.0
2017-12-12,104428,KWAKHANYA SENIOR CITIZENS ORGANIZATION,EC,CHARITIES,90000.0
2017-10-12,104429,EHLEZENI PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-11-30,104431,IGUGULAMANYONI  JUNIOR PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-12-05,104433,OUR LADY OF INGWAVUMA PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-12-05,104434,MATHUTSHANA PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-09-28,104435,BHEKUMTHETHO PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-12-05,104438,NTABAMHLOPHE PRIMARY SCHOOL,KZN,SPORTS,299000.0
2018-03-16,104439,MPUMAZE JUNIOR SECONDARY SCHOOL,EC,SPORTS,294350.0
2017-09-28,104440,NEW LIFE SCHOOL,KZN,SPORTS,300000.0
2017-09-20,104441,IGUGU LESIZWE PROJECTS,GP,CHARITIES,104000.0
2017-12-21,104442,IKHAYA LENJABULO ORGANIZATION,KZN,CHARITIES,50000.0
2017-09-28,104444,M P MOKOENA PRIMARY SCHOOL,MP,SPORTS,296949.0
2017-11-23,104451,NAZARETH PRIMARY SCHOOL,KZN,SPORTS,300000.0
2018-02-23,104452,MGQWABAGQWABA PRIMARY SCHOOL,KZN,SPORTS,299098.18
2017-09-28,104453,NELSPRUIT PRIMARY SCHOOL,MP,SPORTS,300000.0
2017-09-28,104454,KULANATHI SENIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-19,104455,VRYSTAAT VERSORGING IN AKSIE AVONDVREDE TEHUIS BERJAADES,FS,CHARITIES,104800.0
2017-10-19,104456,PHINDA -MZALA ENTERTINMENT PROJECT,GP,ARTS,160000.0
2017-12-21,104457,MKHONJENI PRIMARY SCHOOL,KZN,ARTS,50000.0
2017-10-19,104458,LETHABO COMMUNITY CARE CENTRE,FS,CHARITIES,94000.0
2018-01-29,104461,MAYALUKA PRIMARY SCHOOL,KZN,SPORTS,278998.32
2018-01-16,104463,MKHOLOMBE PRIMARY SCHOOL,KZN,SPORTS,298200.0
2018-01-16,104465,MHUBHENI LUNCHEON CLUB,KZN,CHARITIES,75000.0
2017-05-17,104466,SPIRINEX NPC,GP,ARTS,3000000.0
2017-09-28,104468,OLYMPIAKOS FOOTBALL CLUB,NC,SPORTS,136388.0
2017-11-30,104469,WISANI DROP IN CENTRE,LP,CHARITIES,60000.0
2017-12-05,104470,MZINYENI PRIMARY SCHOOL,KZN,SPORTS,299999.4
2017-06-13,104471,SIZABONKE COMMUNITY CENTRE,NC,CHARITIES,80000.0
2017-11-14,104474,HOUSE OF HOME FOOD CENTRE,MP,CHARITIES,70000.0
2017-12-20,104475,DUTYWA WOMEN SUPPORT CENTRE,EC,CHARITIES,84000.0
2017-09-28,104478,MVUYAZI PRIMARY SCHOOL,MP,SPORTS,300000.0
2017-07-20,104485,TSHEPANO HOME BASED CARE,NC,CHARITIES,80000.0
2017-12-12,104487,JOK FOUNDATION,FS,CHARITIES,42300.0
2017-10-27,104489,MTSHAZI SPS,EC,SPORTS,301598.0
2017-11-20,104494,LESEDI YOUTH DEVELOPMENT PROGRAMME,GP,CHARITIES,150000.0
2017-08-01,104496,MOGOMOTSI  DROP-IN CENTRE,NC,CHARITIES,252500.0
2017-11-20,104500,TOKOLOHO FOUNDATION,FS,CHARITIES,80000.0
2017-10-19,104507,PROVINCIAL MANAGEMENT COMMITTEE OF YOUTH CARE CENTRE IN THE FREE STATE,FS,CHARITIES,274000.0
2017-10-19,104508,GRIFFONS RUGBY UNION,FS,SPORTS,750000.0
2017-12-21,104509,SEKUNJALO COMMUNITY DEVELOPMENT,GP,CHARITIES,70000.0
2017-10-27,104512,TULBAGH PIONEERS CRICKET CLUB,WC,SPORTS,125000.0
2017-10-19,104513,NEW GENERATION YOUTH CADETTE,WC,ARTS,23700.0
2017-11-20,104515,F.A.M.S.A BOLAND OVERBERG,WC,CHARITIES,492712.0
2017-10-27,104516,STELLENBOSCH VOEDINGSAKSIE,WC,CHARITIES,444500.0
2017-11-20,104517,DIE AFRIKAANSE CHRISTELIKE VROUEVERENIGING STRAND,WC,CHARITIES,420878.0
2017-10-19,104518,SOUTHERN CAPE EDUCATION TRUST,WC,CHARITIES,380000.0
2018-02-23,104522,SCOTTBURGH SURF LIFESAVING CLUB,KZN,SPORTS,128124.0
2018-03-12,104523,WELA PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-12-21,104524,MFUNZI PRIMARY SCHOOL,KZN,SPORTS,300000.0
2018-03-26,104528,EBHETHANI PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-10-27,104530,KLEINBRAK TENNIS CLUB,WC,SPORTS,25000.0
2017-10-27,104532,COLOSA JUNIOR SECONDARY SCHO0L,EC,SPORTS,298370.0
2017-10-27,104533,XABAJIYANA JSS,EC,SPORTS,300000.0
2017-12-20,104534,DONKERHOEK SOUP KITCHEN,NC,CHARITIES,100000.0
2017-12-12,104535,MORALADI PRIMARY SCHOOL,NC,SPORTS,300000.0
2017-10-19,104536,ITEKE O DIRELE SETSHABA HOME BASED CARE,NC,CHARITIES,80000.0
2017-10-19,104538,DOCKDA RURAL DEVELOPMENT AGENCY,NC,CHARITIES,533350.0
2017-11-30,104539,LEFELO LA KUTLWELO BOTLHOKO COMMUNITY CENTRE,NC,CHARITIES,495200.0
2018-02-09,104540,BANA BA THARI COMMUNITY BASED ORGANISATION,NC,CHARITIES,503000.0
2017-11-30,104541,UMJINDI CREATIVE AND CULTURAL INDUSTRIES OF SOUTH AFRICA,MP,ARTS,209177.0
2017-10-19,104543,FAMILY RESTORATION FOUNDATION,MP,CHARITIES,98000.0
2017-10-19,104544,SANDLA SOMUSA SOCIAL DEVELOPMENT,MP,CHARITIES,30100.0
2017-11-17,104548,ZANDILE COMBINED SCHOOL,MP,SPORTS,298000.0
2017-12-21,104549,SIBONGINTUTHUKO PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-12-21,104550,EKUPHUMLENI SERVICE CENTRE FOR THE AGED,EC,CHARITIES,90000.0
2018-03-02,104558,NOTHERN AREAS SOCCER BOARD - PE,EC,SPORTS,86000.0
2017-12-05,104560,JUDO INSTITUTE FOR PEOPLE WITH SPECIAL NEEDS,EC,SPORTS,139800.0
2017-11-14,104561,JERUSALEM HOME  BASED CARE,MP,CHARITIES,52800.0
2017-10-19,104562,NUMBI HOME BASED CARE,MP,CHARITIES,62000.0
2017-12-21,104563,CETSHE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-19,104564,KUNENE FOUNDATION AFTER SCHOOL CARE,MP,CHARITIES,98000.0
2018-02-28,104565,MKAMBATI SENIOR PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-10-27,104567,TSHONISWA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-10-02,104571,UBUHLE LEARNING CENTRE,MP,SPORTS,283035.0
2017-12-05,104572,NTONTELA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-12-14,104574,BADIRI SOCIAL TRANSFORMATION,GP,CHARITIES,60000.0
2017-11-23,104577,MOTHLE PRIMARY SCHOOL,NW,SPORTS,234133.0
2017-12-21,104582,OQUNGWENI PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-11-30,104584,LOKOTHWAYO COMBINED SCHOOL,KZN,SPORTS,263249.3
2017-09-28,104586,MAHHUSHE AGRICULTURAL HIGH SCHOOL,MP,SPORTS,300000.0
2017-09-28,104587,RENYAKALLETSE P/S,FS,SPORTS,300000.0
2017-10-19,104589,GIRLS FOR FUTURE ORGANISATION,FS,CHARITIES,62000.0
2017-11-17,104590,MIYKAEL INSTITUTE OF DIVINE ARTS,GP,ARTS,393920.0
2017-12-21,104591,IKEMELENG COMMUNITY PROJECT,FS,CHARITIES,96000.0
2017-11-30,104592,SIYABONGA CRECHE,KZN,CHARITIES,69634.0
2017-09-28,104593,SIMON MOSHIWADIBA FOUNDATION,GP,ARTS,237000.0
2018-01-16,104593,SIMON MOSHIWADIBA FOUNDATION,GP,ARTS,59990.0
2017-09-28,104595,MAHLEKISANE PRIMARY SCHOOL,MP,SPORTS,300380.0
2017-12-21,104607,LESEDI LABATJHA REHABILITATION CENTRE,GP,CHARITIES,71200.0
2017-12-05,104614,VUKA - UKHANYE COMMUNITY DEVELOPMENT,GP,CHARITIES,32000.0
2017-11-30,104615,QEDUSIZI COMMUNITY BASED DROP-IN-CENTRE,MP,CHARITIES,45000.0
2017-10-27,104617,KHOMANANI MAGAZA TRADITIONAL DANCE,MP,ARTS,266080.0
2017-08-15,104622,VHAFHI DEVELOPMENT ORGANISATION,LP,ARTS,336000.0
2017-12-20,104623,WEST RAND SOCCER LEGEND,GP,SPORTS,56000.0
2017-12-21,104624,DEDENI SPS,EC,SPORTS,300000.0
2017-10-19,104625,LEKGALONG PRIMARY SCHOOL,GP,SPORTS,300000.0
2017-07-26,104630,UNIVERSITY OF SPORTS SOUTH AFRICA,GP,SPORTS,2000000.0
2017-12-21,104632,,KZN,CHARITIES,60000.0
2017-10-27,104634,YOUNG LEED FOOTBALL CLUB,GP,SPORTS,199713.0
2017-12-12,104636,MPAHLENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-19,104637,PUBLIK KREATIVITY DRAMA KREW,GP,ARTS,936000.0
2017-10-19,104638,RANDBURG TENNIS CLUB,GP,SPORTS,198000.0
2017-12-12,104641,MZIMKULU JUNIOR SEC SCHOOL,EC,SPORTS,300000.0
2018-02-23,104642,NHLALAKAHLE PRIMARY SCHOOL,KZN,SPORTS,306109.55
2018-02-23,104643,EMNGCELENI PRIMARY SCHOOL,KZN,SPORTS,296979.8
2017-10-27,104644,WILI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-12-05,104645,KWEZI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-27,104647,NGUBETOLE BAM JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-08-25,104648,TSHIHLO SECONDARY SCHOOL,LP,SPORTS,300000.0
2017-10-27,104650,MPUTI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-09-28,104651,TALENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-27,104652,NGXONGWENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,296400.0
2017-09-28,104653,NGCAKA J.S.S,EC,SPORTS,300000.0
2017-11-20,104654,MPUME JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-12-20,104655,NKELEKETE JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-19,104656,BETHESDA SPECIAL SCHOOL,GP,SPORTS,300000.0
2018-02-28,104657,KENTANI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-30,104658,HILTON TENNIS CLUB,KZN,SPORTS,150000.0
2017-10-19,104659,KHATAZA DROP IN CENTRE,MP,CHARITIES,50000.0
2017-12-20,104660,LENGENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-12-05,104661,DAYIZENZA HOME BASED CARE,MP,CHARITIES,100000.0
2017-07-26,104662,NATIONAL HERITAGE PROJECT,GP,ARTS,3800000.0
2017-11-30,104664,SIFISO SETHU HOME BASED CARE,MP,CHARITIES,58338.0
2017-12-20,104670,THE JOHANNESBURG CHILDREN'S HOME,GP,CHARITIES,1590500.0
2018-01-16,104674,EHLWATHI PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-10-27,104678,MANQOBA JUNIOR SECONDARY SCHOOL,EC,SPORTS,295147.0
2017-12-21,104679,SIGIDISABATHEMBU PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-12-20,104680,MAPASA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-12-12,104681,HIV SA,GP,CHARITIES,600000.0
2018-03-12,104682,EASY BEE DAY CARE,KZN,CHARITIES,231070.0
2017-12-20,104683,QWANINGA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-30,104684,COMMUNITY ORIENTATION PROGRAMME,KZN,CHARITIES,64339.0
2017-12-21,104685,NTLAHLANE JUNIOR SECONDARY SCHOOL,EC,SPORTS,316900.0
2017-12-20,104686,XHAKA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-30,104688,HLUVUKANI HOME BASED CARE CENTRE,MP,CHARITIES,77832.0
2017-11-30,104689,ISLINGTON HOME COMMUNITY BASED CARE,MP,CHARITIES,60560.0
2017-10-19,104690,VALHALLA TENNIS CLUB,GP,SPORTS,200650.0
2017-12-21,104691,INKOSI IHLALANATHI,KZN,CHARITIES,84000.0
2017-11-30,104692,LANGENHOVEN GIMNASIUM,WC,SPORTS,300000.0
2018-02-09,104693,MAGAYE VISUAL IMPAIRED PEOPLE'S ASSOCIATION,KZN,CHARITIES,170940.0
2017-08-25,104694,SOUTH AFRICAN INTERNATIONAL BALLET COMPETITION,GP,ARTS,1500000.0
2017-12-20,104695,MVUME SPRINGS SENIOR PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-11-30,104698,RE A KGONA MANKWENG DROP IN CENTRE FOR ORPHANS AND VULNERABLE CHILDREN,LP,CHARITIES,107000.0
2017-11-30,104702,BROOKLYN HOME BASED CARE,MP,CHARITIES,60560.0
2017-12-21,104703,PHUTIKWENA COMBINED SCHOOL,LP,ARTS,50000.0
2017-10-19,104705,SHISHILA CIVIC ORGANISATION,MP,ARTS,240000.0
2017-08-25,104706,LERAJANE PRIMARY SCHOOL,LP,SPORTS,250000.0
2017-12-21,104708,ASHVILLE PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-12-20,104717,BHOLANI JUNIOR PRIMARY SCHOOL,EC,SPORTS,300000.0
2018-03-28,104718,MATAFANA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-27,104719,CWEBENI JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2018-03-07,104720,KHUTSONG YOUTH FRIENDLY SERVICE,GP,CHARITIES,240000.0
2017-10-27,104730,MASWAKAZI JJUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2018-02-28,104732,KWA-DICK JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-20,104733,KISHUGU NON PROFIT COMPANY,WC,ARTS,780000.0
2017-09-28,104737,SIBONELO COMBINED SCHOOL,MP,SPORTS,300000.0
2017-12-20,104738,NTAFUFU JUNIOR SECONDARY SCHOOL,EC,CHARITIES,300000.0
2017-11-20,104740,MMAKELETSE OLD AGED CENTRE,LP,CHARITIES,100000.0
2017-11-30,104741,BULUMKO JUNIOR PRIMARY SCHOOL,EC,SPORTS,297500.0
2017-12-21,104742,CORONATIONVILLE CARE CENTRE AND WORKSHOPS ( THE CENTRO),GP,CHARITIES,351829.0
2017-08-30,104748,BIANCA  ACADEMY FOOTBALL ASSOCIATION,NW,SPORTS,191246.0
2017-12-20,104750,RINGARS BOYZ FOOTBALL CLUB,FS,SPORTS,36845.0
2017-11-21,104751,QUMBULWANA SENIOR PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-10-27,104752,NONTLOKO JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-11-08,104753,RUST TER VAAL PRIMARY  SCHOOL,GP,SPORTS,300000.0
2017-10-27,104754,UPPER CEGCUWANA JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-27,104755,MTWAKU JUNIOR SECONDARY SCHOOL,EC,SPORTS,300000.0
2017-10-27,104756,MDABUKA JSS,EC,SPORTS,300000.0
2017-11-30,104759,MAFIWA DROP IN CENTRE,LP,CHARITIES,60000.0
2017-10-19,104763,KONKOLODI EARLY LEARNING CENTRE,NW,CHARITIES,185730.0
2017-10-19,104764,TSWELOPELE COMMUNITY PROJECTS,NW,CHARITIES,76900.0
2017-10-19,104766,GOOD SHERPHERD MISSION,NW,CHARITIES,129130.0
2017-10-19,104769,AGCC HEARTS AND HANDS ELC,NW,CHARITIES,182519.0
2017-10-19,104771,ARE-AGANENG CENTRE,NW,CHARITIES,80597.0
2017-10-19,104772,RUTANANG LEARNING CENTRE,NW,CHARITIES,300000.0
2017-11-20,104773,SEAL COLLEGE,WC,CHARITIES,230000.0
2018-02-09,104774,COLVILLE COMMUNITY PROJECT,NC,CHARITIES,57617.0
2017-10-19,104775,BRIDGETOWN THEATRE COMPANY,WC,ARTS,346000.0
2017-11-23,104776,BLOEMANDA SOUP KITCHEN,NC,CHARITIES,143180.0
2017-10-12,104778,NICRO,WC,CHARITIES,5000000.0
2018-01-11,104779,MABEDLANA PRIMARY SCHOOL,KZN,SPORTS,300000.0
2017-11-20,104781,MBHASHE SENIOR PRIMARY SCHOOL,EC,SPORTS,300000.0
2017-11-23,104782,THUTHUKISA IMPILO ORGANIZATION,KZN,CHARITIES,43500.0
