Name,Province,Sector,Amount
Rural Educational Development Corporation,NORTH WEST,CHARITIES,100000
Sanpark,NORTH WEST,CHARITIES,28498
Sanpark Alcohol and Drug Centre,NORTH WEST,CHARITIES,51000
Sanpark Alcohol and Drug Centre,NORTH WEST,CHARITIES,252000
SAVF: Huis Anna Viljoen,NORTH WEST,CHARITIES,60000
SAVF: Coligny,NORTH WEST,CHARITIES,28100
SAVF: Family Care Klerksdorp,NORTH WEST,CHARITIES,144000
SAVF: Kosmos Community Centre,NORTH WEST,CHARITIES,200000
SAVF: Lichtenburg,NORTH WEST,CHARITIES,70000
SAVF: Lichthuis Tehuis,NORTH WEST,CHARITIES,100000
SAVF: Lolliepop Crèche,NORTH WEST,CHARITIES,50000
SAVF: Rethabile Klerksdorp Children’s Home,NORTH WEST,CHARITIES,500000
SAVF: Siembamba Day Care,NORTH WEST,CHARITIES,50000
SAVF: Ventersdorp Old Age Home,NORTH WEST,CHARITIES,50000
Sizanani Training Centre,NORTH WEST,CHARITIES,50000
SPCA Mafikeng,NORTH WEST,CHARITIES,40000
SPCA Rustenburg,NORTH WEST,CHARITIES,50000
St John the Baptist Catholic Clinic,NORTH WEST,CHARITIES,728150
Stilfontein Child and Family Welfare Society,NORTH WEST,CHARITIES,80000
Suid Afrikaanse Vroue Federasie,NORTH WEST,CHARITIES,300000
Suid Afrikaanse Vroue Federasie: Zeerust,NORTH WEST,CHARITIES,50000
Thusano,NORTH WEST,CHARITIES,2000000
Triest Training Centre,NORTH WEST,CHARITIES,300000
Tshwara Otiise Crèche,NORTH WEST,CHARITIES,70000
Tshwaraganang Centre of People with Disabilities,NORTH WEST,CHARITIES,100000
Zeerust Tehuis vir Bejaardes,NORTH WEST,CHARITIES,150000
Aan Oewer Service Centre,WESTERN CAPE,CHARITIES,350775
Abbeyfield Society of South Africa,WESTERN CAPE,CHARITIES,200000
Abigail Women’s Movement,WESTERN CAPE,CHARITIES,50000
ABRI Foundation,WESTERN CAPE,CHARITIES,250000
ACVV Aandskemering Home for Aged,WESTERN CAPE,CHARITIES,150000
ACVV Bothasig Crèche Dienstak,WESTERN CAPE,CHARITIES,95000
ACVV Calitzdorp,WESTERN CAPE,CHARITIES,229088
ACVV Calvinia,WESTERN CAPE,CHARITIES,61380
ACVV Despatch,WESTERN CAPE,CHARITIES,35000
ACVV Dienssentrum Swellendam,WESTERN CAPE,CHARITIES,316300
ACVV Dysselsdorp: Swartberg Dienssentrum,WESTERN CAPE,CHARITIES,50000
ACVV Elandsbaai,WESTERN CAPE,CHARITIES,49638
ACVV Franschhoek,WESTERN CAPE,CHARITIES,268185
ACVV George,WESTERN CAPE,CHARITIES,121400
ACVV Grabouw,WESTERN CAPE,CHARITIES,86000
ACVV Grabouw,WESTERN CAPE,CHARITIES,67224
ACVV Hoof Bestuur,WESTERN CAPE,CHARITIES,201866
ACVV Huis Bergsig,WESTERN CAPE,CHARITIES,86000
ACVV Huis Soeterus,WESTERN CAPE,CHARITIES,100000
ACVV Malmesbury,WESTERN CAPE,CHARITIES,250000
ACVV Miernes Speelgroep,WESTERN CAPE,CHARITIES,25000
ACVV Mitchells Plain,WESTERN CAPE,CHARITIES,520000
ACVV Montagu,WESTERN CAPE,CHARITIES,92300
ACVV Paarl Valley,WESTERN CAPE,CHARITIES,8000
ACVV Paarl Valley,WESTERN CAPE,CHARITIES,10500
ACVV Paarl Valley,WESTERN CAPE,CHARITIES,4140
ACVV Paarl Valley,WESTERN CAPE,CHARITIES,100000
ACVV Paarl Valley,WESTERN CAPE,CHARITIES,15000
ACVV Riversdal,WESTERN CAPE,CHARITIES,30000
ACVV Robertson,WESTERN CAPE,CHARITIES,150000
ACVV Somerset West,WESTERN CAPE,CHARITIES,150000
ACVV Strand,WESTERN CAPE,CHARITIES,300000
ACVV Strand: Bright Lights,WESTERN CAPE,CHARITIES,342283
ACVV Strand: Day Care Speelkasteel Strand,WESTERN CAPE,CHARITIES,140000
ACVV Swellendam,WESTERN CAPE,CHARITIES,308200
ACVV Wellington,WESTERN CAPE,CHARITIES,21700
ACVV Worcester,WESTERN CAPE,CHARITIES,100000
ACVV Worcester: Xolani Crèche,WESTERN CAPE,CHARITIES,12000
African Scholar’s Fund,WESTERN CAPE,CHARITIES,170000
Afrikaans Christelike Vroue Vereeniging,WESTERN CAPE,CHARITIES,270000
Age In Action Western Cape: HIV/Aids Project,WESTERN CAPE,CHARITIES,278000
Age In Action Western Cape: St Monica’s,WESTERN CAPE,CHARITIES,93000
Aids Action Group of the Northern Areas of Cape Town,WESTERN CAPE,CHARITIES,120000
Albertinia Versorgingsdienste,WESTERN CAPE,CHARITIES,232313
Alta Du Toit Care,WESTERN CAPE,CHARITIES,150000
Andries Olivier Durbanville Quadriplegic Centre,WESTERN CAPE,CHARITIES,297885
Animal Anti-Cruelty League – Cape Town,WESTERN CAPE,CHARITIES,320000
Animal Rescue Organisation,WESTERN CAPE,CHARITIES,600000
Association for Physically Disabled: Die Werkswinkel,WESTERN CAPE,CHARITIES,100000
Association for the Physically Disabled,WESTERN CAPE,CHARITIES,150000
Athlone YMCA,WESTERN CAPE,CHARITIES,70000
Autism Western Cape,WESTERN CAPE,CHARITIES,200000
Beaconvale Community Care Centre,WESTERN CAPE,CHARITIES,480000
Bel Porto Foundation for Handicapped Children,WESTERN CAPE,CHARITIES,150000
Bergzicht Training Centre,WESTERN CAPE,CHARITIES,267108
Bollie Land Crèche,WESTERN CAPE,CHARITIES,60000
Breede River Hospice,WESTERN CAPE,CHARITIES,132000
Build Adult Learning Co Operate (BALCO),WESTERN CAPE,CHARITIES,100000
Caledon Gemeenskapsdiens,WESTERN CAPE,CHARITIES,431208
Camphill Farm Community,WESTERN CAPE,CHARITIES,836884
Camphill School Hermanus,WESTERN CAPE,CHARITIES,300000
Cancer Association of SA Western Cape,WESTERN CAPE,CHARITIES,1886742
Cape Educational Trust: the Early Learning Resource Unit,WESTERN CAPE,CHARITIES,300000
Cape Flats Development Association,WESTERN CAPE,CHARITIES,2000000
Cape Heart Community and Educational Theatre: Amasa Ubuntu Project,WESTERN CAPE,CHARITIES,150000
Cape Kidney Association,WESTERN CAPE,CHARITIES,196480
Cape Mental Health Society,WESTERN CAPE,CHARITIES,710000
Cape of Good Hope SPCA,WESTERN CAPE,CHARITIES,250000
Cape Town Association for Physically Disabled: Hout Bay,WESTERN CAPE,CHARITIES,23400
Cape Town Association for the Physically Disabled,WESTERN CAPE,CHARITIES,600000
Cape Town Child Welfare,WESTERN CAPE,CHARITIES,1000000
Cape Town Drug Counselling Centre,WESTERN CAPE,CHARITIES,398235
Cape Town Society for the Blind,WESTERN CAPE,CHARITIES,50350
Cape Town Society for the Blind,WESTERN CAPE,CHARITIES,550000
Cape Town Society for the Blind,WESTERN CAPE,CHARITIES,181000
Cape Town Society for the Blind,WESTERN CAPE,CHARITIES,57722
Care Attendant Scheme,WESTERN CAPE,CHARITIES,12000
Catholic Welfare Development: Youth Connection,WESTERN CAPE,CHARITIES,212009
Centre for Creative Education,WESTERN CAPE,CHARITIES,152500
Centre for Early Childhood Development,WESTERN CAPE,CHARITIES,374800
Chipros Dienssentrum,WESTERN CAPE,CHARITIES,47790
Christelike Maatskaplike Raad: George,WESTERN CAPE,CHARITIES,100000
"Christelike Maatskaplike Raad: Hermanus, Stanford en Gansbaai",WESTERN CAPE,CHARITIES,30000
Christelike Maatskaplike Raad: Parow,WESTERN CAPE,CHARITIES,120000
Christelike Maatskaplike Raad: Ravensmead,WESTERN CAPE,CHARITIES,80000
Christelike Maatskaplike Raad: Heidelberg Kaap,WESTERN CAPE,CHARITIES,87000
Christelike Maatskaplike Raad; Kraaifontein,WESTERN CAPE,CHARITIES,179512
Christelike Maatskaplike Raad: Wynberg,WESTERN CAPE,CHARITIES,81729
Christine Revell Children’s Home,WESTERN CAPE,CHARITIES,298080
Citizens Advice Bureau,WESTERN CAPE,CHARITIES,90000
CMR: Clanwilliam,WESTERN CAPE,CHARITIES,80000
CMR: Vanrhynsdorp,WESTERN CAPE,CHARITIES,51000
CMR: Guguletu Community Centre,WESTERN CAPE,CHARITIES,133000
Comcare Trust,WESTERN CAPE,CHARITIES,60000
Community Based Child & Youth Protection Prog: Agape Community Services,WESTERN CAPE,CHARITIES,100000
Coronation Memorial Home for the Aged,WESTERN CAPE,CHARITIES,100000
Coronation Memorial Home for the Aged,WESTERN CAPE,CHARITIES,100000
CWD Ikhwezi Lomso,WESTERN CAPE,CHARITIES,139960
CWD Masiphuhlisane Community Centre,WESTERN CAPE,CHARITIES,133442
Diakonale Dienste Beaufort West,WESTERN CAPE,CHARITIES,290000
Diakonale Dienste Porterville,WESTERN CAPE,CHARITIES,20000
Diakonale Dienste Welsynorganisasie,WESTERN CAPE,CHARITIES,80000
Diatesda Oiknonia Community Development,WESTERN CAPE,CHARITIES,100000
Disabled People South Africa – Western Cape,WESTERN CAPE,CHARITIES,600000
Dolphin Educare Centre,WESTERN CAPE,CHARITIES,393200
Domestic Animal Rescue Organization,WESTERN CAPE,CHARITIES,100000
Durbanville Children’s Home,WESTERN CAPE,CHARITIES,1500000
Early Learning Centre,WESTERN CAPE,CHARITIES,100000
Educo Trust of Africa,WESTERN CAPE,CHARITIES,600000
Elim Home,WESTERN CAPE,CHARITIES,268268
Elsies River Service Centre for Aged and Meals on Wheels,WESTERN CAPE,CHARITIES,150000
Elsies River Social Welfare Association,WESTERN CAPE,CHARITIES,167000
Emmaus Protected Work Centre for the Disabled,WESTERN CAPE,CHARITIES,100311
Epilepsy South Africa: Western Cape,WESTERN CAPE,CHARITIES,200000
Ethels Place,WESTERN CAPE,CHARITIES,192000
FAMSA Karoo,WESTERN CAPE,CHARITIES,261140
FAMSA Western Cape,WESTERN CAPE,CHARITIES,311184
Fish Hoek-Kommetjie Noordhoek Welfare Association,WESTERN CAPE,CHARITIES,82800
Foundation for Alcohol Related Research,WESTERN CAPE,CHARITIES,780000
Foundation for Community Work,WESTERN CAPE,CHARITIES,139714
Foundation for Community Work: Atlantis Family in Focus,WESTERN CAPE,CHARITIES,15760
Foundation for Community Work: Bokmakierie Family in Focus,WESTERN CAPE,CHARITIES,50000
Foundation for Community Work: Eerste Rivier Family in Focus,WESTERN CAPE,CHARITIES,55913
Foundation for Community Work: Franschoek Family in Focus,WESTERN CAPE,CHARITIES,18000
Foundation for Community Work: Green Point Family in Focus,WESTERN CAPE,CHARITIES,36000
Foundation for Community Work: Masincedane Child,WESTERN CAPE,CHARITIES,33000
Foundation for Community Work: Mitchells Plain Family in Focus,WESTERN CAPE,CHARITIES,113239
Foundation for Community Work: Witsand Family in Focus,WESTERN CAPE,CHARITIES,18000
Franschhoek Belgian Development Trust,WESTERN CAPE,CHARITIES,244050
Friends of Alexandra,WESTERN CAPE,CHARITIES,500000
GC Williams Home,WESTERN CAPE,CHARITIES,100000
Gemeenskapdiens Robertson: Nikithemba Jeug Project,WESTERN CAPE,CHARITIES,180000
Goeie Begin Crèche,WESTERN CAPE,CHARITIES,12000
Goeie Begin Crèche: P K Botha,WESTERN CAPE,CHARITIES,132000
Golden Girls Children’s Home for the Disabled,WESTERN CAPE,CHARITIES,370000
Good Hope Educare Centre,WESTERN CAPE,CHARITIES,200000
Grabouw & District Family Welfare Society,WESTERN CAPE,CHARITIES,300000
Grabouw & District Family Welfare Society: Children are Precious,WESTERN CAPE,CHARITIES,200000
Groot Brakrivier Kinder en Gesinsorg,WESTERN CAPE,CHARITIES,70000
Haven Homes,WESTERN CAPE,CHARITIES,200000
Haven Homes Woodstock,WESTERN CAPE,CHARITIES,540000
Haven Night Shelter: District Six,WESTERN CAPE,CHARITIES,225000
Haven Night Shelter: Kalk Bay,WESTERN CAPE,CHARITIES,80000
Hawston Care Society,WESTERN CAPE,CHARITIES,50000
Headway Western Cape Association for the Head Institute: Summer Greens,WESTERN CAPE,CHARITIES,120000
Helderberg Child and Family Welfare Society,WESTERN CAPE,CHARITIES,300000
Helderberg Society for the Aged,WESTERN CAPE,CHARITIES,810000
Herberg Place of Safety,WESTERN CAPE,CHARITIES,40000
Hermanus and District Society for the Welfare of the Aged,WESTERN CAPE,CHARITIES,60000
Hermanus Child and Family Welfare Society,WESTERN CAPE,CHARITIES,129117
Hermanus Senior Centre,WESTERN CAPE,CHARITIES,50000
Highway Home Projects,WESTERN CAPE,CHARITIES,272000
Hospice Association of South Africa,WESTERN CAPE,CHARITIES,500000
Hou Moed Shelter Hermanus,WESTERN CAPE,CHARITIES,104000
Huis De Kuilen: Kuils Rivier,WESTERN CAPE,CHARITIES,80000
Huis J J Watson,WESTERN CAPE,CHARITIES,150000
Huis Klippe Drift,WESTERN CAPE,CHARITIES,52300
Huis Le Roux ACVV Tehuis vir Bejaardes: Robertson,WESTERN CAPE,CHARITIES,550000
Huis Martina Home for Older Persons,WESTERN CAPE,CHARITIES,168462
Huis Martina Home for Older Persons,WESTERN CAPE,CHARITIES,305400
Huis Stilbaai,WESTERN CAPE,CHARITIES,212000
Ikamva Labantu,WESTERN CAPE,CHARITIES,64000
Ikamva Labantu,WESTERN CAPE,CHARITIES,395683
Ikamva Labantu:  Western Cape Blind Association,WESTERN CAPE,CHARITIES,125000
Independent Living Association,WESTERN CAPE,CHARITIES,60000
Institute for the Blind Industries,WESTERN CAPE,CHARITIES,1000000
Institute for the Blind Pioneer School,WESTERN CAPE,CHARITIES,1000000
Institute for the Blind Pioneer School Worcester,WESTERN CAPE,CHARITIES,600000
Institute for the Deaf Worcester,WESTERN CAPE,CHARITIES,750000
"Institute for the Deaf, Worcester",WESTERN CAPE,CHARITIES,350221
Jack and Jill Opvoedsorg Sentrum,WESTERN CAPE,CHARITIES,100000
Jagersbosch Community Care Centre,WESTERN CAPE,CHARITIES,105695
James House,WESTERN CAPE,CHARITIES,120000
Jeug Uitreik/Youth Outreach: Stellenbosch,WESTERN CAPE,CHARITIES,80000
Jireh Community Projects,WESTERN CAPE,CHARITIES,554660
Joy for Life,WESTERN CAPE,CHARITIES,381510
Karoo Lelies Dienssentrum,WESTERN CAPE,CHARITIES,150000
Khanyisa School for Supportive Education,WESTERN CAPE,CHARITIES,84000
Kibbutz EL-Shammah,WESTERN CAPE,CHARITIES,219600
Kids Shelter,WESTERN CAPE,CHARITIES,100000
Klein Karoo Resource Centre,WESTERN CAPE,CHARITIES,500000
Koue Bokkeveld Service Centre,WESTERN CAPE,CHARITIES,113150
Kranshoek Child and Family Welfare Society,WESTERN CAPE,CHARITIES,281740
Kwa-Nontuthuzelo Workshop,WESTERN CAPE,CHARITIES,50000
Kwanothemba Workshop for the Disabled,WESTERN CAPE,CHARITIES,286363
Ladismith Kinder en Gesinsorgvereniging,WESTERN CAPE,CHARITIES,100000
Laingsburg Child and Family Welfare Organisation,WESTERN CAPE,CHARITIES,100000
League of Friends of the Blind,WESTERN CAPE,CHARITIES,50000
League of friends of the Blind,WESTERN CAPE,CHARITIES,250000
Lifeline/Childline Western Cape,WESTERN CAPE,CHARITIES,248000
Lifeline/Childline Western Cape,WESTERN CAPE,CHARITIES,132587
Lingelihle Old Age Home,WESTERN CAPE,CHARITIES,300000
Lukhanyo Educare Centre,WESTERN CAPE,CHARITIES,360000
Maradadi Handcraft Development Corporation,WESTERN CAPE,CHARITIES,50000
Maryland Literacy Programme,WESTERN CAPE,CHARITIES,215000
Masiphumle Service Centre,WESTERN CAPE,CHARITIES,115000
Matie Community Service,WESTERN CAPE,CHARITIES,250000
Matie Community Service Stellenbosch,WESTERN CAPE,CHARITIES,300000
Medically Acquired HIV Institute,WESTERN CAPE,CHARITIES,54000
Mitchell’s Plain Service Centre,WESTERN CAPE,CHARITIES,187000
Moira Henderson House,WESTERN CAPE,CHARITIES,160000
Montagu and Ashton SPCA,WESTERN CAPE,CHARITIES,60000
Moreson ACVV Children’s Home,WESTERN CAPE,CHARITIES,99000
Moreson ACW Children’s Home,WESTERN CAPE,CHARITIES,80000
Mosaic Training Service and Healing Centre for Women,WESTERN CAPE,CHARITIES,214462
Muscular Dystrophy Foundation,WESTERN CAPE,CHARITIES,200000
Nazareth House,WESTERN CAPE,CHARITIES,500000
Neighbourhood Old Age Homes (NOAH),WESTERN CAPE,CHARITIES,200028
Newcome Bridging School,WESTERN CAPE,CHARITIES,240000
NG Kerk: CMR Goodwood,WESTERN CAPE,CHARITIES,50000
NG Kerk: Herberg Aan See,WESTERN CAPE,CHARITIES,100000
NG Kerk: Huis van Heerden Children’s Home,WESTERN CAPE,CHARITIES,300000
NG Kerk: Huis Wittekruin Vredenburg,WESTERN CAPE,CHARITIES,200000
NG Kerk: Huis Zenobia Du Toit,WESTERN CAPE,CHARITIES,50000
NG Kerk: Uit en Tuis Versorgingsoord,WESTERN CAPE,CHARITIES,200000
NG Kerk: Vygieshof Old Age Home,WESTERN CAPE,CHARITIES,120000
NICRO Head Office: NICRO Western Cape,WESTERN CAPE,CHARITIES,879000
No Limits Program vir Straatkinders,WESTERN CAPE,CHARITIES,100000
Nolukhanyo Educare,WESTERN CAPE,CHARITIES,10000
Nosisa Educare Centre for Disabled Children,WESTERN CAPE,CHARITIES,50000
Nuwe Hoop Centre for the Hearing Impaired,WESTERN CAPE,CHARITIES,550000
O,WESTERN CAPE,CHARITIES,160000
Oase Service Centre,WESTERN CAPE,CHARITIES,112000
Oasis Association for People with Intellectual Disability,WESTERN CAPE,CHARITIES,871315
Ocean View Work Group/Cripple Care,WESTERN CAPE,CHARITIES,157075
Ons Plek Projects for Female Street Children,WESTERN CAPE,CHARITIES,100000
Orion Organisation,WESTERN CAPE,CHARITIES,400000
Oudtshoorn Child and Family Welfare Society,WESTERN CAPE,CHARITIES,150000
Oudtshoorn Service Centre for the Aged,WESTERN CAPE,CHARITIES,100000
Overstrand Child and Youth Care Centre,WESTERN CAPE,CHARITIES,100000
Paarl & District Child and Family Welfare Society,WESTERN CAPE,CHARITIES,100000
Paarl Hospice,WESTERN CAPE,CHARITIES,160000
Parent Centre,WESTERN CAPE,CHARITIES,200000
Partners With After School Care Projects (PASCAP),WESTERN CAPE,CHARITIES,1000000
Patch/Helderberg Child Abuse Centre,WESTERN CAPE,CHARITIES,370000
Percy Bartley House,WESTERN CAPE,CHARITIES,200000
Peter Pan Down Syndrome Centre,WESTERN CAPE,CHARITIES,90782
Phumlani Adult Association,WESTERN CAPE,CHARITIES,180000
Plettenberg Bay Child and Family Welfare: Kurland Educare Centre,WESTERN CAPE,CHARITIES,79200
Project for the Upliftment of Pets and People (PUPP),WESTERN CAPE,CHARITIES,300000
QUASAR Trust,WESTERN CAPE,CHARITIES,205000
R,WESTERN CAPE,CHARITIES,150000
Rachel Swart Fund,WESTERN CAPE,CHARITIES,200000
Rehoboth Age Exchange Centre,WESTERN CAPE,CHARITIES,348000
Riviersonderend Advice and Development,WESTERN CAPE,CHARITIES,100000
Robertson Gemeenskapsdiens,WESTERN CAPE,CHARITIES,180000
Robertson House,WESTERN CAPE,CHARITIES,180000
Robin Trust,WESTERN CAPE,CHARITIES,300000
Robin Trust,WESTERN CAPE,CHARITIES,180000
Safeline,WESTERN CAPE,CHARITIES,269000
Salesian Institute Street Youth Project,WESTERN CAPE,CHARITIES,110000
Salesian Institute Street Youth Project,WESTERN CAPE,CHARITIES,49500
Salesian Institute Street Youth Projects,WESTERN CAPE,CHARITIES,275000
SANCA George,WESTERN CAPE,CHARITIES,150000
SANCA Western Cape,WESTERN CAPE,CHARITIES,712990
SANEL Knysna,WESTERN CAPE,CHARITIES,164000
SANEL Knysna: Protective Workshop,WESTERN CAPE,CHARITIES,263450
SANEL Knysna: Outreach/Community Development,WESTERN CAPE,CHARITIES,32450
SANEL Western Cape: Wellington Workshop,WESTERN CAPE,CHARITIES,328015
SANEL Western Cape: Care Craft Lansdowne,WESTERN CAPE,CHARITIES,290000
Sarah Fox Children’s Convalescent Hospital (Cape Child Health Association),WESTERN CAPE,CHARITIES,200000
Save the Children Fund Cape Branch,WESTERN CAPE,CHARITIES,250000
Schoongezicht Dienssentrum,WESTERN CAPE,CHARITIES,180000
Selfhelp Manenberg,WESTERN CAPE,CHARITIES,300000
Silwerkruin Old Age Home,WESTERN CAPE,CHARITIES,167769
Sisters Incorporated,WESTERN CAPE,CHARITIES,110000
Siyazama Parents Society for Disabled Children Gugulethu,WESTERN CAPE,CHARITIES,75000
Skiereilandse Beheerkomitee van die ACVV,WESTERN CAPE,CHARITIES,258103
South African Red Cross Society,WESTERN CAPE,CHARITIES,8000000
Southern Suburbs Protective Workshop,WESTERN CAPE,CHARITIES,90000
St Anne’s Home,WESTERN CAPE,CHARITIES,217100
St George’s Children’s Home,WESTERN CAPE,CHARITIES,47600
St Johannis Heim,WESTERN CAPE,CHARITIES,120000
St John Ambulance: Helderberg Centre,WESTERN CAPE,CHARITIES,87600
St John Ambulance Foundation,WESTERN CAPE,CHARITIES,18000
St,WESTERN CAPE,CHARITIES,480000
Stellenbosch Child and Family Welfare Society,WESTERN CAPE,CHARITIES,167180
Stellenbosch Child and Family Welfare Society,WESTERN CAPE,CHARITIES,100000
Stellenbosch Child and Family Welfare Society: Stellenbosch Feeding Action,WESTERN CAPE,CHARITIES,100000
Stellenbosch Work Centre for Adult Persons with Disabilities,WESTERN CAPE,CHARITIES,75000
Strandcare Service Centre for the Aged,WESTERN CAPE,CHARITIES,196618
Sunrise Special Care Centre,WESTERN CAPE,CHARITIES,20000
TADSA (Tuberculosis Alliance Dots Support Association),WESTERN CAPE,CHARITIES,350000
TB Care Association,WESTERN CAPE,CHARITIES,300000
Tembaletu Protective Workshop,WESTERN CAPE,CHARITIES,108635
Triangle Project,WESTERN CAPE,CHARITIES,100000
Turfhall Cheshire Home Hanover Park,WESTERN CAPE,CHARITIES,400600
Turning Point,WESTERN CAPE,CHARITIES,181000
Tygerberg Association for the Physically Disabled: Goodwood,WESTERN CAPE,CHARITIES,100000
Unity Work Centres by the Disabled,WESTERN CAPE,CHARITIES,208690
Valley Development Project,WESTERN CAPE,CHARITIES,385494
Vera School for Autistic Learners,WESTERN CAPE,CHARITIES,246490
Vermont Centre,WESTERN CAPE,CHARITIES,170000
Victoria Service Centre for the Aged,WESTERN CAPE,CHARITIES,100000
Village-Drop-In Centre: Lavender Hill,WESTERN CAPE,CHARITIES,158000
Warmth Project,WESTERN CAPE,CHARITIES,350000
Wellington Society for the Aged,WESTERN CAPE,CHARITIES,116130
West Coast Association for Physically Disabled: Hoedjiesbay Workshop,WESTERN CAPE,CHARITIES,430000
West Coast Association for Physically Disabled: Vredenburg,WESTERN CAPE,CHARITIES,20462
Western Cape Cerebral Palsy Association,WESTERN CAPE,CHARITIES,350000
Western Cape Cerebral Palsy Association: Rosedon House,WESTERN CAPE,CHARITIES,423091
Western Cape Cerebral Palsy Association: De Heide Childrens Care Centre,WESTERN CAPE,CHARITIES,40000
Western Cape Cerebral Palsy Association: The Village Workshop,WESTERN CAPE,CHARITIES,50000
Western Cape Forum for Intellectual Disability,WESTERN CAPE,CHARITIES,45250
Western Cape Networking Aids Community of South Africa,WESTERN CAPE,CHARITIES,50000
Women In Need,WESTERN CAPE,CHARITIES,186156
Woodside Sanctuary Western Cape,WESTERN CAPE,CHARITIES,500000
Worcester Association for the Physically Disabled,WESTERN CAPE,CHARITIES,75000
Worcester Child and Family Welfare Society,WESTERN CAPE,CHARITIES,4500730
Worcester Hospice,WESTERN CAPE,CHARITIES,244124
Wynberg Society for the Aged,WESTERN CAPE,CHARITIES,250000
Zanokhanyo Home Management Centre,WESTERN CAPE,CHARITIES,278400
Zenzele Training and Development,WESTERN CAPE,CHARITIES,427140
Aberdeen Bowling Club,EASTERN CAPE,SPORT AND RECREATION,25000
Africa Unite Football Club,EASTERN CAPE,SPORT AND RECREATION,8100
Alphen Table Tennis Club,EASTERN CAPE,SPORT AND RECREATION,53750
Bethelsdorp Primary School,EASTERN CAPE,SPORT AND RECREATION,222200
Bethelsdorp Technical College,EASTERN CAPE,SPORT AND RECREATION,85510
Black Football Club,EASTERN CAPE,SPORT AND RECREATION,25000
Black Swallows Soccer and Netball Club,EASTERN CAPE,SPORT AND RECREATION,20000
Bluewater Bay Surf Lifesaving Club,EASTERN CAPE,SPORT AND RECREATION,1218350
Border Cricket Board,EASTERN CAPE,SPORT AND RECREATION,2916500
Border Hockey Association,EASTERN CAPE,SPORT AND RECREATION,1444150
Border Netball,EASTERN CAPE,SPORT AND RECREATION,203220
Border Softball Association,EASTERN CAPE,SPORT AND RECREATION,595000
Border Women’s Cricket,EASTERN CAPE,SPORT AND RECREATION,30000
Classic Independent Drum Majorette Club,EASTERN CAPE,SPORT AND RECREATION,63102
Dragons Pool Club,EASTERN CAPE,SPORT AND RECREATION,80000
Dysseldorp Sport Council,EASTERN CAPE,SPORT AND RECREATION,350000
Dysselsdorp Cricket Club,EASTERN CAPE,SPORT AND RECREATION,63900
Dysselsdorp Football Association,EASTERN CAPE,SPORT AND RECREATION,227170
Eastern Cape Academy of Sport,EASTERN CAPE,SPORT AND RECREATION,411109
Eastern Cape Rugby Football Union,EASTERN CAPE,SPORT AND RECREATION,1718775
Eastern Cape Surf Lifesaving Association,EASTERN CAPE,SPORT AND RECREATION,109755
Eastern Cape Technikon Sports Department,EASTERN CAPE,SPORT AND RECREATION,3495000
Eastern Province Badminton Association,EASTERN CAPE,SPORT AND RECREATION,45040
Eastern Province Inline with Hockey Association,EASTERN CAPE,SPORT AND RECREATION,20000
Eastern Province North Tennis Association,EASTERN CAPE,SPORT AND RECREATION,1900000
Eastern Province Sports Council,EASTERN CAPE,SPORT AND RECREATION,3045200
Eldeweiss Primary,EASTERN CAPE,SPORT AND RECREATION,33900
Eleven Dignitaries Cricket Club,EASTERN CAPE,SPORT AND RECREATION,513610
Excelsior’s Rugby Football Club,EASTERN CAPE,SPORT AND RECREATION,63000
Glenville Celtic Association Football Club,EASTERN CAPE,SPORT AND RECREATION,750000
Graaff Reinet Golf Club,EASTERN CAPE,SPORT AND RECREATION,300000
Greenpoint Bowling Club,EASTERN CAPE,SPORT AND RECREATION,356954
Happy Tigers FC,EASTERN CAPE,SPORT AND RECREATION,4916
Hobie Beach Surf Lifesaving Club,EASTERN CAPE,SPORT AND RECREATION,367080
"Institute for Health, Safety and Environmental",EASTERN CAPE,SPORT AND RECREATION,297128
Jeffrey’s Bay Surf Club,EASTERN CAPE,SPORT AND RECREATION,82175
Jongile Nompondo High School,EASTERN CAPE,SPORT AND RECREATION,77816
Kwanobuhle Athletics,EASTERN CAPE,SPORT AND RECREATION,15000
M,EASTERN CAPE,SPORT AND RECREATION,40000
Maipase United Sports Association,EASTERN CAPE,SPORT AND RECREATION,517500
Manchester City Football Club,EASTERN CAPE,SPORT AND RECREATION,15000
Masakhane Cricket Club,EASTERN CAPE,SPORT AND RECREATION,45000
Matatiele Golf Club,EASTERN CAPE,SPORT AND RECREATION,303727
Matatiele Municipality,EASTERN CAPE,SPORT AND RECREATION,750000
Mdantsane Amateur Boxing Organisation,EASTERN CAPE,SPORT AND RECREATION,121840
Mdantsane Indoor Sports Centre,EASTERN CAPE,SPORT AND RECREATION,711360
Moonlight Rugby Football Club,EASTERN CAPE,SPORT AND RECREATION,741800
Moshesh Football Association,EASTERN CAPE,SPORT AND RECREATION,50000
"Mpame Rovers, Mdikane Blackbirds & Jwelitsha Celtics",EASTERN CAPE,SPORT AND RECREATION,45000
New Balance EC (Athletics Club),EASTERN CAPE,SPORT AND RECREATION,75000
Nkqubela Sport Development Board,EASTERN CAPE,SPORT AND RECREATION,365000
Northern Areas Soccer Board – Port Elizabeth,EASTERN CAPE,SPORT AND RECREATION,1585000
Partakers Rugby Football Club,EASTERN CAPE,SPORT AND RECREATION,50000
Reuben Birin School for the Hearing Impaired,EASTERN CAPE,SPORT AND RECREATION,20000
