Name,Sector,Province,Amount
Moreson ACVV Children's Home,CHARITIES,Western Cape,225980
Mossel bay Recreation Club,CHARITIES,Western Cape,50000
National Sea Rescue Institute,CHARITIES,Western Cape,3000000
Newton Diens Sentrum Wellington,CHARITIES,Western Cape,300000
"Noluthando Educare Centre, Cape Town",CHARITIES,Western Cape,34000
Ocean View Work Group,CHARITIES,Western Cape,108491
Olifantsrivier Ass for People with Disabilities,CHARITIES,Western Cape,50000
Ons Plek Project Cape Town,CHARITIES,Western Cape,250000
Ons Tuiste ACVV Dienstak Bellville,CHARITIES,Western Cape,183528
Oudtshoorn Association for the Physically Disabled,CHARITIES,Western Cape,159000
Oudtshoorn C & F Welfare Society,CHARITIES,Western Cape,350000
Oudtshoorn Service Centre for the Aged,CHARITIES,Western Cape,220000
OVV Vredefort,CHARITIES,Western Cape,60000
PATCH Helderberg Child Abuse Centre,CHARITIES,Western Cape,389073
Pikkie Dikkie ACVV Versorgingsoord,CHARITIES,Western Cape,500000
Plettenberg Bay Chile & Family Welfare Society,CHARITIES,Western Cape,551338
Project for the Upliftment of Pets and People PUPP Tokai,CHARITIES,Western Cape,172000
Prosperity Youth Centre,CHARITIES,Western Cape,404065
Qhamani Educare,CHARITIES,Western Cape,106383
Quadriplegic Ass of the Western Cape,CHARITIES,Western Cape,500000
Reginald Orsmond Counselling Services JHB,CHARITIES,Western Cape,500000
Riversdale CFWS,CHARITIES,Western Cape,500000
Riviersonderend Advice & Development Centre,CHARITIES,Western Cape,337920
SANCA George,CHARITIES,Western Cape,250000
SANCA Western Cape,CHARITIES,Western Cape,742820
Sarah Fox Children's Convalescent Hospital,CHARITIES,Western Cape,300000
Share Literacy Project Somerset West,CHARITIES,Western Cape,293600
Sisters Incorporate Claireinch,CHARITIES,Western Cape,200000
"Siyazama Pre-School, Milnerton",CHARITIES,Western Cape,51883
Southern Cape Educational Trust Knysna,CHARITIES,Western Cape,221750
SPCA Worcester,CHARITIES,Western Cape,300000
Springroses Dienssentrum/Service Centre Montague,CHARITIES,Western Cape,400000
St Johannis Heim Bellville,CHARITIES,Western Cape,332634
St John Ambulance Foundation Cape of Good Hope,CHARITIES,Western Cape,1681918
St Lukes Hospice Cape Town,CHARITIES,Western Cape,2238084
"St. Johns Pre-Primary School Cum Crèche, Beaufort West",CHARITIES,Western Cape,76413
Stellenbosch C & F Society Masiphumle,CHARITIES,Western Cape,88516
Stellenbosch C & F Welfare Society,CHARITIES,Western Cape,500000
Stellenbosch Society for the Care of the Aged,CHARITIES,Western Cape,1640000
Stellenbosch Youth Outreach,CHARITIES,Western Cape,280000
Strandcare Service for the Aged,CHARITIES,Western Cape,147530
Sunfield Home Wellington,CHARITIES,Western Cape,253933
"Swartland SPCA, Darling",CHARITIES,Western Cape,204500
TB Care Association Cape Town,CHARITIES,Western Cape,350000
Tembaletu Day Care Wynberg,CHARITIES,Western Cape,159500
The Haven Night Shelter,CHARITIES,Western Cape,172000
The Haven Night Shelter  Kalk Bay,CHARITIES,Western Cape,86000
The Haven Night Shelter  Moira Henderson House,CHARITIES,Western Cape,47000
The Haven Night Shelter  Napier Street,CHARITIES,Western Cape,125000
The Haven Night Shelter Claremont,CHARITIES,Western Cape,100000
The Haven Night Shelter District Six,CHARITIES,Western Cape,150000
The Haven Night Shelter Welfare Organisation: Cape Town,CHARITIES,Western Cape,1500000
The Haven Night Shelter Welfare Organisation: Cape Town,CHARITIES,Western Cape,500000
"The Haven Night Shelter, Kraaifontein",CHARITIES,Western Cape,47000
The Hermanus Animal Welfare Society,CHARITIES,Western Cape,100000
The Homestead Projects for Street Children,CHARITIES,Western Cape,838353
The League of Friends of the Blind Grassy Park,CHARITIES,Western Cape,1116500
"The Volunteer Centre, Green Point",CHARITIES,Western Cape,500000
"Themba Workcentre by the Disabled, Eersterivier",CHARITIES,Western Cape,250000
Triangle Project CT,CHARITIES,Western Cape,150000
"Triomf Child Care Centre, Oudtshoorn",CHARITIES,Western Cape,400000
"Triple Trust Organization, Cape Town",CHARITIES,Western Cape,1483581
"Trust for Community Outreach & Education, Cape Town",CHARITIES,Western Cape,285000
Vailey Development Project Ocean View,CHARITIES,Western Cape,200000
"Vermont Centre, Knysna",CHARITIES,Western Cape,437186
Vukani Centre for Children with Special Needs Khayelitsha,CHARITIES,Western Cape,95000
"Vukani Centre for Children with Special Needs, Khayelitsha",CHARITIES,Western Cape,160000
WARMTH,CHARITIES,Western Cape,500000
"WE Shop Employment Project, Sarepte",CHARITIES,Western Cape,100000
Wellington Society for the Aged,CHARITIES,Western Cape,886873
West Coast Community HIV/AIDS,CHARITIES,Western Cape,200000
Western Cape Cerebral Palsy Assoc,CHARITIES,Western Cape,258221
Western Cape Forum for Intellectual Disability Cape Town,CHARITIES,Western Cape,301657
Western Cape Network on Disability,CHARITIES,Western Cape,50000
Western Cape Networking Aids Community of South Africa: Cape Town,CHARITIES,Western Cape,150000
Wola Nani Cape Town,CHARITIES,Western Cape,500000
Worcester Association for the Physically Disabled,CHARITIES,Western Cape,266000
Wynberg Society for the Aged Cape Town,CHARITIES,Western Cape,300000
"Zonnebloem ACVV Dienstak, Cape Town",CHARITIES,Western Cape,395708
South African Weightlifting Federation,SPORTS & RECREATION,National Bodies,222000
Surfing South Africa,SPORTS & RECREATION,National Bodies,884200
Aikido Federation of SA,SPORTS & RECREATION,National Bodies,200000
Archery South Africa,SPORTS & RECREATION,National Bodies,214115
Athletics SA,SPORTS & RECREATION,National Bodies,135180
Athletics SA,SPORTS & RECREATION,National Bodies,7000000
Athletics SA,SPORTS & RECREATION,National Bodies,3500000
Athletics South Africa,SPORTS & RECREATION,National Bodies,3297100
Badminton South Africa,SPORTS & RECREATION,National Bodies,431760
Badminton South Africa,SPORTS & RECREATION,National Bodies,24800
Badminton South Africa,SPORTS & RECREATION,National Bodies,544900
Basketball SA,SPORTS & RECREATION,National Bodies,3000000
Bowls SA,SPORTS & RECREATION,National Bodies,1500000
Boxing SA,SPORTS & RECREATION,National Bodies,819390
Canoeing SA,SPORTS & RECREATION,National Bodies,4000000
Canoeing South Africa,SPORTS & RECREATION,National Bodies,663800
Chess South Africa,SPORTS & RECREATION,National Bodies,1500000
Disability Sport South Africa,SPORTS & RECREATION,National Bodies,3000000
DISSA,SPORTS & RECREATION,National Bodies,4000000
Judo South Africa,SPORTS & RECREATION,National Bodies,804083
Love Life,SPORTS & RECREATION,National Bodies,4241000
National Olympics Committee,SPORTS & RECREATION,National Bodies,10000000
Netball South Africa,SPORTS & RECREATION,National Bodies,4000000
Roller Sport South Africa,SPORTS & RECREATION,National Bodies,513800
Rowing SA,SPORTS & RECREATION,National Bodies,4000000
Rowing South Africa,SPORTS & RECREATION,National Bodies,840050
SA Baseball Union,SPORTS & RECREATION,National Bodies,1750000
SA Cycling Federation,SPORTS & RECREATION,National Bodies,2000000
SA Figure Skating Association,SPORTS & RECREATION,National Bodies,332000
SA Football Association,SPORTS & RECREATION,National Bodies,2500000
SA Football Association,SPORTS & RECREATION,National Bodies,5770000
SA Football Association,SPORTS & RECREATION,National Bodies,1000000
SA Golf Development Board,SPORTS & RECREATION,National Bodies,1900000
SA Gymnastics,SPORTS & RECREATION,National Bodies,159000
SA Gymnastics,SPORTS & RECREATION,National Bodies,4000000
SA Hockey Association,SPORTS & RECREATION,National Bodies,3500000
SA Sport Aerobics & Fitness Federation,SPORTS & RECREATION,National Bodies,625240
SA Sport for the Physically Disabled,SPORTS & RECREATION,National Bodies,1000000
SA Table Tennis Club,SPORTS & RECREATION,National Bodies,255750
SA Tennis Association,SPORTS & RECREATION,National Bodies,500000
SA Tennis Association,SPORTS & RECREATION,National Bodies,2000000
SA Weightlifting,SPORTS & RECREATION,National Bodies,40000
SA Weightlifting Federation,SPORTS & RECREATION,National Bodies,500000
SARFU,SPORTS & RECREATION,National Bodies,198578
SARFU,SPORTS & RECREATION,National Bodies,3000000
South African Amateur Fencing Ass,SPORTS & RECREATION,National Bodies,242000
South African Baseball Union,SPORTS & RECREATION,National Bodies,4000000
South African Cycling Federation,SPORTS & RECREATION,National Bodies,560355
South African Cycling Federation,SPORTS & RECREATION,National Bodies,663350
South African Equestrian Council,SPORTS & RECREATION,National Bodies,1373782
South African Gymnastics Federation,SPORTS & RECREATION,National Bodies,349600
South African Handball Federation,SPORTS & RECREATION,National Bodies,1000000
South African Hockey Association,SPORTS & RECREATION,National Bodies,1243000
South African Indoor Football Association,SPORTS & RECREATION,National Bodies,750000
South African Sailing,SPORTS & RECREATION,National Bodies,358000
South African Shooting Federation,SPORTS & RECREATION,National Bodies,374445
South African Table Tennis Board,SPORTS & RECREATION,National Bodies,3000000
South African Tandem Association,SPORTS & RECREATION,National Bodies,50000
South African Tennis Association,SPORTS & RECREATION,National Bodies,500000
South African Wrestling Federation,SPORTS & RECREATION,National Bodies,201040
Squash SA,SPORTS & RECREATION,National Bodies,3000000
Surfing SA,SPORTS & RECREATION,National Bodies,3000000
Swimming SA,SPORTS & RECREATION,National Bodies,1233652
Swimming SA,SPORTS & RECREATION,National Bodies,2242591
Swimming SA,SPORTS & RECREATION,National Bodies,1091300
Swimming SA,SPORTS & RECREATION,National Bodies,187000
Swimming SA,SPORTS & RECREATION,National Bodies,7500000
Swimming South Africa,SPORTS & RECREATION,National Bodies,266780
Swimming South Africa,SPORTS & RECREATION,National Bodies,2360554
The Sports Trust,SPORTS & RECREATION,National Bodies,2000000
Triathlon South Africa,SPORTS & RECREATION,National Bodies,197040
Triathlon South Africa,SPORTS & RECREATION,National Bodies,250000
United Cricket Board of SA,SPORTS & RECREATION,National Bodies,3182500
United Cricket Board of SA,SPORTS & RECREATION,National Bodies,1000000
United Cricket Board of SA,SPORTS & RECREATION,National Bodies,2500000
Volleyball SA,SPORTS & RECREATION,National Bodies,3000000
Volleyball South Africa,SPORTS & RECREATION,National Bodies,604640
Volleyball South Africa,SPORTS & RECREATION,National Bodies,750000
Asherville Secondary School,SPORTS & RECREATION,Eastern Cape,50000
Black Pool AFC,SPORTS & RECREATION,Eastern Cape,350000
Border Baseball Union,SPORTS & RECREATION,Eastern Cape,1706480
Border Rugby Football Union,SPORTS & RECREATION,Eastern Cape,5907612
Camdeboo Municipality,SPORTS & RECREATION,Eastern Cape,400000
Cradock Bowling Club,SPORTS & RECREATION,Eastern Cape,55000
Cwaru United Rugby Football Club,SPORTS & RECREATION,Eastern Cape,14000
Dept of Human Movement Science,SPORTS & RECREATION,Eastern Cape,955901
Dispatch - Oostelike RFC,SPORTS & RECREATION,Eastern Cape,15000
Eastern Academy of Sport,SPORTS & RECREATION,Eastern Cape,1900000
Eastern Cape Academy of Sport,SPORTS & RECREATION,Eastern Cape,1758940
Eastern Province Hockey Federation,SPORTS & RECREATION,Eastern Cape,1296000
Eastern Province Rugby Football Union,SPORTS & RECREATION,Eastern Cape,2549075
Eastern Region Baseball Union,SPORTS & RECREATION,Eastern Cape,70000
Ebenezer Football Club,SPORTS & RECREATION,Eastern Cape,50000
Elephant City Football Club,SPORTS & RECREATION,Eastern Cape,6000
EP Drum Majorettes,SPORTS & RECREATION,Eastern Cape,102000
Fairview Rovers Club,SPORTS & RECREATION,Eastern Cape,43644
Fort Hare Foundation,SPORTS & RECREATION,Eastern Cape,2500000
Gonubie Lifesaving,SPORTS & RECREATION,Eastern Cape,82925
Grahamstown Bowling Club,SPORTS & RECREATION,Eastern Cape,50000
Grahamstown Riding Club,SPORTS & RECREATION,Eastern Cape,270000
Hungry Lions Boxing Club,SPORTS & RECREATION,Eastern Cape,50000
Ikhwezi Lokusa Rehabilitation & Sheltered Employment,SPORTS & RECREATION,Eastern Cape,50000
Inxuba Yethemba Municipality,SPORTS & RECREATION,Eastern Cape,765000
Inxuba Yethemba Municipality,SPORTS & RECREATION,Eastern Cape,1060000
Jansenville Spur United FRC,SPORTS & RECREATION,Eastern Cape,15000
Jansenville Tennis Club,SPORTS & RECREATION,Eastern Cape,21000
Jeffrey's Bay Surf Lifesaving,SPORTS & RECREATION,Eastern Cape,100914
Kei Mouth Country Club,SPORTS & RECREATION,Eastern Cape,145000
King Williamstown Town,SPORTS & RECREATION,Eastern Cape,100000
Masakhane Boxing Club,SPORTS & RECREATION,Eastern Cape,22000
Mbeka-Mkupa,SPORTS & RECREATION,Eastern Cape,40000
Newcastle United Football Club,SPORTS & RECREATION,Eastern Cape,15000
Northern Free State Jukskei Union,SPORTS & RECREATION,Eastern Cape,20200
Park United Football Club,SPORTS & RECREATION,Eastern Cape,45000
Rangers Amateur Football Club,SPORTS & RECREATION,Eastern Cape,450000
Real Santos Football Club,SPORTS & RECREATION,Eastern Cape,15000
Rhodes University,SPORTS & RECREATION,Eastern Cape,2506700
Rock of Ages R.F.C.,SPORTS & RECREATION,Eastern Cape,35000
Rovers F.C.,SPORTS & RECREATION,Eastern Cape,50000
St Blaize R.C. Primary,SPORTS & RECREATION,Eastern Cape,206500
Strenglers Football Club,SPORTS & RECREATION,Eastern Cape,30000
Sunrise Rugby Football Club,SPORTS & RECREATION,Eastern Cape,15000
Titans Inline Roller Hockey Club,SPORTS & RECREATION,Eastern Cape,50000
Uitenhage Amateur Wrestling Club,SPORTS & RECREATION,Eastern Cape,50000
United Brothers Cricket Club,SPORTS & RECREATION,Eastern Cape,50000
United Cricket Club,SPORTS & RECREATION,Eastern Cape,50000
Victoria Girls High School,SPORTS & RECREATION,Eastern Cape,102950
Victoria Mxenge High School,SPORTS & RECREATION,Eastern Cape,25000
Walmer Country Club,SPORTS & RECREATION,Eastern Cape,100000
Wild Coast Lifesaving Development Trust,SPORTS & RECREATION,Eastern Cape,32580
Young Collegians Rugby Football Club,SPORTS & RECREATION,Eastern Cape,40000
Amabhele United Football Club,SPORTS & RECREATION,Free State,20000
Amabhele United Football Club,SPORTS & RECREATION,Free State,15000
Bethlehem Golf Club,SPORTS & RECREATION,Free State,650000
Bethulie Youth Development Sport & Recreation,SPORTS & RECREATION,Free State,30130
Bloemfontein Municipal Bowls Club,SPORTS & RECREATION,Free State,5000
Blood Suckers Ladies Football Club,SPORTS & RECREATION,Free State,20000
Bultfontein Cricket Club,SPORTS & RECREATION,Free State,4000
Cardif Spurs Football Club,SPORTS & RECREATION,Free State,50000
Frankfort Tennis Club,SPORTS & RECREATION,Free State,18000
Free State Residential Care Centre,SPORTS & RECREATION,Free State,10000
Greater Moqhaka Chess Association,SPORTS & RECREATION,Free State,42250
Harrismith Ladies Football Club,SPORTS & RECREATION,Free State,20000
Koot Niemann Intermediate School,SPORTS & RECREATION,Free State,343000
Reitz Golf Club,SPORTS & RECREATION,Free State,460900
Royal Aces Football,SPORTS & RECREATION,Free State,25000
SA National Amateur Boxing,SPORTS & RECREATION,Free State,10000
Tempe Golf Club,SPORTS & RECREATION,Free State,125585
Vaal River USSASA Soccer,SPORTS & RECREATION,Free State,34010
Young Tigers Football Club,SPORTS & RECREATION,Free State,8880
Alberton Astros Ball Club,SPORTS & RECREATION,Gauteng,250000
Atlholang Primary School,SPORTS & RECREATION,Gauteng,200000
Bapedi Lions Club,SPORTS & RECREATION,Gauteng,15000
Benoni Northern Baseball Club,SPORTS & RECREATION,Gauteng,250000
Blue Bulls Rugby Union,SPORTS & RECREATION,Gauteng,300000
Boipatong Sports Congress,SPORTS & RECREATION,Gauteng,30000
Boksburg Cardinals Baseball Club,SPORTS & RECREATION,Gauteng,438320
Brakpan Rovers Football Club,SPORTS & RECREATION,Gauteng,15000
Carletonville Jones High School,SPORTS & RECREATION,Gauteng,50000
Central Gauteng Athletics,SPORTS & RECREATION,Gauteng,500000
Charlton Sharks United Football Club,SPORTS & RECREATION,Gauteng,15000
City of Johannesburg,SPORTS & RECREATION,Gauteng,753000
Dabulamanzi Canoe Club,SPORTS & RECREATION,Gauteng,927604
Daveyton Handball Club,SPORTS & RECREATION,Gauteng,88065
Disability Dance Gauteng North,SPORTS & RECREATION,Gauteng,24000
Dream Team Football Club,SPORTS & RECREATION,Gauteng,15000
Eastern Gauteng Bowls,SPORTS & RECREATION,Gauteng,389000
Eastern Gauteng Jukskei Union,SPORTS & RECREATION,Gauteng,810000
Eden Park Rugby Club,SPORTS & RECREATION,Gauteng,765000
Ezibeleni LSEN School,SPORTS & RECREATION,Gauteng,571300
Far East Rand,SPORTS & RECREATION,Gauteng,138000
Federation of Dance Sport South Africa,SPORTS & RECREATION,Gauteng,486320
Ga-Rankuwa Ladies Stars Football Club,SPORTS & RECREATION,Gauteng,15000
Gauteng Deaf Football Association,SPORTS & RECREATION,Gauteng,15000
Gauteng North Baseball Association,SPORTS & RECREATION,Gauteng,250000
Gauteng North Cycling Union,SPORTS & RECREATION,Gauteng,351100
Gauteng North Sport Council,SPORTS & RECREATION,Gauteng,92000
Gauteng North Table Tennis,SPORTS & RECREATION,Gauteng,60240
Gauteng North Wrestling,SPORTS & RECREATION,Gauteng,645000
Gauteng United School Sports Association,SPORTS & RECREATION,Gauteng,4080000
Hammanskraal Cosmos,SPORTS & RECREATION,Gauteng,30000
Happy Pirates Football Club,SPORTS & RECREATION,Gauteng,10000
Hartzstraat Primary School,SPORTS & RECREATION,Gauteng,50000
Heilderberg Boxing Club,SPORTS & RECREATION,Gauteng,50000
Home Sweepers F.C.,SPORTS & RECREATION,Gauteng,15000
Ikageng Primary School,SPORTS & RECREATION,Gauteng,55714
Jets Softball Club,SPORTS & RECREATION,Gauteng,44000
Joburg Stars Softball Club,SPORTS & RECREATION,Gauteng,28360
Juventus Football Club,SPORTS & RECREATION,Gauteng,15000
Laerskool Venterspos,SPORTS & RECREATION,Gauteng,260000
Lenasia Cricket Union,SPORTS & RECREATION,Gauteng,570000
Loop 'n Val Motshwarateu Athletics Club,SPORTS & RECREATION,Gauteng,20000
Mamelodi Gymnastics Club,SPORTS & RECREATION,Gauteng,140818
Mangena Stars Football Club,SPORTS & RECREATION,Gauteng,50000
Meadowlands Sports,SPORTS & RECREATION,Gauteng,50000
Mogale City District Football Ass,SPORTS & RECREATION,Gauteng,50000
Northern Cricket Union,SPORTS & RECREATION,Gauteng,320000
Northern Gauteng Badminton Ass,SPORTS & RECREATION,Gauteng,253954
Orlando Kwaitos Football Club,SPORTS & RECREATION,Gauteng,15000
Parma Ladies Football Club,SPORTS & RECREATION,Gauteng,45570
Peace Brothers Football Club,SPORTS & RECREATION,Gauteng,15000
Peace Lovers Club,SPORTS & RECREATION,Gauteng,30000
Prestige College,SPORTS & RECREATION,Gauteng,53475
Pretoria Chinese School,SPORTS & RECREATION,Gauteng,92489
Pretoria Technical High School,SPORTS & RECREATION,Gauteng,250000
Randfontein Secondary School,SPORTS & RECREATION,Gauteng,50000
Recondev Section 21 T/A Shaft Training,SPORTS & RECREATION,Gauteng,1536848
Rising Stars Table Tennis,SPORTS & RECREATION,Gauteng,15000
Russian Gymnastics,SPORTS & RECREATION,Gauteng,429565
SA Shooting Federation,SPORTS & RECREATION,Gauteng,144880
SA Sport Commission,SPORTS & RECREATION,Gauteng,4000000
SA Taekwondo,SPORTS & RECREATION,Gauteng,309520
SASSU,SPORTS & RECREATION,Gauteng,2500000
Silver Falcons Rugby Club,SPORTS & RECREATION,Gauteng,50000
South African Equestrian Council,SPORTS & RECREATION,Gauteng,468000
South African Hockey Association,SPORTS & RECREATION,Gauteng,1074800
South African Taekwondo Federation,SPORTS & RECREATION,Gauteng,1100000
Southern Gauteng Hockey Assoc,SPORTS & RECREATION,Gauteng,50000
Springs Boys High School,SPORTS & RECREATION,Gauteng,135000
Springs Old Boys,SPORTS & RECREATION,Gauteng,550000
Technikon Witwatersrand,SPORTS & RECREATION,Gauteng,1420000
Thabo-Vuyo School for the Intellectually Imp,SPORTS & RECREATION,Gauteng,179800
The Boss Football Club,SPORTS & RECREATION,Gauteng,15000
Tigers Football Club,SPORTS & RECREATION,Gauteng,171156
Tshepong Stimulation Centre,SPORTS & RECREATION,Gauteng,30300
Tuksport University of Pretoria,SPORTS & RECREATION,Gauteng,375000
Tuksport University of Pretoria,SPORTS & RECREATION,Gauteng,380000
Tukssport- University of Pretoria,SPORTS & RECREATION,Gauteng,3650000
Usizolwethu Special School,SPORTS & RECREATION,Gauteng,25130
Vuyo Intermediate School,SPORTS & RECREATION,Gauteng,150000
Ward 82 Sports Council,SPORTS & RECREATION,Gauteng,200000
Abaqulusi Municipality,SPORTS & RECREATION,KwaZulu Natal,370380
Acacia Primary School,SPORTS & RECREATION,KwaZulu Natal,150000
Albersville United Sports & Social Club,SPORTS & RECREATION,KwaZulu Natal,30000
Alencon Primary School,SPORTS & RECREATION,KwaZulu Natal,30700
Allingham Primary School,SPORTS & RECREATION,KwaZulu Natal,50000
Brookdale Secondary School,SPORTS & RECREATION,KwaZulu Natal,50000
Brooklyn Heights Primary School,SPORTS & RECREATION,KwaZulu Natal,20000
Buffelsdale Secondary School,SPORTS & RECREATION,KwaZulu Natal,50000
"City of Unhlathunze Parks, Sport & Recreation",SPORTS & RECREATION,KwaZulu Natal,1286000
Crystal Point Secondary School,SPORTS & RECREATION,KwaZulu Natal,50000
Double Classic Football Club,SPORTS & RECREATION,KwaZulu Natal,22300
Durban & Coastal Mental Health,SPORTS & RECREATION,KwaZulu Natal,61070
Durban & Coastal Mental Health,SPORTS & RECREATION,KwaZulu Natal,19770
Durban Institute of Technology,SPORTS & RECREATION,KwaZulu Natal,3000000
Durban North Gymnastics Club,SPORTS & RECREATION,KwaZulu Natal,304532
Durban YMCA Gymnastics Club,SPORTS & RECREATION,KwaZulu Natal,70000
Eastview Primary School,SPORTS & RECREATION,KwaZulu Natal,50000
Etekweni Municipality,SPORTS & RECREATION,KwaZulu Natal,5850000
Ezamukuthula Primary School,SPORTS & RECREATION,KwaZulu Natal,30000
Ezenzeleni Public Primary School,SPORTS & RECREATION,KwaZulu Natal,25000
Hibberdene Surf Lifesaving Club,SPORTS & RECREATION,KwaZulu Natal,22167
Hibiscus Coast Municipality,SPORTS & RECREATION,KwaZulu Natal,750000
Ikusaselihle High School,SPORTS & RECREATION,KwaZulu Natal,50000
Impala High School,SPORTS & RECREATION,KwaZulu Natal,480000
Inkanyiso Special School,SPORTS & RECREATION,KwaZulu Natal,17000
Isipingo Lifesaving,SPORTS & RECREATION,KwaZulu Natal,252000
Jhugroo Primary School,SPORTS & RECREATION,KwaZulu Natal,31440
Kokstad Golf Club,SPORTS & RECREATION,KwaZulu Natal,332631
Kraanskloof Sport,SPORTS & RECREATION,KwaZulu Natal,16000
Kwa Dukuza Municipality,SPORTS & RECREATION,KwaZulu Natal,1399000
Kwa-Ndengezi Sports Association,SPORTS & RECREATION,KwaZulu Natal,15000
KwaZulu Natal Baseball,SPORTS & RECREATION,KwaZulu Natal,50000
KwaZulu Natal Golf Union,SPORTS & RECREATION,KwaZulu Natal,100000
KwaZulu Natal Table Tennis Union,SPORTS & RECREATION,KwaZulu Natal,198000
Kyokushin Karate Dojo,SPORTS & RECREATION,KwaZulu Natal,41200
KZN Academy of Sport,SPORTS & RECREATION,KwaZulu Natal,1900000
KZN Tennis Association,SPORTS & RECREATION,KwaZulu Natal,102400
Lakehaven Secondary School,SPORTS & RECREATION,KwaZulu Natal,50000
Macabuzela Killers F.C.,SPORTS & RECREATION,KwaZulu Natal,80000
Madadeni Athletic Club,SPORTS & RECREATION,KwaZulu Natal,50000
Marburg Secondary School,SPORTS & RECREATION,KwaZulu Natal,200000
Mashabane Football Association,SPORTS & RECREATION,KwaZulu Natal,34330
Midlands Tennis Association,SPORTS & RECREATION,KwaZulu Natal,181429
Mkhambathini Municipality,SPORTS & RECREATION,KwaZulu Natal,396620
Mkhambathini Municipality,SPORTS & RECREATION,KwaZulu Natal,545145
Molweni Flames Basketball Association,SPORTS & RECREATION,KwaZulu Natal,15000
Montford Primary School,SPORTS & RECREATION,KwaZulu Natal,50000
Mountview Secondary School,SPORTS & RECREATION,KwaZulu Natal,20000
Mpumalanga Athletics Club,SPORTS & RECREATION,KwaZulu Natal,23000
Msinga District Football Association,SPORTS & RECREATION,KwaZulu Natal,50000
Mthonjaneni Municipality,SPORTS & RECREATION,KwaZulu Natal,2658705
Mtuba Football Association,SPORTS & RECREATION,KwaZulu Natal,50000
Natal Midlands Hockey,SPORTS & RECREATION,KwaZulu Natal,1550000
Newcastle Municipality,SPORTS & RECREATION,KwaZulu Natal,250000
Newlands East Secondary School,SPORTS & RECREATION,KwaZulu Natal,100000
Northdale Pirates Football Club,SPORTS & RECREATION,KwaZulu Natal,22875
Northmead Secondary School,SPORTS & RECREATION,KwaZulu Natal,50000
Nyandezulu Sport and Recreation Association,SPORTS & RECREATION,KwaZulu Natal,20940
Nyanisweni Junior Primary School,SPORTS & RECREATION,KwaZulu Natal,50000
Park Rynie Surf Lifesaving Club,SPORTS & RECREATION,KwaZulu Natal,31000
Phelandaba Tigers Football Club,SPORTS & RECREATION,KwaZulu Natal,20000
Phoenix Community Centre,SPORTS & RECREATION,KwaZulu Natal,300000
Phoenix Striders Athletics Club,SPORTS & RECREATION,KwaZulu Natal,21000
Pinetown Gymnastics Club,SPORTS & RECREATION,KwaZulu Natal,285432
Port Shepstone School Cricket Development Committee,SPORTS & RECREATION,KwaZulu Natal,348000
Port Shepstone Volleyball Association,SPORTS & RECREATION,KwaZulu Natal,150000
Qhumbimfundo Primary School,SPORTS & RECREATION,KwaZulu Natal,221778
Richards Bay Country Club Sports Dev. Trust,SPORTS & RECREATION,KwaZulu Natal,108000
Richards Bay Football Ass,SPORTS & RECREATION,KwaZulu Natal,50000
Richards Bay Surf Lifesaving Club,SPORTS & RECREATION,KwaZulu Natal,21150
Richmond Municipality,SPORTS & RECREATION,KwaZulu Natal,1150000
Rydalvale Primary School,SPORTS & RECREATION,KwaZulu Natal,100000
S. Dass School for the Disabled,SPORTS & RECREATION,KwaZulu Natal,371480
SADES KZN,SPORTS & RECREATION,KwaZulu Natal,40573
Salt Rock Surf Lifesaving Club,SPORTS & RECREATION,KwaZulu Natal,107628
Scholar Amoris School,SPORTS & RECREATION,KwaZulu Natal,27900
Seatides Combined School,SPORTS & RECREATION,KwaZulu Natal,27400
Sherwood Primary School,SPORTS & RECREATION,KwaZulu Natal,532660
Siyathuthuka Mandeni Netball Club,SPORTS & RECREATION,KwaZulu Natal,12500
Skylark Primary School,SPORTS & RECREATION,KwaZulu Natal,46630
South African Arigogo Association,SPORTS & RECREATION,KwaZulu Natal,12600
Sporting Club Real Celtic,SPORTS & RECREATION,KwaZulu Natal,15000
Stanmore Primary School,SPORTS & RECREATION,KwaZulu Natal,35000
Stella Sports Club,SPORTS & RECREATION,KwaZulu Natal,69750
Sterngrove Primary School,SPORTS & RECREATION,KwaZulu Natal,6900
Sunford Primary School,SPORTS & RECREATION,KwaZulu Natal,10000
Swanvale Primary School,SPORTS & RECREATION,KwaZulu Natal,30000
Thandizwe Primary School,SPORTS & RECREATION,KwaZulu Natal,50000
The Valley Trust,SPORTS & RECREATION,KwaZulu Natal,450000
Tongaat Cricket Union,SPORTS & RECREATION,KwaZulu Natal,100000
Try Again Football Club,SPORTS & RECREATION,KwaZulu Natal,30000
Ulundi Municipality,SPORTS & RECREATION,KwaZulu Natal,150000
Umgeni Municipality,SPORTS & RECREATION,KwaZulu Natal,3450000
Umhloti Primary School,SPORTS & RECREATION,KwaZulu Natal,50000
Umkomaas Golf Club,SPORTS & RECREATION,KwaZulu Natal,900000
University of Natal,SPORTS & RECREATION,KwaZulu Natal,537064
University of Zululand,SPORTS & RECREATION,KwaZulu Natal,1525000
Verulam Secondary School,SPORTS & RECREATION,KwaZulu Natal,20000
Villa Park Football Club,SPORTS & RECREATION,KwaZulu Natal,15000
Vukani Ladies Football Club,SPORTS & RECREATION,KwaZulu Natal,7100
Warnadoone Surf Lifesaving Club,SPORTS & RECREATION,KwaZulu Natal,49250
