Name,Sector,Province,Amount
 Postnatal Depression Support Association,CHARITIES CATEGORY,WESTERN CAPE,50000
 Presbytary of the Western Cape’s Project for the Aged,CHARITIES CATEGORY,WESTERN CAPE,20000
 Prison Care and Support Network,CHARITIES CATEGORY,WESTERN CAPE,150000
 QUAS,CHARITIES CATEGORY,WESTERN CAPE,165000
 Resource Action Group,CHARITIES CATEGORY,WESTERN CAPE,50000
 Resources Aimed at the Prevention of Child Abuse and Neglect,CHARITIES CATEGORY,WESTERN CAPE,200000
 Riversdale Child and Family Welfare,CHARITIES CATEGORY,WESTERN CAPE,36000
 Thuthukani Old Age Day Care Centre,CHARITIES CATEGORY,WESTERN CAPE,20000
 Toddlers Inn Crèche,CHARITIES CATEGORY,WESTERN CAPE,20000
 Triangle Project,CHARITIES CATEGORY,WESTERN CAPE,50000
 Tripple Trust Organisation,CHARITIES CATEGORY,WESTERN CAPE,500000
 Tuniqua Sentrum vir Senior Burgers,CHARITIES CATEGORY,WESTERN CAPE,183000
 Umzamowethu Educare Centre,CHARITIES CATEGORY,WESTERN CAPE,30000
 Unity Work Centre by the Disabled,CHARITIES CATEGORY,WESTERN CAPE,150000
 Vermont Centre,CHARITIES CATEGORY,WESTERN CAPE,80000
 Victoria Service Centre For The Aged,CHARITIES CATEGORY,WESTERN CAPE,50000
 Village Drop In (Lavender Hill),CHARITIES CATEGORY,WESTERN CAPE,10656
 Vukuhambe Disabled Centre,CHARITIES CATEGORY,WESTERN CAPE,75000
 Warmth Project,CHARITIES CATEGORY,WESTERN CAPE,200000
 Wellington Society for the Aged,CHARITIES CATEGORY,WESTERN CAPE,50000
 Western Cape Cerebral Palsy Association,CHARITIES CATEGORY,WESTERN CAPE,150000
 Western Cape Forum for Intellectual Disability,CHARITIES CATEGORY,WESTERN CAPE,20000
 Wola Nani,CHARITIES CATEGORY,WESTERN CAPE,540.915
 Woman in Need Cape Town,CHARITIES CATEGORY,WESTERN CAPE,114.597
 Woodside Sanctuary Rondebosch East,CHARITIES CATEGORY,WESTERN CAPE,100000
 Worcester Association for the Physically Disabled,CHARITIES CATEGORY,WESTERN CAPE,75000
 Youth Outreach,CHARITIES CATEGORY,WESTERN CAPE,20000
 Zanokhanyo Educare Centre,CHARITIES CATEGORY,WESTERN CAPE,30000
 Zenzele Training and Development,CHARITIES CATEGORY,WESTERN CAPE,250000
 Ziphilele Youth Projects,CHARITIES CATEGORY,WESTERN CAPE,100000
Idutywa Northern Football Association,SPORT AND RECREATION CATEGORY,EASTERN CAPE,250000
Kareedouw Sports Governing Body,SPORT AND RECREATION CATEGORY,EASTERN CAPE,15000
Midlands Rugby Sub Union,SPORT AND RECREATION CATEGORY,EASTERN CAPE,70000
Mzimvumbu Junior Secondary School,SPORT AND RECREATION CATEGORY,EASTERN CAPE,10000
Nelson Mandela Metropolitan Municipality,SPORT AND RECREATION CATEGORY,EASTERN CAPE,500000
New Brighton Netball Union,SPORT AND RECREATION CATEGORY,EASTERN CAPE,200000
Piranhas Aquatic Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,23210
Rowing South Africa,SPORT AND RECREATION CATEGORY,EASTERN CAPE,500000
S’Dumo Trust,SPORT AND RECREATION CATEGORY,EASTERN CAPE,922000
F,SPORT AND RECREATION CATEGORY,EASTERN CAPE,15000
Sunshine Special School,SPORT AND RECREATION CATEGORY,EASTERN CAPE,9000
Transkei Athletics,SPORT AND RECREATION CATEGORY,EASTERN CAPE,200000
Transkei Rugby Football Sub-Union,SPORT AND RECREATION CATEGORY,EASTERN CAPE,110000
University of Fort Hare,SPORT AND RECREATION CATEGORY,EASTERN CAPE,1500000
Wailers Sports Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,32200
Wesbank Rugby Voetbalklub,SPORT AND RECREATION CATEGORY,EASTERN CAPE,28500
Winter Rose Sport Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,567000
Winterberg Cricket Board,SPORT AND RECREATION CATEGORY,EASTERN CAPE,250000
Zimbane Football Association,SPORT AND RECREATION CATEGORY,EASTERN CAPE,150000
 AC Milan Football Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,1000
 Amateur Boxing – Duncan Village Proper,SPORT AND RECREATION CATEGORY,EASTERN CAPE,35000
 Amateur Boxing – East London,SPORT AND RECREATION CATEGORY,EASTERN CAPE,76000
 Border Athletics,SPORT AND RECREATION CATEGORY,EASTERN CAPE,410000
 Border Rugby Union,SPORT AND RECREATION CATEGORY,EASTERN CAPE,160000
 Border Sports Association for the Physically Disabled,SPORT AND RECREATION CATEGORY,EASTERN CAPE,100000
 Border Village Cricket,SPORT AND RECREATION CATEGORY,EASTERN CAPE,192000
 Brotherly Cricket Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,9000
 Central Transkei District Darts Association,SPORT AND RECREATION CATEGORY,EASTERN CAPE,32000
 Dolphin Swimming Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,56000
 Dysseldorp Rangers Rugby Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,50000
 E Z Pondo Junior Primary School,SPORT AND RECREATION CATEGORY,EASTERN CAPE,41000
 East London Boxing Veteran’s Forum,SPORT AND RECREATION CATEGORY,EASTERN CAPE,306521
 Eastern Cape Academy of Sport,SPORT AND RECREATION CATEGORY,EASTERN CAPE,1000000
 Eastern Cape Table Tennis Association,SPORT AND RECREATION CATEGORY,EASTERN CAPE,100000
 Eastern Province Athletics Union,SPORT AND RECREATION CATEGORY,EASTERN CAPE,70000
 Eastern Province Golf Union,SPORT AND RECREATION CATEGORY,EASTERN CAPE,50000
 Eastern Province Hockey Federation,SPORT AND RECREATION CATEGORY,EASTERN CAPE,3500000
 Eastern Province Sports Association for Physically Disabled,SPORT AND RECREATION CATEGORY,EASTERN CAPE,469404
 Football Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,125800
 Good Hope Cricket Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,12000
 Hilltop Eagles Club,SPORT AND RECREATION CATEGORY,EASTERN CAPE,15000
 Hofmeyer Football Association,SPORT AND RECREATION CATEGORY,EASTERN CAPE,15000
 Corrie Lynn Primary School,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,360000
 Esenembe Cricket Club,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,10000
 Isipingo Surf Lifesaving Club,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,15000
 KZ 5a3 Municipality,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,700000
 KZN Ballroom Dance Association for the Physically Challenged I,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,40000
 KZN Ballroom Dance Association for the Physically Challenged II,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,469404
 KZN Gymnastics Union,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,1359719
 KZN Junior Advisory Committee,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,1003680
 KZN Sport & Recreation Association,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,40000
 Phafogang Youth Development Association,SPORT AND RECREATION CATEGORY,LIMPOPO,31500
 Ramotshinyadi Sports Development Committee,SPORT AND RECREATION CATEGORY,LIMPOPO,149000
 Schoonoord Tennis Club,SPORT AND RECREATION CATEGORY,LIMPOPO,15000
 Turfhoop Sports,SPORT AND RECREATION CATEGORY,LIMPOPO,131294
 Union Players Sports Club,SPORT AND RECREATION CATEGORY,LIMPOPO,36000
 University of the North,SPORT AND RECREATION CATEGORY,LIMPOPO,1000000
 Vultures F,SPORT AND RECREATION CATEGORY,LIMPOPO,21900
 Warmbaths Bowling Club,SPORT AND RECREATION CATEGORY,LIMPOPO,230000
 Acornhoek Youth Empowerment Project,SPORT AND RECREATION CATEGORY,LIMPOPO,15000
 Amateur Wrestling Association,SPORT AND RECREATION CATEGORY,LIMPOPO,170000
 Badminton Association,SPORT AND RECREATION CATEGORY,LIMPOPO,250000
 Benedict and Hope Centre for Mentally Handicapped,SPORT AND RECREATION CATEGORY,LIMPOPO,50000
 Darts Association,SPORT AND RECREATION CATEGORY,LIMPOPO,31405
 Destiny Youth Centre,SPORT AND RECREATION CATEGORY,LIMPOPO,10000
 Diphiri Home Sweepers,SPORT AND RECREATION CATEGORY,LIMPOPO,15000
 Fondwe Athletics Club,SPORT AND RECREATION CATEGORY,LIMPOPO,30000
 Future Youth Development,SPORT AND RECREATION CATEGORY,LIMPOPO,20000
 Giyani Football Development,SPORT AND RECREATION CATEGORY,LIMPOPO,35000
 Grace and Hope Centre,SPORT AND RECREATION CATEGORY,LIMPOPO,15000
 Kansas Softball Club,SPORT AND RECREATION CATEGORY,LIMPOPO,10000
 Lebowakgomo Mighty Vipers Football Club,SPORT AND RECREATION CATEGORY,LIMPOPO,20000
 Lowveld Sports Development Centre,SPORT AND RECREATION CATEGORY,LIMPOPO,80000
 Mahwelereng Centre of Hope,SPORT AND RECREATION CATEGORY,LIMPOPO,71000
 Makibelo Flying Birds Football Club,SPORT AND RECREATION CATEGORY,LIMPOPO,628250
 Mothomeng Modern Boys,SPORT AND RECREATION CATEGORY,LIMPOPO,15000
 New Horizon Schools Sport Club,SPORT AND RECREATION CATEGORY,LIMPOPO,15000
 NOPUSSA Netball,SPORT AND RECREATION CATEGORY,LIMPOPO,20000
 Northern Province Clay Target Shooting Association,SPORT AND RECREATION CATEGORY,LIMPOPO,80000
 Northern Province Practical Shooting Association,SPORT AND RECREATION CATEGORY,LIMPOPO,468722
 Northern Province Sport,SPORT AND RECREATION CATEGORY,LIMPOPO,501000
 Northern Province Sport Association for Physically Disabled,SPORT AND RECREATION CATEGORY,LIMPOPO,469404
 NP Sport,SPORT AND RECREATION CATEGORY,LIMPOPO,33742
 NP United Schools Sport Association,SPORT AND RECREATION CATEGORY,LIMPOPO,243000
 Nqovhela X1 Experience Football Club,SPORT AND RECREATION CATEGORY,LIMPOPO,35000
 Ntsindza Senior Secondary School,SPORT AND RECREATION CATEGORY,LIMPOPO,45000
 Osizweni Special School,SPORT AND RECREATION CATEGORY,LIMPOPO,200000
 All Stars Football Club,SPORT AND RECREATION CATEGORY,MPUMALANGA,10000
 Conqherors Volleyball Club,SPORT AND RECREATION CATEGORY,MPUMALANGA,42000
 Greater Lydenburg Football Association,SPORT AND RECREATION CATEGORY,MPUMALANGA,300000
 Jetta Cosmos Football Club,SPORT AND RECREATION CATEGORY,MPUMALANGA,31000
 Junior Flo Stars Netball/Football Club,SPORT AND RECREATION CATEGORY,MPUMALANGA,32000
 Kanyamazane Netball Team,SPORT AND RECREATION CATEGORY,MPUMALANGA,10000
 Khomanana Community Sports Club,SPORT AND RECREATION CATEGORY,MPUMALANGA,15000
 Latoas Handball Club,SPORT AND RECREATION CATEGORY,MPUMALANGA,40000
 Mpumalanga Netball Association,SPORT AND RECREATION CATEGORY,MPUMALANGA,380400
 Mpumalanga Sport Association for the Physically Disabled,SPORT AND RECREATION CATEGORY,MPUMALANGA,300000
 Mpumalanga Sports Council,SPORT AND RECREATION CATEGORY,MPUMALANGA,1000000
 Mthunzi Primary School,SPORT AND RECREATION CATEGORY,MPUMALANGA,100000
 Sabi Drum Majorettes,SPORT AND RECREATION CATEGORY,MPUMALANGA,50000
 Seabe Sport Association,SPORT AND RECREATION CATEGORY,MPUMALANGA,235000
 Siyakhana Development,SPORT AND RECREATION CATEGORY,MPUMALANGA,950000
 Athletics South Africa (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,1248910
 Badminton South Africa (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,60000
 Bowls South Africa (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,200000
 Netball South Africa (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,1215000
 Recreation South Africa (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,320000
 SA Football Association (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,1000000
 SA National Scrabble Association (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,40000
 SA Tennis Association (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,1000000
 SASAFF (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,278078
 Softball South Africa (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,1400000
South African Drum Majorettes Association,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,25000
South African Orienteering Federation (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,40000
Squash South Africa (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,161500
Swimming Association (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,100000
Swimming South Africa (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,1000000
The Sports Trust (National Body),SPORT AND RECREATION CATEGORY,NATIONAL BODIES,737500
Benoni Football Association,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,500000
Blue Bulls Rugby Union,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,1150000
CODT - Technikon Pretoria,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,332450
Easterns Squash,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,44000
Eersterust Cricket Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,500000
Eldorado Park Facilities Management Committee,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,600000
Evaton West Football Association,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,15000
Gauteng Basket Ball,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,269000
Gauteng North Sport Association for the Disabled I,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,830000
Gauteng North Sport Association for the Disabled II,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,469404
Gauteng West Netball,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,12000
Golden Stars Football Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,30000
Leruthle Primary School,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,150000
Lethlabile Community Development Projects,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,15000
Madibeng Community Development Initiative,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,1506580
Mandeville Sports Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,700000
Northern Cricket Union,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,517000
Northern Gauteng Badminton Association,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,5250
Quantum FC,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,30000
Randburg Rolbalklub,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,75000
Randfontein Cricket Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,40000
Ratanda Boxing Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,20000
Rose Happy Fighters Sports Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,15000
SA Students Sports Union (SASSU) – Gauteng,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,23400
Sinyonqoba Sports Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,116300
Soweto Sports Council,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,150000
Sports Council of Gauteng North,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,43000
Technikon Pretoria Bureau for Sport Development,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,300000
Thusong Gymnastic Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,150000
Tuks Sport – University of Pretoria,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,222500
Umfuleni Municipal Council,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,532000
West Rand Sports Association for the Intellectually Impaired,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,15000
Young Lions Health & Fitness Club,SPORT AND RECREATION CATEGORY,NATIONAL BODIES,70935
Merlewood Sports Committee,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,785000
Mooi River & District FA,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,1045000
Mpumalanga Cricket Association,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,49000
Mthonjeni Sports & Recreational Club,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,500000
Natal Midlands Hockey,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,800000
Nongoma Athletics Club,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,25000
Ottawa House Haven,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,20000
Phoenix Community Centre,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,320000
SA Figure Skating Association,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,400000
SA Lifesaving,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,830000
SA Pony Club,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,20000
SA Women’s Cricket Association,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,5200
SAFA – Harry Gwala Stadium,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,1290000
Siyakhana Football Coaching Development,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,33025
Sizakancane Sport & Recreation,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,350000
Skating Enterprises,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,310000
Umhlathuzemu Municipality,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,40000
Umshazi Union Tigers,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,11300
Uthingo Lwenkosazane Youth Development Programme,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,15000
Western Kinira Football Association,SPORT AND RECREATION CATEGORY,KWA-ZULU NATAL,16200
 Athletics Griqualand West,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,121000
 Emthanjeni Municipality,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,463000
 Griqualand Wes Sport Association for the Physically Disabled,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,366633
 Hope Town High School,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,463000
 Hope Town Rugby Club,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,500688
 Hope Town Squash Club,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,45000
 Red Stars Soccer Club,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,18000
 Siyancuma Municipality,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,300000
 Thusanang Municipality,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,753000
 Vaalharts Municipality,SPORT AND RECREATION CATEGORY,NORTHERN CAPE,400000
 Itsoseng Cricket Club,SPORT AND RECREATION CATEGORY,NORTH WEST,91000
 Klerksdorp District Football Club,SPORT AND RECREATION CATEGORY,NORTH WEST,15000
 Klerksdorp Stingrays,SPORT AND RECREATION CATEGORY,NORTH WEST,400000
 Klipgat Young Masters,SPORT AND RECREATION CATEGORY,NORTH WEST,15000
 Leakgona Centre,SPORT AND RECREATION CATEGORY,NORTH WEST,58500
 Molopo SAPS Sport and Recreation Club,SPORT AND RECREATION CATEGORY,NORTH WEST,120000
 Motloung Golf,SPORT AND RECREATION CATEGORY,NORTH WEST,18149
 North West Academy of Sport,SPORT AND RECREATION CATEGORY,NORTH WEST,1000000
 North West Judo Association,SPORT AND RECREATION CATEGORY,NORTH WEST,7000
 Potchefstroom Town Council,SPORT AND RECREATION CATEGORY,NORTH WEST,611000
 South African Table Tennis Board,SPORT AND RECREATION CATEGORY,NORTH WEST,738000
 Triest Training Centre,SPORT AND RECREATION CATEGORY,NORTH WEST,81627
 Young Tigers Football Club,SPORT AND RECREATION CATEGORY,NORTH WEST,30000
 Academy of Gymnastics Association,SPORT AND RECREATION CATEGORY,WESTERN CAPE,266152
 Alta Du Toit School,SPORT AND RECREATION CATEGORY,WESTERN CAPE,200000
 Ark City of Refuge I,SPORT AND RECREATION CATEGORY,WESTERN CAPE,13000
 Ark City of Refuge II,SPORT AND RECREATION CATEGORY,WESTERN CAPE,10000
 Astra Sport Club,SPORT AND RECREATION CATEGORY,WESTERN CAPE,100000
 Blompark Inwoners Vereniging & Masakhane Committee,SPORT AND RECREATION CATEGORY,WESTERN CAPE,585000
 Cape Town Roses Ladies Soccer & Dance Club,SPORT AND RECREATION CATEGORY,WESTERN CAPE,40000
 Cape Town Society for the Blind,SPORT AND RECREATION CATEGORY,WESTERN CAPE,16207
 Cape Waves,SPORT AND RECREATION CATEGORY,WESTERN CAPE,53600
 Central Hockey Club,SPORT AND RECREATION CATEGORY,WESTERN CAPE,58500
 Eden Training Centre,SPORT AND RECREATION CATEGORY,WESTERN CAPE,35000
 Elfin Cycling Club,SPORT AND RECREATION CATEGORY,WESTERN CAPE,75000
 Franschoek Belgian Development Trust,SPORT AND RECREATION CATEGORY,WESTERN CAPE,187000
 Future Youth Development,SPORT AND RECREATION CATEGORY,WESTERN CAPE,40000
 Good Hope,SPORT AND RECREATION CATEGORY,WESTERN CAPE,50000
 Khayelitsha Cricket Club,SPORT AND RECREATION CATEGORY,WESTERN CAPE,84000
 KTC Youth Development Forum,SPORT AND RECREATION CATEGORY,WESTERN CAPE,47000
 Manenberg Sports & Recreational Council,SPORT AND RECREATION CATEGORY,WESTERN CAPE,60000
 Men United Football Club,SPORT AND RECREATION CATEGORY,WESTERN CAPE,8500
 Riverview Primary,SPORT AND RECREATION CATEGORY,WESTERN CAPE,40000
 Robertson Sport & Recreation,SPORT AND RECREATION CATEGORY,WESTERN CAPE,1360000
 SA Football Association Western Cape,SPORT AND RECREATION CATEGORY,WESTERN CAPE,150000
 Saambou Primary School,SPORT AND RECREATION CATEGORY,WESTERN CAPE,28000
 SHAWCO (Sport & Recreation Facilities),SPORT AND RECREATION CATEGORY,WESTERN CAPE,254000
 South African Gymnastics Federation,SPORT AND RECREATION CATEGORY,WESTERN CAPE,420000
 South West Districts Rugby,SPORT AND RECREATION CATEGORY,WESTERN CAPE,124238
 Southern Cape Surfing Association,SPORT AND RECREATION CATEGORY,WESTERN CAPE,44000
 Sport Coaches Outreach (SCORE),SPORT AND RECREATION CATEGORY,WESTERN CAPE,490000
 St,SPORT AND RECREATION CATEGORY,WESTERN CAPE,96000
 Team 21 Football Club,SPORT AND RECREATION CATEGORY,WESTERN CAPE,33000
 United Surfing Council of South Africa,SPORT AND RECREATION CATEGORY,WESTERN CAPE,60000
 Veldrif Sportraad,SPORT AND RECREATION CATEGORY,WESTERN CAPE,440000
 Western Cape Basketball Association,SPORT AND RECREATION CATEGORY,WESTERN CAPE,100000
 Western Cape Sports Academy (WECSA),SPORT AND RECREATION CATEGORY,WESTERN CAPE,1000000
 Western Hope Cricket,SPORT AND RECREATION CATEGORY,WESTERN CAPE,30000
 Western Province Athletics,SPORT AND RECREATION CATEGORY,WESTERN CAPE,3000000
 Western Province Softball,SPORT AND RECREATION CATEGORY,WESTERN CAPE,1600000
 Western Province Sports Association for the Physically Disabled I,SPORT AND RECREATION CATEGORY,WESTERN CAPE,297970
 Western Province Sports Association for the Physically Disabled II,SPORT AND RECREATION CATEGORY,WESTERN CAPE,469404
 Western Province Volleyball Union,SPORT AND RECREATION CATEGORY,WESTERN CAPE,117200
 Whoop Squad Basketball,SPORT AND RECREATION CATEGORY,WESTERN CAPE,65000
